day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
61, Loshdain, Yarthmont, 6, 85, 70, Light Rain (<1/2 inch), 52, 0, Indescernable, 95, 75, Normal
62, Soladain, Yarthmont, 7, 85, 70, No Precipitation, 62, 0, Indescernable, 95, 75, Normal
63, Lunadain, Yarthmont, 8, 90, 75, Moderate Rain (<3/4 inch), 69, 0, Indescernable, 100, 80, Normal
64, Gromdain, Yarthmont, 9, 90, 70, Trace Rain (<1/8 inch), 46, 10, Prevailing Direction, 100, 75, Normal
65, Tserdain, Yarthmont, 10, 80, 65, Severe Snowstorm, 44, 0, Indescernable, 85, 70, Extreme Precipitation
66, Moldain, Yarthmont, 11, 80, 60, Light Rain (<1/2 inch), 50, 10, Prevailing Direction, 85, 65, Normal
67, Nytdain, Yarthmont, 12, 70, 55, No Precipitation, 42, 25, From Arctic, 70, 55, Normal
68, Loshdain, Yarthmont, 13, 75, 55, No Precipitation, 69, 10, Prevailing Direction, 80, 60, Normal
69, Soladain, Yarthmont, 14, 70, 50, Moderate Rain (<3/4 inch), 49, 20, From Arctic, 70, 50, Normal
70, Lunadain, Yarthmont, 15, 60, 40, Light Rain (<1/2 inch), 45, 30, From Arctic, 60, 40, Normal
71, Gromdain, Yarthmont, 16, 50, 30, No Precipitation, 46, 45, Prevailing Direction, 50, -5, Normal
72, Tserdain, Yarthmont, 17, 40, 20, Trace Snow (1/2 inch), 64, 45, Prevailing Direction, 40, -25, Normal
73, Moldain, Yarthmont, 18, 40, 20, Trace Snow (1/2 inch), 44, 45, Prevailing Direction, 40, -25, Normal
74, Nytdain, Yarthmont, 19, 40, 20, Moderate Snow (2 inch), 49, 45, From Arctic, 40, -25, Normal
75, Loshdain, Yarthmont, 20, 50, 30, No Precipitation, 60, 45, Prevailing Direction, 50, -5, Normal
76, Soladain, Yarthmont, 21, 60, 40, No Precipitation, 43, 30, Prevailing Direction, 60, 40, Normal
77, Lunadain, Yarthmont, 22, 65, 45, No Precipitation, 43, 15, Prevailing Direction, 70, 45, Normal
78, Gromdain, Yarthmont, 23, 65, 45, No Precipitation, 59, 15, Prevailing Direction, 70, 45, Normal
79, Tserdain, Yarthmont, 24, 60, 40, Light Rain (<1/2 inch), 67, 25, Prevailing Direction, 60, 40, Normal
80, Moldain, Yarthmont, 25, 40, 20, Moderate Snow (2 inch), 51, 35, From Arctic, 40, -20, Normal
81, Nytdain, Yarthmont, 26, 40, 20, No Precipitation, 55, 45, From Arctic, 40, -25, Normal
82, Loshdain, Yarthmont, 27, 60, 40, No Precipitation, 45, 30, Prevailing Direction, 60, 40, Normal
83, Soladain, Yarthmont, 28, 65, 45, Light Rain (<1/2 inch), 55, 20, Prevailing Direction, 65, 45, Normal
84, Lunadain, Klairmont, 1, 60, 40, Light Rain (<1/2 inch), 52, 30, Prevailing Direction, 60, 40, Normal
85, Gromdain, Klairmont, 2, 50, 30, No Precipitation, 53, 45, Prevailing Direction, 50, -5, Normal
86, Tserdain, Klairmont, 3, 60, 40, No Precipitation, 62, 30, Prevailing Direction, 60, 40, Normal
87, Moldain, Klairmont, 4, 50, 30, Trace Rain (<1/8 inch), 42, 40, Prevailing Direction, 50, -5, Normal
88, Nytdain, Klairmont, 5, 40, 20, Moderate Snow (2 inch), 59, 45, From Arctic, 40, -25, Normal
89, Loshdain, Klairmont, 6, 60, 40, No Precipitation, 61, 30, Prevailing Direction, 60, 40, Normal
90, Soladain, Klairmont, 7, 60, 40, No Precipitation, 41, 30, Prevailing Direction, 60, 40, Normal
91, Lunadain, Klairmont, 8, 40, 20, Light Snow (1 inch), 51, 40, From Arctic, 40, -25, Normal
92, Gromdain, Klairmont, 9, 40, 20, Trace Snow (1/2 inch), 70, 45, From Arctic, 40, -25, Normal
93, Tserdain, Klairmont, 10, 40, 20, Trace Snow (1/2 inch), 52, 45, From Arctic, 40, -25, Normal
94, Moldain, Klairmont, 11, 40, 20, Severe Snowstorm, 60, 0, Indescernable, 40, 15, Extreme Precipitation
95, Nytdain, Klairmont, 12, 40, 20, Moderate Snow (2 inch), 51, 0, Indescernable, 40, 15, Normal
96, Loshdain, Klairmont, 13, 50, 30, Trace Rain (<1/8 inch), 56, 0, Indescernable, 50, 25, Normal
97, Soladain, Klairmont, 14, 50, 30, No Precipitation, 56, 0, Indescernable, 50, 25, Normal
98, Lunadain, Klairmont, 15, 60, 40, No Precipitation, 68, 0, Indescernable, 65, 40, Normal
99, Gromdain, Klairmont, 16, 65, 45, No Precipitation, 45, 0, Indescernable, 70, 45, Normal
100, Tserdain, Klairmont, 17, 65, 45, No Precipitation, 64, 0, Indescernable, 70, 45, Normal
101, Moldain, Klairmont, 18, 65, 45, No Precipitation, 68, 0, Indescernable, 70, 45, Normal
102, Nytdain, Klairmont, 19, 60, 40, Trace Rain (<1/8 inch), 45, 10, Prevailing Direction, 65, 40, Normal
103, Loshdain, Klairmont, 20, 50, 30, No Precipitation, 56, 25, Prevailing Direction, 50, 0, Normal
104, Soladain, Klairmont, 21, 60, 40, No Precipitation, 70, 10, Prevailing Direction, 65, 40, Normal
105, Lunadain, Klairmont, 22, 60, 40, No Precipitation, 63, 10, Prevailing Direction, 65, 40, Normal
106, Gromdain, Klairmont, 23, 70, 50, Moderate Rain (<3/4 inch), 51, 0, Indescernable, 75, 50, Normal
107, Tserdain, Klairmont, 24, 75, 55, Light Rain (<1/2 inch), 68, 0, Indescernable, 80, 60, Normal
108, Moldain, Klairmont, 25, 80, 60, Light Rain (<1/2 inch), 53, 0, Indescernable, 85, 65, Normal
109, Nytdain, Klairmont, 26, 80, 65, No Precipitation, 60, 0, Indescernable, 85, 70, Normal
110, Loshdain, Klairmont, 27, 80, 60, Light Rain (<1/2 inch), 53, 10, Prevailing Direction, 85, 65, Normal
111, Soladain, Klairmont, 28, 80, 65, No Precipitation, 60, 0, Indescernable, 85, 70, Normal
112, Lunadain, Felmont, 1, 85, 65, Light Rain (<1/2 inch), 86, 0, Indescernable, 100, 75, Normal
113, Gromdain, Felmont, 2, 80, 65, No Precipitation, 88, 15, Prevailing Direction, 90, 75, Normal
114, Tserdain, Felmont, 3, 85, 65, No Precipitation, 74, 0, Indescernable, 100, 75, Normal
115, Moldain, Felmont, 4, 85, 70, Light Rain (<1/2 inch), 88, 0, Indescernable, 100, 80, Normal
116, Nytdain, Felmont, 5, 80, 65, No Precipitation, 76, 15, From Arctic, 90, 75, Normal
117, Loshdain, Felmont, 6, 85, 65, No Precipitation, 73, 0, Indescernable, 100, 75, Normal
118, Soladain, Felmont, 7, 85, 70, No Precipitation, 80, 0, Indescernable, 100, 80, Normal
119, Lunadain, Felmont, 8, 90, 70, No Precipitation, 77, 0, Indescernable, 105, 80, Normal
120, Gromdain, Felmont, 9, 85, 65, No Precipitation, 86, 15, From Arctic, 100, 75, Normal
121, Tserdain, Felmont, 10, 80, 65, Heavy Rain (<1.5 inch), 82, 25, Prevailing Direction, 85, 70, Normal
122, Moldain, Felmont, 11, 85, 65, Light Rain (<1/2 inch), 72, 15, Prevailing Direction, 100, 75, Normal
123, Nytdain, Felmont, 12, 75, 55, Heavy Rain (<1.5 inch), 71, 0, Indescernable, 85, 65, Normal
124, Loshdain, Felmont, 13, 75, 55, No Precipitation, 74, 0, Indescernable, 85, 65, Normal
125, Soladain, Felmont, 14, 70, 55, Heavy Rain (<1.5 inch), 73, 10, Prevailing Direction, 80, 65, Normal
126, Lunadain, Felmont, 15, 75, 55, Light Rain (<1/2 inch), 77, 0, Indescernable, 85, 65, Normal
127, Gromdain, Felmont, 16, 75, 55, No Precipitation, 90, 0, Indescernable, 85, 65, Normal
128, Tserdain, Felmont, 17, 80, 65, Light Rain (<1/2 inch), 88, 0, Indescernable, 90, 75, Normal
129, Moldain, Felmont, 18, 85, 70, Light Rain (<1/2 inch), 74, 0, Indescernable, 100, 80, Normal
130, Nytdain, Felmont, 19, 80, 65, Light Rain (<1/2 inch), 73, 10, From Arctic, 90, 75, Normal
131, Loshdain, Felmont, 20, 80, 60, Light Rain (<1/2 inch), 84, 20, Prevailing Direction, 85, 65, Normal
132, Soladain, Felmont, 21, 80, 65, No Precipitation, 87, 5, Prevailing Direction, 90, 75, Normal
133, Lunadain, Felmont, 22, 85, 65, Light Rain (<1/2 inch), 77, 0, Indescernable, 100, 75, Normal
134, Gromdain, Felmont, 23, 85, 70, No Precipitation, 82, 0, Indescernable, 100, 80, Normal
135, Tserdain, Felmont, 24, 90, 75, Moderate Rain (<3/4 inch), 87, 0, Indescernable, 105, 85, Normal
136, Moldain, Felmont, 25, 100, 80, Moderate Rain (<3/4 inch), 85, 0, Indescernable, 120, 90, Normal
137, Nytdain, Felmont, 26, 90, 70, Ice/Sleet Storm, 81, 0, Indescernable, 105, 80, Extreme Precipitation
138, Loshdain, Felmont, 27, 85, 70, Moderate Rain (<3/4 inch), 78, 10, Prevailing Direction, 100, 80, Normal
139, Soladain, Felmont, 28, 80, 60, Heavy Rain (<1.5 inch), 75, 0, Indescernable, 90, 70, Normal
140, Lunadain, Fyrmont, 1, 75, 55, No Precipitation, 71, 15, Prevailing Direction, 85, 65, Normal
141, Gromdain, Fyrmont, 2, 70, 50, No Precipitation, 83, 30, From Arctic, 75, 50, Normal
142, Tserdain, Fyrmont, 3, 65, 45, No Precipitation, 89, 45, Prevailing Direction, 65, 45, Normal
143, Moldain, Fyrmont, 4, 70, 55, No Precipitation, 88, 30, From Tropics, 75, 60, Normal
144, Nytdain, Fyrmont, 5, 70, 50, Light Rain (<1/2 inch), 80, 40, Prevailing Direction, 70, 50, Normal
145, Loshdain, Fyrmont, 6, 70, 50, No Precipitation, 87, 40, Prevailing Direction, 70, 50, Normal
146, Soladain, Fyrmont, 7, 60, 40, Moderate Rain (<3/4 inch), 78, 45, From Arctic, 60, 40, Normal
147, Lunadain, Fyrmont, 8, 65, 45, Light Rain (<1/2 inch), 72, 35, Prevailing Direction, 70, 45, Normal
148, Gromdain, Fyrmont, 9, 70, 50, No Precipitation, 78, 20, Prevailing Direction, 75, 50, Normal
149, Tserdain, Fyrmont, 10, 65, 45, No Precipitation, 83, 35, Prevailing Direction, 70, 45, Normal
150, Moldain, Fyrmont, 11, 60, 40, No Precipitation, 87, 45, Prevailing Direction, 60, 40, Normal
151, Nytdain, Fyrmont, 12, 65, 45, Moderate Rain (<3/4 inch), 84, 35, Prevailing Direction, 70, 45, Normal
152, Loshdain, Fyrmont, 13, 65, 45, No Precipitation, 87, 35, Prevailing Direction, 70, 45, Normal
153, Soladain, Fyrmont, 14, 70, 50, Moderate Rain (<3/4 inch), 84, 25, Prevailing Direction, 75, 50, Normal
154, Lunadain, Fyrmont, 15, 60, 40, No Precipitation, 81, 40, From Arctic, 60, 40, Normal
155, Gromdain, Fyrmont, 16, 50, 30, Light Rain (<1/2 inch), 74, 45, Prevailing Direction, 50, -5, Normal
156, Tserdain, Fyrmont, 17, 50, 30, No Precipitation, 79, 45, Prevailing Direction, 50, -5, Normal
157, Moldain, Fyrmont, 18, 50, 30, Heavy Rain (<1.5 inch), 88, 45, From Arctic, 50, -5, Normal
158, Nytdain, Fyrmont, 19, 50, 30, No Precipitation, 71, 45, Prevailing Direction, 50, -5, Normal
159, Loshdain, Fyrmont, 20, 50, 30, Moderate Rain (<3/4 inch), 82, 45, Prevailing Direction, 50, -5, Normal
160, Soladain, Fyrmont, 21, 50, 30, No Precipitation, 82, 45, From Arctic, 50, -5, Normal
161, Lunadain, Fyrmont, 22, 50, 30, Light Rain (<1/2 inch), 83, 45, Prevailing Direction, 50, -5, Normal
162, Gromdain, Fyrmont, 23, 50, 30, Light Rain (<1/2 inch), 74, 45, Prevailing Direction, 50, -5, Normal
163, Tserdain, Fyrmont, 24, 50, 30, Light Rain (<1/2 inch), 80, 45, Prevailing Direction, 50, -5, Normal
164, Moldain, Fyrmont, 25, 65, 45, Heavy Rain (<1.5 inch), 88, 35, From Tropics, 70, 45, Normal
165, Nytdain, Fyrmont, 26, 70, 55, No Precipitation, 87, 20, From Tropics, 75, 60, Normal
166, Loshdain, Fyrmont, 27, 80, 60, No Precipitation, 90, 5, From Tropics, 90, 70, Normal
167, Soladain, Fyrmont, 28, 80, 60, No Precipitation, 74, 5, Prevailing Direction, 90, 70, Normal
168, Lunadain, Ambyrmont, 1, 80, 65, No Precipitation, 54, 0, Indescernable, 85, 70, Normal
169, Gromdain, Ambyrmont, 2, 85, 70, No Precipitation, 41, 0, Indescernable, 95, 75, Normal
170, Tserdain, Ambyrmont, 3, 85, 65, No Precipitation, 52, 0, Indescernable, 95, 70, Normal
171, Moldain, Ambyrmont, 4, 85, 70, No Precipitation, 57, 0, Indescernable, 95, 75, Normal
172, Nytdain, Ambyrmont, 5, 80, 65, Moderate Rain (<3/4 inch), 46, 10, From Arctic, 85, 70, Normal
173, Loshdain, Ambyrmont, 6, 80, 65, No Precipitation, 43, 10, Prevailing Direction, 85, 70, Normal
174, Soladain, Ambyrmont, 7, 85, 65, Moderate Rain (<3/4 inch), 49, 0, Indescernable, 95, 70, Normal
175, Lunadain, Ambyrmont, 8, 85, 70, No Precipitation, 70, 0, Indescernable, 95, 75, Normal
176, Gromdain, Ambyrmont, 9, 85, 70, No Precipitation, 46, 0, Indescernable, 95, 75, Normal
177, Tserdain, Ambyrmont, 10, 85, 65, Trace Rain (<1/8 inch), 60, 10, Prevailing Direction, 95, 70, Normal
178, Moldain, Ambyrmont, 11, 80, 65, No Precipitation, 68, 25, Prevailing Direction, 85, 65, Normal
179, Nytdain, Ambyrmont, 12, 80, 60, Light Rain (<1/2 inch), 42, 35, Prevailing Direction, 85, 60, Normal
180, Loshdain, Ambyrmont, 13, 70, 55, Moderate Rain (<3/4 inch), 63, 45, From Arctic, 70, 55, Normal
181, Soladain, Ambyrmont, 14, 65, 45, Light Rain (<1/2 inch), 57, 45, From Arctic, 65, 45, Normal
182, Lunadain, Ambyrmont, 15, 40, 20, Severe Snowstorm, 44, 0, Indescernable, 40, 15, Extreme Precipitation
183, Gromdain, Ambyrmont, 16, 40, 20, No Precipitation, 47, 15, From Arctic, 40, -5, Normal
184, Tserdain, Ambyrmont, 17, 60, 40, Moderate Rain (<3/4 inch), 70, 5, From Tropics, 65, 40, Normal
185, Moldain, Ambyrmont, 18, 70, 50, No Precipitation, 51, 0, Indescernable, 75, 50, Normal
186, Nytdain, Ambyrmont, 19, 75, 55, No Precipitation, 68, 0, Indescernable, 80, 60, Normal
187, Loshdain, Ambyrmont, 20, 80, 65, Light Rain (<1/2 inch), 45, 0, Indescernable, 85, 70, Normal
188, Soladain, Ambyrmont, 21, 85, 70, No Precipitation, 52, 0, Indescernable, 95, 75, Normal
189, Lunadain, Ambyrmont, 22, 85, 70, Moderate Rain (<3/4 inch), 51, 0, Indescernable, 95, 75, Normal
190, Gromdain, Ambyrmont, 23, 85, 70, Light Rain (<1/2 inch), 59, 0, Indescernable, 95, 75, Normal
191, Tserdain, Ambyrmont, 24, 85, 65, Trace Rain (<1/8 inch), 52, 10, Prevailing Direction, 95, 70, Normal
192, Moldain, Ambyrmont, 25, 80, 60, No Precipitation, 51, 25, From Arctic, 85, 60, Normal
193, Nytdain, Ambyrmont, 26, 35, 15, Moderate Snow (2 inch), 45, 0, Indescernable, 35, 10, Coldwave
194, Loshdain, Ambyrmont, 27, 35, 15, Light Snow (1 inch), 41, 10, Prevailing Direction, 20, -5, Coldwave
195, Soladain, Ambyrmont, 28, 35, 15, No Precipitation, 55, 10, Prevailing Direction, 20, -5, Coldwave
196, Lunadain, Sviftmont, 1, 10, 0, No Precipitation, 70, 10, Prevailing Direction, -10, -20, Coldwave
197, Gromdain, Sviftmont, 2, 10, 0, No Precipitation, 47, 0, Indescernable, 5, -5, Coldwave
198, Tserdain, Sviftmont, 3, 10, 0, Trace Snow (1/2 inch), 46, 10, Prevailing Direction, -10, -20, Coldwave
199, Moldain, Sviftmont, 4, 25, 10, Moderate Snow (2 inch), 56, 0, Indescernable, 20, 5, Normal
200, Nytdain, Sviftmont, 5, 30, 15, Moderate Snow (2 inch), 69, 0, Indescernable, 25, 10, Normal
201, Loshdain, Sviftmont, 6, 35, 15, Trace Snow (1/2 inch), 57, 0, Indescernable, 35, 10, Normal
202, Soladain, Sviftmont, 7, 25, 10, Light Snow (1 inch), 60, 10, From Arctic, 10, -10, Normal
203, Lunadain, Sviftmont, 8, 18, 10, No Precipitation, 65, 25, Prevailing Direction, -15, -30, Normal
204, Gromdain, Sviftmont, 9, 30, 15, No Precipitation, 52, 10, Prevailing Direction, 15, -5, Normal
205, Tserdain, Sviftmont, 10, 25, 10, Trace Snow (1/2 inch), 53, 20, Prevailing Direction, -5, -25, Normal
206, Moldain, Sviftmont, 11, 25, 10, No Precipitation, 63, 20, Prevailing Direction, -5, -25, Normal
207, Nytdain, Sviftmont, 12, 18, 10, Moderate Snow (2 inch), 41, 30, Prevailing Direction, -20, -35, Normal
208, Loshdain, Sviftmont, 13, 18, 10, Light Snow (1 inch), 69, 40, Prevailing Direction, -25, -40, Normal
209, Soladain, Sviftmont, 14, 18, 10, Light Snow (1 inch), 68, 45, Prevailing Direction, -25, -40, Normal
210, Lunadain, Sviftmont, 15, 30, 15, Light Snow (1 inch), 60, 35, From Tropics, -5, -30, Normal
211, Gromdain, Sviftmont, 16, 40, 20, No Precipitation, 45, 20, From Tropics, 40, -10, Normal
212, Tserdain, Sviftmont, 17, 30, 15, No Precipitation, 61, 35, From Arctic, -5, -30, Normal
213, Moldain, Sviftmont, 18, 50, 30, Moderate Rain (<3/4 inch), 68, 0, Indescernable, 50, 25, Normal
214, Nytdain, Sviftmont, 19, 50, 30, No Precipitation, 41, 0, Indescernable, 50, 25, Normal
215, Loshdain, Sviftmont, 20, 60, 40, Light Rain (<1/2 inch), 42, 0, Indescernable, 65, 40, Normal
216, Soladain, Sviftmont, 21, 70, 50, Trace Rain (<1/8 inch), 64, 0, Indescernable, 75, 50, Normal
217, Lunadain, Sviftmont, 22, 65, 45, No Precipitation, 59, 15, Prevailing Direction, 70, 45, Normal
218, Gromdain, Sviftmont, 23, 70, 55, Trace Rain (<1/8 inch), 52, 5, From Tropics, 75, 60, Normal
219, Tserdain, Sviftmont, 24, 75, 55, No Precipitation, 62, 0, Indescernable, 80, 60, Normal
220, Moldain, Sviftmont, 25, 75, 55, No Precipitation, 51, 0, Indescernable, 80, 60, Normal
221, Nytdain, Sviftmont, 26, 70, 50, No Precipitation, 64, 15, Prevailing Direction, 75, 50, Normal
222, Loshdain, Sviftmont, 27, 70, 50, No Precipitation, 69, 15, Prevailing Direction, 75, 50, Normal
223, Soladain, Sviftmont, 28, 70, 50, No Precipitation, 67, 15, Prevailing Direction, 75, 50, Normal
224, Lunadain, Eirmont, 1, 50, 30, Severe Snowstorm, 77, 0, Indescernable, 50, 25, Extreme Precipitation
225, Gromdain, Eirmont, 2, 65, 45, Moderate Rain (<3/4 inch), 79, 0, Indescernable, 75, 45, Normal
226, Tserdain, Eirmont, 3, 50, 30, No Precipitation, 82, 15, Prevailing Direction, 50, 10, Normal
227, Moldain, Eirmont, 4, 40, 20, Moderate Snow (2 inch), 81, 25, Prevailing Direction, 40, -15, Normal
228, Nytdain, Eirmont, 5, 50, 30, Light Rain (<1/2 inch), 86, 15, Prevailing Direction, 50, 10, Normal
229, Loshdain, Eirmont, 6, 65, 45, Moderate Rain (<3/4 inch), 77, 5, From Tropics, 75, 45, Normal
230, Soladain, Eirmont, 7, 50, 30, Moderate Rain (<3/4 inch), 87, 15, From Arctic, 50, 10, Normal
231, Lunadain, Eirmont, 8, 40, 20, Light Snow (1 inch), 90, 25, Prevailing Direction, 40, -15, Normal
232, Gromdain, Eirmont, 9, 35, 15, No Precipitation, 75, 40, Prevailing Direction, 0, -30, Normal
233, Tserdain, Eirmont, 10, 25, 10, No Precipitation, 73, 45, From Arctic, -15, -40, Normal
234, Moldain, Eirmont, 11, 25, 10, No Precipitation, 76, 45, Prevailing Direction, -15, -40, Normal
235, Nytdain, Eirmont, 12, 18, 10, No Precipitation, 75, 45, Prevailing Direction, -25, -40, Normal
236, Loshdain, Eirmont, 13, 10, 0, No Precipitation, 89, 45, Prevailing Direction, -40, -55, Normal
237, Soladain, Eirmont, 14, 25, 10, Moderate Snow (2 inch), 90, 35, From Tropics, -15, -35, Normal
238, Lunadain, Eirmont, 15, 25, 10, No Precipitation, 87, 35, Prevailing Direction, -15, -35, Normal
239, Gromdain, Eirmont, 16, 18, 10, No Precipitation, 76, 45, Prevailing Direction, -25, -40, Normal
240, Tserdain, Eirmont, 17, 30, 15, Light Snow (1 inch), 84, 35, From Tropics, -5, -30, Normal
241, Moldain, Eirmont, 18, 30, 15, No Precipitation, 77, 35, Prevailing Direction, -5, -30, Normal
