day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
20, Soladain, Thaumont, 21, 65, 45, No Precipitation, 32, 45, From Arctic, 65, 45, Drought
21, Lunadain, Thaumont, 22, 75, 55, No Precipitation, 32, 30, From Tropics, 75, 55, Drought
22, Gromdain, Thaumont, 23, 70, 55, No Precipitation, 35, 40, Prevailing Direction, 70, 55, Normal
23, Tserdain, Thaumont, 24, 65, 45, Trace Rain (<1/8 inch), 21, 0, Indescernable, 65, 45, Normal
24, Moldain, Thaumont, 25, 65, 45, No Precipitation, 39, 15, From Arctic, 65, 45, Normal
25, Nytdain, Thaumont, 26, 70, 50, No Precipitation, 34, 15, Prevailing Direction, 70, 50, Normal
26, Loshdain, Thaumont, 27, 70, 55, Trace Rain (<1/8 inch), 27, 5, Prevailing Direction, 70, 55, Normal
27, Soladain, Thaumont, 28, 80, 60, No Precipitation, 37, 0, Indescernable, 85, 60, Normal
28, Lunadain, Flaurmont, 1, 75, 55, No Precipitation, 27, 10, Prevailing Direction, 80, 55, Normal
29, Gromdain, Flaurmont, 2, 70, 55, No Precipitation, 29, 25, Prevailing Direction, 70, 55, Normal
30, Tserdain, Flaurmont, 3, 75, 55, No Precipitation, 33, 15, Prevailing Direction, 80, 55, Normal
31, Moldain, Flaurmont, 4, 80, 65, No Precipitation, 33, 0, Indescernable, 85, 65, Normal
32, Nytdain, Flaurmont, 5, 85, 65, No Precipitation, 37, 0, Indescernable, 90, 65, Normal
33, Loshdain, Flaurmont, 6, 80, 65, No Precipitation, 37, 10, Prevailing Direction, 85, 65, Normal
34, Soladain, Flaurmont, 7, 85, 70, No Precipitation, 33, 0, Indescernable, 90, 70, Normal
35, Lunadain, Flaurmont, 8, 85, 65, No Precipitation, 24, 15, Prevailing Direction, 90, 65, Normal
36, Gromdain, Flaurmont, 9, 90, 70, No Precipitation, 24, 0, Indescernable, 95, 70, Normal
37, Tserdain, Flaurmont, 10, 90, 70, No Precipitation, 31, 0, Indescernable, 95, 70, Normal
38, Moldain, Flaurmont, 11, 100, 80, No Precipitation, 28, 0, Indescernable, 110, 85, Drought
39, Nytdain, Flaurmont, 12, 95, 75, No Precipitation, 38, 0, Indescernable, 105, 80, Drought
40, Loshdain, Flaurmont, 13, 90, 75, No Precipitation, 31, 15, Prevailing Direction, 95, 80, Drought
41, Soladain, Flaurmont, 14, 95, 75, No Precipitation, 38, 5, Prevailing Direction, 105, 80, Drought
42, Lunadain, Flaurmont, 15, 90, 75, No Precipitation, 21, 20, Prevailing Direction, 95, 75, Drought
43, Gromdain, Flaurmont, 16, 100, 80, No Precipitation, 27, 10, From Tropics, 110, 85, Drought
44, Tserdain, Flaurmont, 17, 100, 80, No Precipitation, 30, 0, Indescernable, 110, 85, Drought
45, Moldain, Flaurmont, 18, 95, 75, No Precipitation, 38, 0, Indescernable, 105, 80, Drought
46, Nytdain, Flaurmont, 19, 90, 70, No Precipitation, 35, 15, From Arctic, 95, 70, Drought
47, Loshdain, Flaurmont, 20, 95, 75, No Precipitation, 38, 0, Indescernable, 105, 80, Drought
48, Soladain, Flaurmont, 21, 100, 80, No Precipitation, 27, 0, Indescernable, 110, 85, Drought
49, Lunadain, Flaurmont, 22, 100, 80, No Precipitation, 21, 0, Indescernable, 110, 85, Drought
50, Gromdain, Flaurmont, 23, 100, 80, No Precipitation, 33, 0, Indescernable, 110, 85, Normal
51, Tserdain, Flaurmont, 24, 100, 80, Trace Rain (<1/8 inch), 28, 0, Indescernable, 110, 85, Normal
52, Moldain, Flaurmont, 25, 100, 80, No Precipitation, 23, 0, Indescernable, 110, 85, Normal
53, Nytdain, Flaurmont, 26, 100, 80, Trace Rain (<1/8 inch), 38, 0, Indescernable, 110, 85, Normal
54, Loshdain, Flaurmont, 27, 100, 80, No Precipitation, 29, 0, Indescernable, 110, 85, Normal
55, Soladain, Flaurmont, 28, 90, 75, Trace Rain (<1/8 inch), 24, 10, From Arctic, 95, 80, Normal
56, Lunadain, Yarthmont, 1, 95, 75, No Precipitation, 21, 0, Indescernable, 105, 80, Normal
57, Gromdain, Yarthmont, 2, 90, 75, No Precipitation, 26, 10, Prevailing Direction, 95, 80, Normal
58, Tserdain, Yarthmont, 3, 90, 70, No Precipitation, 33, 20, Prevailing Direction, 95, 70, Normal
59, Moldain, Yarthmont, 4, 90, 75, No Precipitation, 24, 10, Prevailing Direction, 95, 80, Normal
60, Nytdain, Yarthmont, 5, 95, 75, No Precipitation, 38, 0, Indescernable, 105, 80, Normal
61, Loshdain, Yarthmont, 6, 100, 80, No Precipitation, 27, 0, Indescernable, 110, 85, Normal
62, Soladain, Yarthmont, 7, 115, 85, No Precipitation, 26, 0, Indescernable, 125, 90, Normal
63, Lunadain, Yarthmont, 8, 105, 80, No Precipitation, 40, 0, Indescernable, 115, 85, Normal
64, Gromdain, Yarthmont, 9, 105, 80, No Precipitation, 25, 0, Indescernable, 115, 85, Normal
65, Tserdain, Yarthmont, 10, 100, 80, No Precipitation, 35, 15, Prevailing Direction, 110, 85, Normal
66, Moldain, Yarthmont, 11, 100, 80, No Precipitation, 30, 15, Prevailing Direction, 110, 85, Normal
67, Nytdain, Yarthmont, 12, 115, 85, No Precipitation, 38, 5, From Tropics, 125, 90, Normal
68, Loshdain, Yarthmont, 13, 105, 80, No Precipitation, 30, 5, Prevailing Direction, 115, 85, Normal
69, Soladain, Yarthmont, 14, 100, 80, No Precipitation, 31, 15, Prevailing Direction, 110, 85, Normal
70, Lunadain, Yarthmont, 15, 115, 85, No Precipitation, 23, 0, Indescernable, 125, 90, Normal
71, Gromdain, Yarthmont, 16, 105, 80, No Precipitation, 29, 0, Indescernable, 115, 85, Normal
72, Tserdain, Yarthmont, 17, 115, 85, No Precipitation, 25, 0, Indescernable, 125, 90, Normal
73, Moldain, Yarthmont, 18, 100, 80, No Precipitation, 23, 15, Prevailing Direction, 110, 85, Normal
74, Nytdain, Yarthmont, 19, 115, 85, No Precipitation, 32, 0, Indescernable, 125, 90, Normal
75, Loshdain, Yarthmont, 20, 115, 85, No Precipitation, 39, 0, Indescernable, 125, 90, Normal
76, Soladain, Yarthmont, 21, 105, 80, No Precipitation, 36, 0, Indescernable, 115, 85, Normal
77, Lunadain, Yarthmont, 22, 100, 80, No Precipitation, 37, 10, Prevailing Direction, 110, 85, Normal
78, Gromdain, Yarthmont, 23, 105, 80, No Precipitation, 39, 0, Indescernable, 115, 85, Normal
79, Tserdain, Yarthmont, 24, 100, 80, No Precipitation, 28, 10, Prevailing Direction, 110, 85, Normal
80, Moldain, Yarthmont, 25, 100, 80, No Precipitation, 21, 10, Prevailing Direction, 110, 85, Normal
81, Nytdain, Yarthmont, 26, 95, 75, No Precipitation, 22, 20, Prevailing Direction, 100, 75, Normal
82, Loshdain, Yarthmont, 27, 105, 80, No Precipitation, 39, 10, From Tropics, 115, 85, Normal
83, Soladain, Yarthmont, 28, 100, 80, No Precipitation, 25, 25, Prevailing Direction, 105, 80, Normal
84, Lunadain, Klairmont, 1, 105, 80, No Precipitation, 36, 10, Prevailing Direction, 115, 85, Normal
85, Gromdain, Klairmont, 2, 105, 80, No Precipitation, 29, 10, Prevailing Direction, 115, 85, Normal
86, Tserdain, Klairmont, 3, 115, 85, No Precipitation, 22, 0, Indescernable, 125, 90, Normal
87, Moldain, Klairmont, 4, 115, 85, No Precipitation, 38, 0, Indescernable, 125, 90, Normal
88, Nytdain, Klairmont, 5, 115, 85, No Precipitation, 28, 0, Indescernable, 125, 90, Normal
89, Loshdain, Klairmont, 6, 115, 85, Trace Rain (<1/8 inch), 22, 0, Indescernable, 125, 90, Normal
90, Soladain, Klairmont, 7, 95, 75, Trace Rain (<1/8 inch), 23, 0, Indescernable, 105, 80, Normal
91, Lunadain, Klairmont, 8, 100, 80, No Precipitation, 35, 0, Indescernable, 110, 85, Normal
92, Gromdain, Klairmont, 9, 95, 75, No Precipitation, 39, 10, Prevailing Direction, 105, 80, Normal
93, Tserdain, Klairmont, 10, 95, 75, No Precipitation, 24, 10, Prevailing Direction, 105, 80, Normal
94, Moldain, Klairmont, 11, 100, 80, No Precipitation, 36, 0, Indescernable, 110, 85, Normal
95, Nytdain, Klairmont, 12, 105, 80, No Precipitation, 23, 0, Indescernable, 115, 85, Normal
96, Loshdain, Klairmont, 13, 85, 70, Trace Rain (<1/8 inch), 22, 0, Indescernable, 90, 70, Coldwave
97, Soladain, Klairmont, 14, 85, 70, No Precipitation, 33, 0, Indescernable, 90, 70, Coldwave
98, Lunadain, Klairmont, 15, 85, 70, No Precipitation, 34, 0, Indescernable, 90, 70, Coldwave
99, Gromdain, Klairmont, 16, 85, 70, No Precipitation, 25, 15, Prevailing Direction, 90, 70, Coldwave
100, Tserdain, Klairmont, 17, 90, 75, No Precipitation, 40, 15, Prevailing Direction, 95, 80, Normal
101, Moldain, Klairmont, 18, 90, 70, Trace Rain (<1/8 inch), 38, 0, Indescernable, 95, 70, Normal
102, Nytdain, Klairmont, 19, 90, 75, No Precipitation, 22, 0, Indescernable, 95, 80, Normal
103, Loshdain, Klairmont, 20, 90, 70, No Precipitation, 36, 15, Prevailing Direction, 95, 70, Normal
104, Soladain, Klairmont, 21, 90, 70, No Precipitation, 30, 30, Prevailing Direction, 95, 70, Normal
105, Lunadain, Klairmont, 22, 90, 70, No Precipitation, 30, 45, Prevailing Direction, 90, 70, Normal
106, Gromdain, Klairmont, 23, 90, 75, No Precipitation, 25, 45, Prevailing Direction, 90, 75, Normal
107, Tserdain, Klairmont, 24, 90, 70, No Precipitation, 35, 45, Prevailing Direction, 90, 70, Normal
108, Moldain, Klairmont, 25, 95, 75, Trace Rain (<1/8 inch), 23, 35, From Tropics, 100, 75, Normal
109, Nytdain, Klairmont, 26, 90, 75, No Precipitation, 35, 45, Prevailing Direction, 90, 75, Normal
110, Loshdain, Klairmont, 27, 125, 90, Trace Rain (<1/8 inch), 35, 0, Indescernable, 135, 95, Heatwave
111, Soladain, Klairmont, 28, 125, 90, No Precipitation, 35, 0, Indescernable, 135, 95, Heatwave
112, Lunadain, Felmont, 1, 125, 90, No Precipitation, 23, 10, Prevailing Direction, 135, 95, Heatwave
113, Gromdain, Felmont, 2, 125, 90, No Precipitation, 35, 0, Indescernable, 135, 95, Heatwave
114, Tserdain, Felmont, 3, 125, 90, Trace Rain (<1/8 inch), 40, 0, Indescernable, 135, 95, Heatwave
115, Moldain, Felmont, 4, 125, 90, No Precipitation, 29, 0, Indescernable, 135, 95, Heatwave
116, Nytdain, Felmont, 5, 100, 80, Trace Rain (<1/8 inch), 35, 10, From Arctic, 110, 85, Normal
117, Loshdain, Felmont, 6, 95, 75, No Precipitation, 33, 25, Prevailing Direction, 100, 75, Normal
118, Soladain, Felmont, 7, 90, 75, No Precipitation, 38, 35, Prevailing Direction, 95, 75, Normal
119, Lunadain, Felmont, 8, 90, 75, No Precipitation, 33, 35, Prevailing Direction, 95, 75, Normal
120, Gromdain, Felmont, 9, 100, 80, No Precipitation, 34, 25, From Tropics, 105, 80, Normal
121, Tserdain, Felmont, 10, 105, 80, No Precipitation, 33, 10, Prevailing Direction, 115, 85, Normal
122, Moldain, Felmont, 11, 105, 80, No Precipitation, 22, 10, Prevailing Direction, 115, 85, Normal
123, Nytdain, Felmont, 12, 105, 80, No Precipitation, 25, 10, Prevailing Direction, 115, 85, Normal
124, Loshdain, Felmont, 13, 105, 80, No Precipitation, 25, 10, Prevailing Direction, 115, 85, Normal
125, Soladain, Felmont, 14, 105, 80, No Precipitation, 34, 10, Prevailing Direction, 115, 85, Normal
126, Lunadain, Felmont, 15, 100, 80, No Precipitation, 31, 20, Prevailing Direction, 105, 80, Normal
127, Gromdain, Felmont, 16, 95, 75, No Precipitation, 40, 35, Prevailing Direction, 100, 75, Normal
128, Tserdain, Felmont, 17, 105, 80, No Precipitation, 35, 25, From Tropics, 110, 80, Normal
129, Moldain, Felmont, 18, 115, 85, No Precipitation, 37, 15, From Tropics, 125, 90, Normal
130, Nytdain, Felmont, 19, 105, 80, No Precipitation, 32, 25, Prevailing Direction, 110, 80, Normal
131, Loshdain, Felmont, 20, 115, 85, No Precipitation, 34, 15, Prevailing Direction, 125, 90, Normal
132, Soladain, Felmont, 21, 105, 80, Trace Rain (<1/8 inch), 36, 25, Prevailing Direction, 110, 80, Normal
133, Lunadain, Felmont, 22, 115, 85, No Precipitation, 35, 10, From Tropics, 125, 90, Normal
134, Gromdain, Felmont, 23, 115, 85, No Precipitation, 22, 0, Indescernable, 125, 90, Normal
135, Tserdain, Felmont, 24, 115, 85, No Precipitation, 28, 0, Indescernable, 125, 90, Normal
136, Moldain, Felmont, 25, 105, 80, No Precipitation, 22, 0, Indescernable, 115, 85, Normal
137, Nytdain, Felmont, 26, 100, 80, No Precipitation, 29, 10, Prevailing Direction, 110, 85, Normal
138, Loshdain, Felmont, 27, 105, 80, No Precipitation, 21, 0, Indescernable, 115, 85, Normal
139, Soladain, Felmont, 28, 100, 80, No Precipitation, 24, 10, Prevailing Direction, 110, 85, Normal
140, Lunadain, Fyrmont, 1, 90, 75, No Precipitation, 34, 25, From Arctic, 95, 75, Normal
141, Gromdain, Fyrmont, 2, 90, 75, No Precipitation, 24, 25, Prevailing Direction, 95, 75, Normal
142, Tserdain, Fyrmont, 3, 85, 70, No Precipitation, 39, 35, From Arctic, 90, 70, Normal
143, Moldain, Fyrmont, 4, 90, 70, No Precipitation, 38, 20, Prevailing Direction, 95, 70, Normal
144, Nytdain, Fyrmont, 5, 90, 75, No Precipitation, 33, 5, Prevailing Direction, 95, 80, Normal
145, Loshdain, Fyrmont, 6, 85, 70, No Precipitation, 38, 15, From Arctic, 90, 70, Normal
146, Soladain, Fyrmont, 7, 90, 70, No Precipitation, 27, 0, Indescernable, 95, 70, Normal
147, Lunadain, Fyrmont, 8, 90, 70, No Precipitation, 35, 0, Indescernable, 95, 70, Normal
148, Gromdain, Fyrmont, 9, 85, 65, Trace Rain (<1/8 inch), 35, 10, From Arctic, 90, 65, Normal
149, Tserdain, Fyrmont, 10, 85, 65, No Precipitation, 38, 10, Prevailing Direction, 90, 65, Normal
150, Moldain, Fyrmont, 11, 85, 70, Trace Rain (<1/8 inch), 29, 0, Indescernable, 90, 70, Normal
151, Nytdain, Fyrmont, 12, 90, 75, Trace Rain (<1/8 inch), 24, 0, Indescernable, 95, 80, Normal
152, Loshdain, Fyrmont, 13, 95, 75, No Precipitation, 38, 0, Indescernable, 105, 80, Normal
153, Soladain, Fyrmont, 14, 90, 70, No Precipitation, 26, 15, From Arctic, 95, 70, Normal
154, Lunadain, Fyrmont, 15, 90, 70, No Precipitation, 22, 15, Prevailing Direction, 95, 70, Normal
155, Gromdain, Fyrmont, 16, 85, 65, No Precipitation, 35, 25, From Arctic, 90, 65, Normal
156, Tserdain, Fyrmont, 17, 85, 70, Trace Rain (<1/8 inch), 31, 15, Prevailing Direction, 90, 70, Normal
157, Moldain, Fyrmont, 18, 90, 75, No Precipitation, 32, 0, Indescernable, 95, 80, Normal
158, Nytdain, Fyrmont, 19, 100, 80, No Precipitation, 29, 0, Indescernable, 110, 85, Normal
159, Loshdain, Fyrmont, 20, 105, 80, No Precipitation, 31, 0, Indescernable, 115, 85, Normal
160, Soladain, Fyrmont, 21, 100, 80, No Precipitation, 37, 10, Prevailing Direction, 110, 85, Normal
161, Lunadain, Fyrmont, 22, 95, 75, No Precipitation, 21, 20, Prevailing Direction, 100, 75, Normal
162, Gromdain, Fyrmont, 23, 90, 70, No Precipitation, 32, 30, From Arctic, 95, 70, Normal
163, Tserdain, Fyrmont, 24, 90, 75, No Precipitation, 26, 15, Prevailing Direction, 95, 80, Normal
164, Moldain, Fyrmont, 25, 100, 80, Trace Rain (<1/8 inch), 38, 5, From Tropics, 110, 85, Normal
165, Nytdain, Fyrmont, 26, 105, 80, No Precipitation, 27, 0, Indescernable, 115, 85, Normal
166, Loshdain, Fyrmont, 27, 100, 80, Trace Rain (<1/8 inch), 21, 10, Prevailing Direction, 110, 85, Normal
167, Soladain, Fyrmont, 28, 115, 85, Trace Rain (<1/8 inch), 21, 0, Indescernable, 125, 90, Heatwave
168, Lunadain, Ambyrmont, 1, 105, 80, No Precipitation, 40, 0, Indescernable, 115, 85, Heatwave
169, Gromdain, Ambyrmont, 2, 105, 80, No Precipitation, 29, 10, Prevailing Direction, 115, 85, Heatwave
170, Tserdain, Ambyrmont, 3, 105, 80, No Precipitation, 38, 0, Indescernable, 115, 85, Heatwave
171, Moldain, Ambyrmont, 4, 105, 80, No Precipitation, 31, 0, Indescernable, 115, 85, Heatwave
172, Nytdain, Ambyrmont, 5, 100, 80, No Precipitation, 26, 0, Indescernable, 110, 85, Normal
173, Loshdain, Ambyrmont, 6, 95, 75, No Precipitation, 31, 0, Indescernable, 105, 80, Normal
174, Soladain, Ambyrmont, 7, 90, 75, No Precipitation, 29, 10, Prevailing Direction, 95, 80, Normal
175, Lunadain, Ambyrmont, 8, 95, 75, No Precipitation, 34, 0, Indescernable, 105, 80, Normal
176, Gromdain, Ambyrmont, 9, 90, 70, No Precipitation, 34, 15, From Arctic, 95, 70, Normal
177, Tserdain, Ambyrmont, 10, 85, 65, No Precipitation, 26, 25, From Arctic, 90, 65, Normal
178, Moldain, Ambyrmont, 11, 75, 55, No Precipitation, 35, 0, Indescernable, 80, 55, Normal
179, Nytdain, Ambyrmont, 12, 70, 50, No Precipitation, 33, 0, Indescernable, 70, 50, Normal
180, Loshdain, Ambyrmont, 13, 70, 50, No Precipitation, 21, 10, From Arctic, 70, 50, Normal
181, Soladain, Ambyrmont, 14, 70, 50, No Precipitation, 36, 20, Prevailing Direction, 70, 50, Normal
182, Lunadain, Ambyrmont, 15, 70, 55, No Precipitation, 23, 10, Prevailing Direction, 70, 55, Normal
183, Gromdain, Ambyrmont, 16, 70, 55, No Precipitation, 38, 10, Prevailing Direction, 70, 55, Normal
184, Tserdain, Ambyrmont, 17, 75, 55, No Precipitation, 40, 0, Indescernable, 80, 55, Normal
185, Moldain, Ambyrmont, 18, 80, 60, No Precipitation, 22, 0, Indescernable, 85, 60, Normal
186, Nytdain, Ambyrmont, 19, 80, 60, No Precipitation, 33, 0, Indescernable, 85, 60, Normal
187, Loshdain, Ambyrmont, 20, 80, 60, No Precipitation, 40, 0, Indescernable, 85, 60, Normal
188, Soladain, Ambyrmont, 21, 85, 65, No Precipitation, 38, 0, Indescernable, 90, 65, Normal
189, Lunadain, Ambyrmont, 22, 80, 65, No Precipitation, 34, 15, Prevailing Direction, 85, 65, Normal
190, Gromdain, Ambyrmont, 23, 85, 65, No Precipitation, 27, 0, Indescernable, 90, 65, Normal
191, Tserdain, Ambyrmont, 24, 80, 65, No Precipitation, 40, 10, Prevailing Direction, 85, 65, Normal
192, Moldain, Ambyrmont, 25, 85, 65, No Precipitation, 40, 0, Indescernable, 90, 65, Normal
193, Nytdain, Ambyrmont, 26, 85, 65, No Precipitation, 34, 0, Indescernable, 90, 65, Normal
194, Loshdain, Ambyrmont, 27, 90, 70, No Precipitation, 22, 0, Indescernable, 95, 70, Normal
195, Soladain, Ambyrmont, 28, 85, 70, No Precipitation, 23, 10, Prevailing Direction, 90, 70, Normal
196, Lunadain, Sviftmont, 1, 90, 70, No Precipitation, 22, 0, Indescernable, 95, 70, Normal
197, Gromdain, Sviftmont, 2, 90, 75, No Precipitation, 36, 0, Indescernable, 95, 80, Normal
198, Tserdain, Sviftmont, 3, 95, 75, No Precipitation, 37, 0, Indescernable, 105, 80, Normal
199, Moldain, Sviftmont, 4, 95, 75, No Precipitation, 34, 0, Indescernable, 105, 80, Normal
200, Nytdain, Sviftmont, 5, 100, 80, No Precipitation, 31, 0, Indescernable, 110, 85, Normal
201, Loshdain, Sviftmont, 6, 100, 80, No Precipitation, 24, 0, Indescernable, 110, 85, Normal
202, Soladain, Sviftmont, 7, 90, 75, No Precipitation, 35, 15, Prevailing Direction, 95, 80, Normal
203, Lunadain, Sviftmont, 8, 95, 75, No Precipitation, 28, 5, Prevailing Direction, 105, 80, Normal
204, Gromdain, Sviftmont, 9, 90, 70, Trace Rain (<1/8 inch), 22, 15, From Arctic, 95, 70, Normal
205, Tserdain, Sviftmont, 10, 90, 75, No Precipitation, 25, 0, Indescernable, 95, 80, Normal
206, Moldain, Sviftmont, 11, 95, 75, No Precipitation, 39, 0, Indescernable, 105, 80, Normal
207, Nytdain, Sviftmont, 12, 90, 75, No Precipitation, 24, 10, Prevailing Direction, 95, 80, Normal
208, Loshdain, Sviftmont, 13, 95, 75, No Precipitation, 37, 0, Indescernable, 105, 80, Normal
209, Soladain, Sviftmont, 14, 100, 80, No Precipitation, 28, 0, Indescernable, 110, 85, Normal
210, Lunadain, Sviftmont, 15, 100, 80, No Precipitation, 32, 0, Indescernable, 110, 85, Normal
211, Gromdain, Sviftmont, 16, 100, 80, No Precipitation, 29, 0, Indescernable, 110, 85, Normal
212, Tserdain, Sviftmont, 17, 100, 80, No Precipitation, 36, 0, Indescernable, 110, 85, Normal
213, Moldain, Sviftmont, 18, 90, 75, No Precipitation, 25, 15, Prevailing Direction, 95, 80, Normal
214, Nytdain, Sviftmont, 19, 90, 75, No Precipitation, 36, 15, Prevailing Direction, 95, 80, Normal
215, Loshdain, Sviftmont, 20, 90, 70, No Precipitation, 30, 30, Prevailing Direction, 95, 70, Normal
216, Soladain, Sviftmont, 21, 90, 70, No Precipitation, 39, 30, Prevailing Direction, 95, 70, Normal
217, Lunadain, Sviftmont, 22, 85, 70, No Precipitation, 33, 40, Prevailing Direction, 85, 70, Normal
218, Gromdain, Sviftmont, 23, 85, 65, No Precipitation, 36, 45, Prevailing Direction, 85, 65, Normal
219, Tserdain, Sviftmont, 24, 85, 70, No Precipitation, 31, 35, Prevailing Direction, 90, 70, Normal
220, Moldain, Sviftmont, 25, 90, 70, No Precipitation, 36, 25, Prevailing Direction, 95, 70, Normal
221, Nytdain, Sviftmont, 26, 90, 75, No Precipitation, 36, 10, Prevailing Direction, 95, 80, Normal
222, Loshdain, Sviftmont, 27, 100, 80, No Precipitation, 21, 0, Indescernable, 110, 85, Normal
223, Soladain, Sviftmont, 28, 100, 80, No Precipitation, 21, 0, Indescernable, 110, 85, Normal
224, Lunadain, Eirmont, 1, 80, 65, No Precipitation, 31, 0, Indescernable, 85, 65, Normal
225, Gromdain, Eirmont, 2, 80, 60, Trace Rain (<1/8 inch), 31, 10, Prevailing Direction, 85, 60, Normal
226, Tserdain, Eirmont, 3, 75, 55, No Precipitation, 25, 25, Prevailing Direction, 75, 55, Normal
227, Moldain, Eirmont, 4, 70, 55, No Precipitation, 25, 40, Prevailing Direction, 70, 55, Normal
228, Nytdain, Eirmont, 5, 70, 55, No Precipitation, 36, 40, Prevailing Direction, 70, 55, Normal
229, Loshdain, Eirmont, 6, 70, 50, Trace Rain (<1/8 inch), 28, 45, Prevailing Direction, 70, 50, Normal
230, Soladain, Eirmont, 7, 65, 45, No Precipitation, 40, 45, Prevailing Direction, 65, 45, Normal
231, Lunadain, Eirmont, 8, 70, 55, No Precipitation, 36, 30, From Tropics, 70, 55, Normal
232, Gromdain, Eirmont, 9, 75, 55, No Precipitation, 21, 15, Prevailing Direction, 80, 55, Normal
233, Tserdain, Eirmont, 10, 80, 60, No Precipitation, 34, 5, Prevailing Direction, 85, 60, Normal
234, Moldain, Eirmont, 11, 80, 65, No Precipitation, 38, 0, Indescernable, 85, 65, Normal
235, Nytdain, Eirmont, 12, 80, 60, No Precipitation, 23, 0, Indescernable, 85, 60, Normal
236, Loshdain, Eirmont, 13, 80, 65, No Precipitation, 34, 0, Indescernable, 85, 65, Normal
237, Soladain, Eirmont, 14, 75, 55, No Precipitation, 29, 10, From Arctic, 80, 55, Normal
238, Lunadain, Eirmont, 15, 75, 55, No Precipitation, 32, 10, Prevailing Direction, 80, 55, Normal
239, Gromdain, Eirmont, 16, 70, 50, No Precipitation, 29, 20, From Arctic, 70, 50, Normal
240, Tserdain, Eirmont, 17, 65, 45, No Precipitation, 23, 35, Prevailing Direction, 65, 45, Normal
241, Moldain, Eirmont, 18, 70, 50, No Precipitation, 38, 25, Prevailing Direction, 70, 50, Normal
242, Nytdain, Eirmont, 19, 70, 55, No Precipitation, 24, 15, Prevailing Direction, 70, 55, Normal
243, Loshdain, Eirmont, 20, 75, 55, No Precipitation, 33, 0, Indescernable, 80, 55, Normal
244, Soladain, Eirmont, 21, 70, 50, Trace Rain (<1/8 inch), 22, 10, From Arctic, 70, 50, Normal
245, Lunadain, Eirmont, 22, 70, 55, No Precipitation, 36, 0, Indescernable, 70, 55, Normal
246, Gromdain, Eirmont, 23, 65, 45, No Precipitation, 33, 15, From Arctic, 65, 45, Normal
247, Tserdain, Eirmont, 24, 50, 30, No Precipitation, 39, 30, From Arctic, 50, 0, Normal
248, Moldain, Eirmont, 25, 50, 30, No Precipitation, 27, 45, Prevailing Direction, 50, -5, Normal
249, Nytdain, Eirmont, 26, 65, 45, No Precipitation, 24, 35, From Tropics, 65, 45, Normal
250, Loshdain, Eirmont, 27, 70, 50, No Precipitation, 33, 25, Prevailing Direction, 70, 50, Normal
251, Soladain, Eirmont, 28, 70, 55, No Precipitation, 22, 15, Prevailing Direction, 70, 55, Normal
252, Lunadain, Kaldmont, 1, 70, 50, No Precipitation, 40, 30, Prevailing Direction, 70, 50, Normal
253, Gromdain, Kaldmont, 2, 65, 45, No Precipitation, 40, 40, Prevailing Direction, 65, 45, Normal
254, Tserdain, Kaldmont, 3, 60, 40, No Precipitation, 30, 45, Prevailing Direction, 60, 40, Normal
