day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
73, Moldain, Yarthmont, 18, 85, 65, Moderate Rain (<3/4 inch), 83, 25, Prevailing Direction, 95, 70, Normal
74, Nytdain, Yarthmont, 19, 85, 65, No Precipitation, 90, 25, Prevailing Direction, 95, 70, Normal
75, Loshdain, Yarthmont, 20, 80, 60, Trace Rain (<1/8 inch), 81, 35, From Arctic, 85, 65, Normal
76, Soladain, Yarthmont, 21, 75, 55, Moderate Rain (<3/4 inch), 88, 45, Prevailing Direction, 80, 55, Normal
77, Lunadain, Yarthmont, 22, 70, 55, Moderate Rain (<3/4 inch), 79, 45, Prevailing Direction, 70, 55, Normal
78, Gromdain, Yarthmont, 23, 80, 60, No Precipitation, 71, 30, Prevailing Direction, 85, 65, Normal
79, Tserdain, Yarthmont, 24, 70, 55, Trace Rain (<1/8 inch), 80, 40, From Arctic, 70, 55, Normal
80, Moldain, Yarthmont, 25, 70, 55, No Precipitation, 78, 45, From Arctic, 70, 55, Normal
81, Nytdain, Yarthmont, 26, 75, 55, No Precipitation, 73, 45, Prevailing Direction, 80, 55, Normal
82, Loshdain, Yarthmont, 27, 80, 60, Moderate Rain (<3/4 inch), 86, 35, Prevailing Direction, 85, 65, Normal
83, Soladain, Yarthmont, 28, 80, 60, No Precipitation, 83, 35, Prevailing Direction, 85, 65, Normal
84, Lunadain, Klairmont, 1, 75, 55, No Precipitation, 52, 45, Prevailing Direction, 75, 55, Normal
85, Gromdain, Klairmont, 2, 80, 65, Heavy Rain (<1.5 inch), 43, 35, From Tropics, 85, 65, Normal
86, Tserdain, Klairmont, 3, 85, 65, No Precipitation, 69, 20, Prevailing Direction, 90, 65, Normal
87, Moldain, Klairmont, 4, 80, 65, Heavy Rain (<1.5 inch), 42, 30, Prevailing Direction, 85, 65, Normal
88, Nytdain, Klairmont, 5, 80, 60, No Precipitation, 57, 45, Prevailing Direction, 80, 60, Normal
89, Loshdain, Klairmont, 6, 75, 55, No Precipitation, 62, 45, Prevailing Direction, 75, 55, Normal
90, Soladain, Klairmont, 7, 80, 60, Heavy Rain (<1.5 inch), 57, 35, Prevailing Direction, 85, 60, Normal
91, Lunadain, Klairmont, 8, 75, 55, No Precipitation, 46, 45, Prevailing Direction, 75, 55, Normal
92, Gromdain, Klairmont, 9, 80, 60, Moderate Rain (<3/4 inch), 61, 35, Prevailing Direction, 85, 60, Normal
93, Tserdain, Klairmont, 10, 75, 55, No Precipitation, 67, 45, Prevailing Direction, 75, 55, Normal
94, Moldain, Klairmont, 11, 70, 55, Heavy Rain (<1.5 inch), 62, 45, Prevailing Direction, 70, 55, Normal
95, Nytdain, Klairmont, 12, 75, 55, Heavy Rain (<1.5 inch), 63, 35, Prevailing Direction, 80, 55, Normal
96, Loshdain, Klairmont, 13, 70, 55, Heavy Rain (<1.5 inch), 48, 45, Prevailing Direction, 70, 55, Normal
97, Soladain, Klairmont, 14, 75, 55, No Precipitation, 46, 30, Prevailing Direction, 80, 55, Normal
98, Lunadain, Klairmont, 15, 75, 55, No Precipitation, 62, 30, Prevailing Direction, 80, 55, Normal
99, Gromdain, Klairmont, 16, 75, 55, No Precipitation, 63, 30, Prevailing Direction, 80, 55, Normal
100, Tserdain, Klairmont, 17, 90, 70, Heavy Rain (<1.5 inch), 45, 0, Indescernable, 100, 75, Heatwave
101, Moldain, Klairmont, 18, 90, 70, No Precipitation, 54, 0, Indescernable, 100, 75, Heatwave
102, Nytdain, Klairmont, 19, 90, 70, Heavy Rain (<1.5 inch), 55, 10, Prevailing Direction, 100, 75, Heatwave
103, Loshdain, Klairmont, 20, 90, 70, Heavy Rain (<1.5 inch), 56, 0, Indescernable, 100, 75, Heatwave
104, Soladain, Klairmont, 21, 80, 65, Moderate Rain (<3/4 inch), 44, 10, From Arctic, 85, 70, Normal
105, Lunadain, Klairmont, 22, 85, 65, No Precipitation, 50, 0, Indescernable, 95, 70, Normal
106, Gromdain, Klairmont, 23, 80, 65, Heavy Rain (<1.5 inch), 41, 10, Prevailing Direction, 85, 70, Normal
107, Tserdain, Klairmont, 24, 85, 70, Heavy Rain (<1.5 inch), 66, 0, Indescernable, 95, 75, Morning Mist/Fog: 4 hours
108, Moldain, Klairmont, 25, 85, 65, No Precipitation, 67, 0, Indescernable, 95, 70, Normal
109, Nytdain, Klairmont, 26, 80, 60, Heavy Rain (<1.5 inch), 63, 10, From Arctic, 85, 65, Normal
110, Loshdain, Klairmont, 27, 85, 70, Heavy Rain (<1.5 inch), 63, 0, Indescernable, 95, 75, Normal
111, Soladain, Klairmont, 28, 85, 65, Moderate Rain (<3/4 inch), 63, 10, Prevailing Direction, 95, 70, Normal
112, Lunadain, Felmont, 1, 85, 70, Trace Rain (<1/8 inch), 76, 0, Indescernable, 100, 80, Normal
113, Gromdain, Felmont, 2, 85, 65, Light Rain (<1/2 inch), 74, 10, Prevailing Direction, 100, 75, Normal
114, Tserdain, Felmont, 3, 85, 65, No Precipitation, 76, 10, Prevailing Direction, 100, 75, Normal
115, Moldain, Felmont, 4, 80, 60, No Precipitation, 72, 25, From Arctic, 85, 65, Normal
116, Nytdain, Felmont, 5, 80, 65, Moderate Rain (<3/4 inch), 84, 15, Prevailing Direction, 90, 75, Normal
117, Loshdain, Felmont, 6, 75, 55, Trace Rain (<1/8 inch), 85, 25, From Arctic, 80, 60, Normal
118, Soladain, Felmont, 7, 75, 55, No Precipitation, 72, 25, Prevailing Direction, 80, 60, Normal
119, Lunadain, Felmont, 8, 70, 55, Moderate Rain (<3/4 inch), 90, 35, Prevailing Direction, 75, 60, Normal
120, Gromdain, Felmont, 9, 80, 60, Moderate Rain (<3/4 inch), 72, 25, From Tropics, 85, 65, Normal
121, Tserdain, Felmont, 10, 85, 65, Light Rain (<1/2 inch), 87, 15, From Tropics, 100, 75, Normal
122, Moldain, Felmont, 11, 85, 65, No Precipitation, 86, 15, Prevailing Direction, 100, 75, Normal
123, Nytdain, Felmont, 12, 85, 70, No Precipitation, 75, 0, Indescernable, 100, 80, Normal
124, Loshdain, Felmont, 13, 85, 70, Light Rain (<1/2 inch), 85, 0, Indescernable, 100, 80, Normal
125, Soladain, Felmont, 14, 85, 65, No Precipitation, 74, 0, Indescernable, 100, 75, Normal
126, Lunadain, Felmont, 15, 85, 65, No Precipitation, 78, 0, Indescernable, 100, 75, Normal
127, Gromdain, Felmont, 16, 85, 70, Trace Rain (<1/8 inch), 71, 0, Indescernable, 100, 80, Normal
128, Tserdain, Felmont, 17, 85, 65, No Precipitation, 87, 0, Indescernable, 100, 75, Normal
129, Moldain, Felmont, 18, 85, 65, No Precipitation, 89, 0, Indescernable, 100, 75, Normal
130, Nytdain, Felmont, 19, 85, 70, Moderate Rain (<3/4 inch), 79, 0, Indescernable, 100, 80, Morning Mist/Fog: 2 hours
131, Loshdain, Felmont, 20, 80, 65, No Precipitation, 71, 15, Prevailing Direction, 90, 75, Normal
132, Soladain, Felmont, 21, 85, 70, Light Rain (<1/2 inch), 90, 5, From Tropics, 100, 80, Normal
133, Lunadain, Felmont, 22, 85, 70, Trace Rain (<1/8 inch), 80, 0, Indescernable, 100, 80, Normal
134, Gromdain, Felmont, 23, 80, 65, No Precipitation, 86, 15, Prevailing Direction, 90, 75, Normal
135, Tserdain, Felmont, 24, 85, 70, Trace Rain (<1/8 inch), 79, 5, From Tropics, 100, 80, Normal
136, Moldain, Felmont, 25, 80, 65, No Precipitation, 80, 20, Prevailing Direction, 85, 70, Normal
137, Nytdain, Felmont, 26, 65, 45, Moderate Rain (<3/4 inch), 83, 0, Indescernable, 75, 45, Coldwave
138, Loshdain, Felmont, 27, 65, 45, Trace Rain (<1/8 inch), 79, 10, From Arctic, 75, 45, Coldwave
139, Soladain, Felmont, 28, 65, 45, Moderate Rain (<3/4 inch), 76, 0, Indescernable, 75, 45, Coldwave
140, Lunadain, Fyrmont, 1, 75, 55, No Precipitation, 71, 0, Indescernable, 85, 65, Normal
141, Gromdain, Fyrmont, 2, 80, 60, Moderate Rain (<3/4 inch), 83, 0, Indescernable, 90, 70, Normal
142, Tserdain, Fyrmont, 3, 75, 55, No Precipitation, 87, 15, Prevailing Direction, 85, 65, Normal
143, Moldain, Fyrmont, 4, 80, 60, Moderate Rain (<3/4 inch), 89, 5, Prevailing Direction, 90, 70, Normal
144, Nytdain, Fyrmont, 5, 80, 65, Heavy Rain (<1.5 inch), 82, 0, Indescernable, 90, 75, Normal
145, Loshdain, Fyrmont, 6, 85, 65, No Precipitation, 87, 0, Indescernable, 100, 75, Normal
146, Soladain, Fyrmont, 7, 80, 65, Heavy Rain (<1.5 inch), 81, 10, Prevailing Direction, 90, 75, Normal
147, Lunadain, Fyrmont, 8, 85, 65, No Precipitation, 80, 0, Indescernable, 100, 75, Normal
148, Gromdain, Fyrmont, 9, 80, 60, Heavy Rain (<1.5 inch), 84, 10, From Arctic, 90, 70, Normal
149, Tserdain, Fyrmont, 10, 80, 65, No Precipitation, 85, 0, Indescernable, 90, 75, Normal
150, Moldain, Fyrmont, 11, 70, 55, Heavy Rain (<1.5 inch), 77, 45, Prevailing, 70, 55, Gale
151, Nytdain, Fyrmont, 12, 75, 55, Heavy Rain (<1.5 inch), 79, 35, Prevailing Direction, 80, 60, Normal
152, Loshdain, Fyrmont, 13, 70, 55, Heavy Rain (<1.5 inch), 73, 45, Prevailing Direction, 70, 55, Normal
153, Soladain, Fyrmont, 14, 70, 55, No Precipitation, 85, 45, Prevailing Direction, 70, 55, Normal
154, Lunadain, Fyrmont, 15, 70, 50, Heavy Rain (<1.5 inch), 77, 45, From Arctic, 70, 50, Normal
155, Gromdain, Fyrmont, 16, 70, 50, Heavy Rain (<1.5 inch), 90, 0, Indescernable, 80, 50, Normal
156, Tserdain, Fyrmont, 17, 70, 50, Moderate Rain (<3/4 inch), 75, 10, Prevailing Direction, 80, 50, Normal
157, Moldain, Fyrmont, 18, 70, 50, Moderate Rain (<3/4 inch), 84, 0, Indescernable, 80, 50, Extreme Precipitation
158, Nytdain, Fyrmont, 19, 70, 55, Heavy Rain (<1.5 inch), 74, 0, Indescernable, 80, 65, Normal
159, Loshdain, Fyrmont, 20, 75, 55, Heavy Rain (<1.5 inch), 76, 0, Indescernable, 85, 65, Normal
160, Soladain, Fyrmont, 21, 80, 60, Heavy Rain (<1.5 inch), 75, 0, Indescernable, 90, 70, Normal
161, Lunadain, Fyrmont, 22, 80, 60, No Precipitation, 81, 0, Indescernable, 90, 70, Normal
162, Gromdain, Fyrmont, 23, 70, 55, Heavy Rain (<1.5 inch), 82, 10, From Arctic, 80, 65, Normal
163, Tserdain, Fyrmont, 24, 70, 55, No Precipitation, 82, 10, Prevailing Direction, 80, 65, Normal
164, Moldain, Fyrmont, 25, 70, 55, No Precipitation, 88, 10, Prevailing Direction, 80, 65, Normal
165, Nytdain, Fyrmont, 26, 70, 55, No Precipitation, 83, 10, Prevailing Direction, 80, 65, Normal
166, Loshdain, Fyrmont, 27, 70, 50, Heavy Rain (<1.5 inch), 74, 20, Prevailing Direction, 75, 50, Normal
167, Soladain, Fyrmont, 28, 70, 55, Heavy Rain (<1.5 inch), 83, 10, Prevailing Direction, 80, 65, Normal
168, Lunadain, Ambyrmont, 1, 70, 50, Moderate Rain (<3/4 inch), 89, 60, Prevailing, 70, 50, Gale
169, Gromdain, Ambyrmont, 2, 70, 55, No Precipitation, 90, 45, Prevailing Direction, 70, 55, Normal
170, Tserdain, Ambyrmont, 3, 70, 55, No Precipitation, 79, 45, Prevailing Direction, 70, 55, Normal
171, Moldain, Ambyrmont, 4, 70, 50, Trace Rain (<1/8 inch), 77, 45, Prevailing Direction, 70, 50, Normal
172, Nytdain, Ambyrmont, 5, 75, 55, No Precipitation, 80, 30, Prevailing Direction, 80, 60, Normal
173, Loshdain, Ambyrmont, 6, 80, 60, Moderate Rain (<3/4 inch), 74, 20, Prevailing Direction, 85, 65, Normal
174, Soladain, Ambyrmont, 7, 75, 55, Light Rain (<1/2 inch), 74, 30, Prevailing Direction, 80, 60, Normal
175, Lunadain, Ambyrmont, 8, 70, 50, Moderate Rain (<3/4 inch), 89, 40, From Arctic, 70, 50, Normal
176, Gromdain, Ambyrmont, 9, 70, 50, No Precipitation, 86, 45, Prevailing Direction, 70, 50, Normal
177, Tserdain, Ambyrmont, 10, 70, 55, Trace Rain (<1/8 inch), 72, 35, Prevailing Direction, 75, 60, Normal
178, Moldain, Ambyrmont, 11, 70, 50, No Precipitation, 78, 45, From Arctic, 70, 50, Normal
179, Nytdain, Ambyrmont, 12, 70, 55, No Precipitation, 82, 45, Prevailing Direction, 70, 55, Normal
180, Loshdain, Ambyrmont, 13, 75, 55, No Precipitation, 82, 30, Prevailing Direction, 80, 60, Normal
181, Soladain, Ambyrmont, 14, 75, 55, No Precipitation, 79, 30, Prevailing Direction, 80, 60, Normal
182, Lunadain, Ambyrmont, 15, 70, 50, No Precipitation, 88, 45, From Arctic, 70, 50, Normal
183, Gromdain, Ambyrmont, 16, 70, 55, Trace Rain (<1/8 inch), 83, 35, Prevailing Direction, 75, 60, Normal
184, Tserdain, Ambyrmont, 17, 75, 55, No Precipitation, 86, 20, Prevailing Direction, 80, 60, Normal
185, Moldain, Ambyrmont, 18, 70, 50, No Precipitation, 90, 35, From Arctic, 75, 50, Normal
186, Nytdain, Ambyrmont, 19, 80, 60, Moderate Rain (<3/4 inch), 71, 0, Indescernable, 90, 70, Normal
187, Loshdain, Ambyrmont, 20, 75, 55, Trace Rain (<1/8 inch), 81, 10, Prevailing Direction, 85, 65, Normal
188, Soladain, Ambyrmont, 21, 80, 60, No Precipitation, 88, 0, Indescernable, 90, 70, Normal
189, Lunadain, Ambyrmont, 22, 70, 55, Trace Rain (<1/8 inch), 86, 10, From Arctic, 80, 65, Normal
190, Gromdain, Ambyrmont, 23, 70, 55, No Precipitation, 88, 10, Prevailing Direction, 80, 65, Normal
191, Tserdain, Ambyrmont, 24, 70, 50, Trace Rain (<1/8 inch), 82, 20, Prevailing Direction, 75, 50, Normal
192, Moldain, Ambyrmont, 25, 70, 50, Moderate Rain (<3/4 inch), 90, 70, Prevailing, 70, 50, Gale
193, Nytdain, Ambyrmont, 26, 70, 55, No Precipitation, 90, 45, Prevailing Direction, 70, 55, Normal
194, Loshdain, Ambyrmont, 27, 75, 55, No Precipitation, 79, 30, Prevailing Direction, 80, 60, Normal
195, Soladain, Ambyrmont, 28, 70, 55, Light Rain (<1/2 inch), 90, 40, Prevailing Direction, 70, 55, Normal
196, Lunadain, Sviftmont, 1, 65, 45, Heavy Rain (<1.5 inch), 42, 45, From Arctic, 65, 45, Normal
197, Gromdain, Sviftmont, 2, 65, 45, No Precipitation, 63, 45, Prevailing Direction, 65, 45, Normal
198, Tserdain, Sviftmont, 3, 70, 55, Heavy Rain (<1.5 inch), 41, 35, From Tropics, 70, 55, Normal
199, Moldain, Sviftmont, 4, 70, 55, No Precipitation, 41, 35, Prevailing Direction, 70, 55, Normal
200, Nytdain, Sviftmont, 5, 70, 55, No Precipitation, 67, 35, Prevailing Direction, 70, 55, Normal
201, Loshdain, Sviftmont, 6, 80, 65, Heavy Rain (<1.5 inch), 51, 0, Indescernable, 85, 70, Morning Mist/Fog: 2 hours
202, Soladain, Sviftmont, 7, 80, 60, Moderate Rain (<3/4 inch), 45, 10, Prevailing Direction, 85, 65, Normal
203, Lunadain, Sviftmont, 8, 60, 40, Heavy Rain (<1.5 inch), 70, 0, Indescernable, 65, 40, Coldwave
204, Gromdain, Sviftmont, 9, 60, 40, No Precipitation, 44, 0, Indescernable, 65, 40, Coldwave
205, Tserdain, Sviftmont, 10, 60, 40, No Precipitation, 51, 0, Indescernable, 65, 40, Coldwave
206, Moldain, Sviftmont, 11, 60, 40, Heavy Rain (<1.5 inch), 55, 10, From Arctic, 65, 40, Coldwave
207, Nytdain, Sviftmont, 12, 60, 40, No Precipitation, 47, 0, Indescernable, 65, 40, Coldwave
208, Loshdain, Sviftmont, 13, 70, 50, No Precipitation, 60, 0, Indescernable, 75, 50, Normal
209, Soladain, Sviftmont, 14, 80, 60, Heavy Rain (<1.5 inch), 53, 0, Indescernable, 85, 65, Morning Mist/Fog: 2 hours
210, Lunadain, Sviftmont, 15, 85, 65, No Precipitation, 67, 0, Indescernable, 95, 70, Normal
211, Gromdain, Sviftmont, 16, 85, 65, Heavy Rain (<1.5 inch), 60, 0, Indescernable, 95, 70, Normal
212, Tserdain, Sviftmont, 17, 85, 65, Heavy Rain (<1.5 inch), 67, 0, Indescernable, 95, 70, Normal
213, Moldain, Sviftmont, 18, 85, 65, Heavy Rain (<1.5 inch), 67, 0, Indescernable, 95, 70, Normal
214, Nytdain, Sviftmont, 19, 80, 60, No Precipitation, 63, 15, Prevailing Direction, 85, 65, Normal
215, Loshdain, Sviftmont, 20, 70, 50, No Precipitation, 54, 0, Indescernable, 75, 50, Extreme Precipitation
216, Soladain, Sviftmont, 21, 80, 60, Heavy Rain (<1.5 inch), 43, 0, Indescernable, 85, 65, Normal
217, Lunadain, Sviftmont, 22, 80, 65, Moderate Rain (<3/4 inch), 70, 0, Indescernable, 85, 70, Normal
218, Gromdain, Sviftmont, 23, 80, 60, Heavy Rain (<1.5 inch), 53, 10, Prevailing Direction, 85, 65, Normal
219, Tserdain, Sviftmont, 24, 80, 65, Moderate Rain (<3/4 inch), 61, 0, Indescernable, 85, 70, Normal
220, Moldain, Sviftmont, 25, 75, 55, No Precipitation, 50, 15, From Arctic, 80, 60, Normal
221, Nytdain, Sviftmont, 26, 80, 60, No Precipitation, 53, 0, Indescernable, 85, 65, Normal
222, Loshdain, Sviftmont, 27, 80, 65, Heavy Rain (<1.5 inch), 66, 0, Indescernable, 85, 70, Normal
223, Soladain, Sviftmont, 28, 85, 65, No Precipitation, 55, 0, Indescernable, 95, 70, Normal
224, Lunadain, Eirmont, 1, 80, 65, Light Rain (<1/2 inch), 87, 10, Prevailing Direction, 90, 75, Normal
225, Gromdain, Eirmont, 2, 85, 65, Moderate Rain (<3/4 inch), 87, 0, Indescernable, 100, 75, Normal
226, Tserdain, Eirmont, 3, 80, 65, No Precipitation, 74, 0, Indescernable, 90, 75, Normal
227, Moldain, Eirmont, 4, 85, 65, Trace Rain (<1/8 inch), 83, 0, Indescernable, 100, 75, Normal
228, Nytdain, Eirmont, 5, 80, 65, No Precipitation, 89, 0, Indescernable, 90, 75, Normal
229, Loshdain, Eirmont, 6, 85, 65, Trace Rain (<1/8 inch), 87, 0, Indescernable, 100, 75, Normal
230, Soladain, Eirmont, 7, 80, 65, No Precipitation, 78, 0, Indescernable, 90, 75, Normal
231, Lunadain, Eirmont, 8, 80, 60, Moderate Rain (<3/4 inch), 85, 10, Prevailing Direction, 90, 70, Normal
232, Gromdain, Eirmont, 9, 70, 55, No Precipitation, 90, 25, From Arctic, 75, 60, Normal
233, Tserdain, Eirmont, 10, 75, 55, Trace Rain (<1/8 inch), 77, 15, Prevailing Direction, 85, 65, Normal
234, Moldain, Eirmont, 11, 80, 60, No Precipitation, 89, 0, Indescernable, 90, 70, Normal
235, Nytdain, Eirmont, 12, 85, 65, Moderate Rain (<3/4 inch), 77, 0, Indescernable, 100, 75, Normal
236, Loshdain, Eirmont, 13, 85, 65, Light Rain (<1/2 inch), 82, 0, Indescernable, 100, 75, Normal
