day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
120, Gromdain, Felmont, 9, 95, 75, No Precipitation, 73, 0, Indescernable, 115, 85, Normal
121, Tserdain, Felmont, 10, 90, 70, No Precipitation, 90, 10, From Arctic, 105, 80, Normal
122, Moldain, Felmont, 11, 85, 65, No Precipitation, 85, 20, From Arctic, 95, 70, Normal
123, Nytdain, Felmont, 12, 80, 65, No Precipitation, 73, 30, Prevailing Direction, 85, 70, Normal
124, Loshdain, Felmont, 13, 90, 70, Trace Rain (<1/8 inch), 74, 0, Indescernable, 105, 80, Evening Mist/Fog: 6 hours
125, Soladain, Felmont, 14, 90, 75, No Precipitation, 77, 0, Indescernable, 105, 85, Normal
126, Lunadain, Felmont, 15, 90, 75, No Precipitation, 79, 0, Indescernable, 105, 85, Normal
127, Gromdain, Felmont, 16, 85, 70, No Precipitation, 77, 15, From Arctic, 100, 80, Normal
128, Tserdain, Felmont, 17, 85, 65, No Precipitation, 84, 25, Prevailing Direction, 95, 70, Normal
129, Moldain, Felmont, 18, 85, 70, No Precipitation, 79, 10, Prevailing Direction, 100, 80, Normal
130, Nytdain, Felmont, 19, 85, 65, No Precipitation, 77, 25, Prevailing Direction, 95, 70, Normal
131, Loshdain, Felmont, 20, 85, 65, No Precipitation, 71, 25, Prevailing Direction, 95, 70, Normal
132, Soladain, Felmont, 21, 80, 65, No Precipitation, 81, 35, Prevailing Direction, 85, 70, Normal
133, Lunadain, Felmont, 22, 80, 65, No Precipitation, 73, 45, Prevailing Direction, 85, 65, Normal
134, Gromdain, Felmont, 23, 85, 70, No Precipitation, 85, 30, Prevailing Direction, 95, 75, Normal
135, Tserdain, Felmont, 24, 80, 65, No Precipitation, 87, 45, From Arctic, 85, 65, Normal
136, Moldain, Felmont, 25, 85, 70, No Precipitation, 80, 30, Prevailing Direction, 95, 75, Normal
137, Nytdain, Felmont, 26, 90, 75, No Precipitation, 75, 20, From Tropics, 100, 80, Normal
138, Loshdain, Felmont, 27, 95, 75, No Precipitation, 86, 5, Prevailing Direction, 115, 85, Normal
139, Soladain, Felmont, 28, 90, 75, No Precipitation, 79, 20, Prevailing Direction, 100, 80, Normal
140, Lunadain, Fyrmont, 1, 90, 75, No Precipitation, 79, 20, Prevailing Direction, 100, 80, Normal
141, Gromdain, Fyrmont, 2, 95, 75, No Precipitation, 81, 5, Prevailing Direction, 115, 85, Normal
142, Tserdain, Fyrmont, 3, 95, 75, Downpour Rain (>1.5 inch), 80, 0, Indescernable, 115, 85, Normal
143, Moldain, Fyrmont, 4, 90, 75, Light Rain (<1/2 inch), 82, 10, Prevailing Direction, 105, 85, Normal
144, Nytdain, Fyrmont, 5, 85, 70, Downpour Rain (>1.5 inch), 90, 20, From Arctic, 95, 75, Normal
145, Loshdain, Fyrmont, 6, 85, 65, Downpour Rain (>1.5 inch), 81, 30, Prevailing Direction, 95, 70, Normal
146, Soladain, Fyrmont, 7, 85, 70, Moderate Rain (<3/4 inch), 73, 20, Prevailing Direction, 95, 75, Normal
147, Lunadain, Fyrmont, 8, 85, 65, No Precipitation, 77, 35, Prevailing Direction, 95, 70, Normal
148, Gromdain, Fyrmont, 9, 90, 75, Downpour Rain (>1.5 inch), 84, 0, Indescernable, 105, 85, Normal
149, Tserdain, Fyrmont, 10, 90, 75, No Precipitation, 73, 0, Indescernable, 105, 85, Normal
150, Moldain, Fyrmont, 11, 95, 75, Light Rain (<1/2 inch), 74, 0, Indescernable, 115, 85, Normal
151, Nytdain, Fyrmont, 12, 95, 75, No Precipitation, 88, 0, Indescernable, 115, 85, Normal
152, Loshdain, Fyrmont, 13, 90, 75, No Precipitation, 77, 0, Indescernable, 105, 85, Normal
153, Soladain, Fyrmont, 14, 90, 70, Moderate Rain (<3/4 inch), 85, 10, Prevailing Direction, 105, 80, Normal
154, Lunadain, Fyrmont, 15, 90, 70, No Precipitation, 90, 10, Prevailing Direction, 105, 80, Normal
155, Gromdain, Fyrmont, 16, 85, 70, No Precipitation, 89, 25, Prevailing Direction, 95, 75, Normal
156, Tserdain, Fyrmont, 17, 90, 75, No Precipitation, 80, 10, From Tropics, 105, 85, Normal
157, Moldain, Fyrmont, 18, 95, 75, Moderate Rain (<3/4 inch), 78, 0, Indescernable, 115, 85, Normal
158, Nytdain, Fyrmont, 19, 90, 75, Moderate Rain (<3/4 inch), 90, 10, Prevailing Direction, 105, 85, Normal
159, Loshdain, Fyrmont, 20, 85, 70, Moderate Rain (<3/4 inch), 80, 20, From Arctic, 95, 75, Normal
160, Soladain, Fyrmont, 21, 80, 65, Moderate Rain (<3/4 inch), 80, 30, From Arctic, 85, 70, Normal
161, Lunadain, Fyrmont, 22, 85, 65, Moderate Rain (<3/4 inch), 73, 20, Prevailing Direction, 95, 70, Normal
162, Gromdain, Fyrmont, 23, 85, 70, No Precipitation, 76, 5, Prevailing Direction, 100, 80, Normal
163, Tserdain, Fyrmont, 24, 85, 65, No Precipitation, 71, 20, Prevailing Direction, 95, 70, Normal
164, Moldain, Fyrmont, 25, 80, 65, Moderate Rain (<3/4 inch), 83, 30, Prevailing Direction, 85, 70, Normal
165, Nytdain, Fyrmont, 26, 85, 65, No Precipitation, 82, 30, Prevailing Direction, 95, 70, Normal
166, Loshdain, Fyrmont, 27, 90, 70, No Precipitation, 78, 15, From Tropics, 105, 80, Normal
167, Soladain, Fyrmont, 28, 85, 65, Light Rain (<1/2 inch), 84, 25, From Arctic, 95, 70, Normal
168, Lunadain, Ambyrmont, 1, 90, 70, No Precipitation, 41, 10, From Tropics, 100, 75, Normal
169, Gromdain, Ambyrmont, 2, 90, 75, Downpour Rain (>1.5 inch), 60, 0, Indescernable, 100, 80, Normal
170, Tserdain, Ambyrmont, 3, 90, 75, Downpour Rain (>1.5 inch), 44, 0, Indescernable, 100, 80, Normal
171, Moldain, Ambyrmont, 4, 90, 75, No Precipitation, 48, 0, Indescernable, 100, 80, Normal
172, Nytdain, Ambyrmont, 5, 90, 70, Heavy Rain (<1.5 inch), 56, 10, Prevailing Direction, 100, 75, Normal
173, Loshdain, Ambyrmont, 6, 90, 75, Downpour Rain (>1.5 inch), 45, 0, Indescernable, 100, 80, Normal
174, Soladain, Ambyrmont, 7, 90, 75, No Precipitation, 43, 0, Indescernable, 100, 80, Normal
175, Lunadain, Ambyrmont, 8, 90, 75, Heavy Rain (<1.5 inch), 68, 0, Indescernable, 100, 80, Normal
176, Gromdain, Ambyrmont, 9, 90, 75, Downpour Rain (>1.5 inch), 61, 0, Indescernable, 100, 80, Normal
177, Tserdain, Ambyrmont, 10, 85, 70, Heavy Rain (<1.5 inch), 49, 10, From Arctic, 95, 75, Normal
178, Moldain, Ambyrmont, 11, 85, 65, Downpour Rain (>1.5 inch), 61, 20, Prevailing Direction, 90, 65, Normal
179, Nytdain, Ambyrmont, 12, 85, 70, No Precipitation, 42, 5, Prevailing Direction, 95, 75, Normal
180, Loshdain, Ambyrmont, 13, 90, 75, No Precipitation, 61, 0, Indescernable, 100, 80, Normal
181, Soladain, Ambyrmont, 14, 90, 75, Downpour Rain (>1.5 inch), 70, 0, Indescernable, 100, 80, Normal
182, Lunadain, Ambyrmont, 15, 90, 75, Downpour Rain (>1.5 inch), 43, 0, Indescernable, 100, 80, Normal
183, Gromdain, Ambyrmont, 16, 90, 75, Downpour Rain (>1.5 inch), 47, 0, Indescernable, 100, 80, Normal
184, Tserdain, Ambyrmont, 17, 85, 70, Heavy Rain (<1.5 inch), 42, 10, From Arctic, 95, 75, Normal
185, Moldain, Ambyrmont, 18, 90, 75, Downpour Rain (>1.5 inch), 50, 0, Indescernable, 100, 80, Normal
186, Nytdain, Ambyrmont, 19, 85, 70, Heavy Rain (<1.5 inch), 60, 10, From Arctic, 95, 75, Normal
187, Loshdain, Ambyrmont, 20, 85, 65, Heavy Rain (<1.5 inch), 65, 20, Prevailing Direction, 90, 65, Normal
188, Soladain, Ambyrmont, 21, 80, 65, Downpour Rain (>1.5 inch), 54, 30, Prevailing Direction, 85, 65, Normal
189, Lunadain, Ambyrmont, 22, 85, 65, Heavy Rain (<1.5 inch), 45, 20, Prevailing Direction, 90, 65, Normal
190, Gromdain, Ambyrmont, 23, 80, 65, Downpour Rain (>1.5 inch), 46, 30, Prevailing Direction, 85, 65, Normal
191, Tserdain, Ambyrmont, 24, 85, 65, No Precipitation, 67, 15, Prevailing Direction, 95, 70, Normal
192, Moldain, Ambyrmont, 25, 80, 60, No Precipitation, 60, 30, From Arctic, 85, 60, Normal
193, Nytdain, Ambyrmont, 26, 80, 65, No Precipitation, 44, 30, Prevailing Direction, 85, 65, Normal
194, Loshdain, Ambyrmont, 27, 85, 70, Heavy Rain (<1.5 inch), 59, 20, From Tropics, 90, 70, Normal
195, Soladain, Ambyrmont, 28, 90, 75, No Precipitation, 60, 5, From Tropics, 100, 80, Normal
196, Lunadain, Sviftmont, 1, 85, 70, Light Rain (<1/2 inch), 69, 15, From Arctic, 95, 75, Normal
197, Gromdain, Sviftmont, 2, 90, 75, No Precipitation, 67, 0, Indescernable, 100, 80, Normal
198, Tserdain, Sviftmont, 3, 90, 75, No Precipitation, 52, 0, Indescernable, 100, 80, Normal
199, Moldain, Sviftmont, 4, 90, 70, Light Rain (<1/2 inch), 70, 10, Prevailing Direction, 100, 75, Normal
200, Nytdain, Sviftmont, 5, 90, 75, No Precipitation, 43, 0, Indescernable, 100, 80, Normal
201, Loshdain, Sviftmont, 6, 90, 70, Light Rain (<1/2 inch), 43, 10, Prevailing Direction, 100, 75, Normal
202, Soladain, Sviftmont, 7, 85, 70, Light Rain (<1/2 inch), 70, 20, Prevailing Direction, 90, 70, Normal
203, Lunadain, Sviftmont, 8, 80, 65, No Precipitation, 53, 35, From Arctic, 85, 65, Normal
204, Gromdain, Sviftmont, 9, 80, 65, No Precipitation, 62, 35, Prevailing Direction, 85, 65, Normal
205, Tserdain, Sviftmont, 10, 85, 70, Trace Rain (<1/8 inch), 58, 25, From Tropics, 90, 70, Normal
206, Moldain, Sviftmont, 11, 85, 65, No Precipitation, 42, 40, Prevailing Direction, 90, 65, Normal
207, Nytdain, Sviftmont, 12, 80, 65, No Precipitation, 42, 45, Prevailing Direction, 80, 65, Normal
208, Loshdain, Sviftmont, 13, 85, 70, No Precipitation, 52, 30, From Tropics, 90, 70, Normal
209, Soladain, Sviftmont, 14, 80, 60, Light Rain (<1/2 inch), 44, 0, Indescernable, 85, 65, Normal
210, Lunadain, Sviftmont, 15, 80, 60, No Precipitation, 64, 15, Prevailing Direction, 85, 65, Normal
211, Gromdain, Sviftmont, 16, 80, 60, No Precipitation, 52, 30, Prevailing Direction, 85, 60, Normal
212, Tserdain, Sviftmont, 17, 80, 65, No Precipitation, 53, 30, Prevailing Direction, 85, 65, Normal
213, Moldain, Sviftmont, 18, 85, 70, No Precipitation, 46, 15, From Tropics, 95, 75, Normal
214, Nytdain, Sviftmont, 19, 80, 65, No Precipitation, 61, 30, From Arctic, 85, 65, Normal
215, Loshdain, Sviftmont, 20, 85, 70, Light Rain (<1/2 inch), 66, 20, From Tropics, 90, 70, Normal
216, Soladain, Sviftmont, 21, 85, 70, No Precipitation, 47, 20, Prevailing Direction, 90, 70, Normal
217, Lunadain, Sviftmont, 22, 85, 65, No Precipitation, 56, 35, Prevailing Direction, 90, 65, Normal
218, Gromdain, Sviftmont, 23, 80, 60, No Precipitation, 45, 45, From Arctic, 80, 60, Normal
219, Tserdain, Sviftmont, 24, 75, 55, Light Rain (<1/2 inch), 59, 0, Indescernable, 80, 60, Coldwave
220, Moldain, Sviftmont, 25, 75, 55, No Precipitation, 42, 0, Indescernable, 80, 60, Coldwave
221, Nytdain, Sviftmont, 26, 75, 55, No Precipitation, 46, 15, Prevailing Direction, 80, 60, Coldwave
222, Loshdain, Sviftmont, 27, 75, 55, No Precipitation, 54, 25, From Arctic, 80, 55, Coldwave
223, Soladain, Sviftmont, 28, 75, 55, Trace Rain (<1/8 inch), 43, 35, From Arctic, 80, 55, Coldwave
224, Lunadain, Eirmont, 1, 75, 55, Trace Rain (<1/8 inch), 74, 45, Prevailing Direction, 80, 55, Normal
225, Gromdain, Eirmont, 2, 75, 55, No Precipitation, 77, 45, From Arctic, 80, 55, Normal
226, Tserdain, Eirmont, 3, 80, 60, No Precipitation, 90, 45, Prevailing Direction, 85, 60, Normal
227, Moldain, Eirmont, 4, 80, 60, No Precipitation, 76, 45, Prevailing Direction, 85, 60, Normal
228, Nytdain, Eirmont, 5, 80, 65, No Precipitation, 85, 35, Prevailing Direction, 85, 70, Normal
229, Loshdain, Eirmont, 6, 85, 65, No Precipitation, 77, 25, Prevailing Direction, 95, 70, Normal
230, Soladain, Eirmont, 7, 85, 65, No Precipitation, 71, 25, Prevailing Direction, 95, 70, Normal
231, Lunadain, Eirmont, 8, 85, 65, No Precipitation, 90, 25, Prevailing Direction, 95, 70, Normal
232, Gromdain, Eirmont, 9, 80, 65, No Precipitation, 80, 40, Prevailing Direction, 85, 65, Normal
233, Tserdain, Eirmont, 10, 75, 55, Trace Rain (<1/8 inch), 79, 45, From Arctic, 80, 55, Normal
234, Moldain, Eirmont, 11, 80, 65, No Precipitation, 81, 30, Prevailing Direction, 85, 70, Normal
235, Nytdain, Eirmont, 12, 75, 55, Trace Rain (<1/8 inch), 76, 40, From Arctic, 80, 55, Normal
236, Loshdain, Eirmont, 13, 85, 65, No Precipitation, 84, 25, From Tropics, 95, 70, Normal
237, Soladain, Eirmont, 14, 90, 70, No Precipitation, 75, 10, From Tropics, 105, 80, Normal
238, Lunadain, Eirmont, 15, 90, 75, No Precipitation, 86, 0, Indescernable, 105, 85, Normal
239, Gromdain, Eirmont, 16, 85, 70, No Precipitation, 88, 15, Prevailing Direction, 100, 80, Normal
240, Tserdain, Eirmont, 17, 95, 75, Trace Rain (<1/8 inch), 79, 0, Indescernable, 115, 85, Heatwave
241, Moldain, Eirmont, 18, 95, 75, No Precipitation, 74, 15, Prevailing Direction, 115, 85, Heatwave
