day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
35, Lunadain, Flaurmont, 8, 75, 55, No Precipitation, 86, 30, Prevailing Direction, 80, 60, Normal
36, Gromdain, Flaurmont, 9, 80, 60, No Precipitation, 84, 15, Prevailing Direction, 90, 70, Normal
37, Tserdain, Flaurmont, 10, 75, 55, No Precipitation, 88, 30, Prevailing Direction, 80, 60, Normal
38, Moldain, Flaurmont, 11, 70, 50, No Precipitation, 78, 45, From Arctic, 70, 50, Normal
39, Nytdain, Flaurmont, 12, 70, 55, No Precipitation, 84, 45, Prevailing Direction, 70, 55, Normal
40, Loshdain, Flaurmont, 13, 70, 50, No Precipitation, 72, 45, Prevailing Direction, 70, 50, Normal
41, Soladain, Flaurmont, 14, 70, 55, No Precipitation, 82, 45, Prevailing Direction, 70, 55, Normal
42, Lunadain, Flaurmont, 15, 70, 55, No Precipitation, 90, 45, Prevailing Direction, 70, 55, Normal
43, Gromdain, Flaurmont, 16, 80, 60, Light Rain (<1/2 inch), 89, 35, From Tropics, 85, 65, Normal
44, Tserdain, Flaurmont, 17, 75, 55, No Precipitation, 89, 45, Prevailing Direction, 80, 55, Normal
45, Moldain, Flaurmont, 18, 80, 65, Heavy Rain (<1.5 inch), 73, 35, From Tropics, 85, 70, Normal
46, Nytdain, Flaurmont, 19, 80, 60, Heavy Rain (<1.5 inch), 77, 45, Prevailing Direction, 85, 60, Normal
47, Loshdain, Flaurmont, 20, 80, 65, Moderate Rain (<3/4 inch), 74, 35, Prevailing Direction, 85, 70, Normal
48, Soladain, Flaurmont, 21, 85, 65, Heavy Rain (<1.5 inch), 73, 25, Prevailing Direction, 95, 70, Normal
49, Lunadain, Flaurmont, 22, 85, 70, Heavy Rain (<1.5 inch), 83, 15, Prevailing Direction, 100, 80, Normal
50, Gromdain, Flaurmont, 23, 90, 75, No Precipitation, 71, 0, Indescernable, 105, 85, Normal
51, Tserdain, Flaurmont, 24, 90, 70, No Precipitation, 76, 15, Prevailing Direction, 105, 80, Normal
52, Moldain, Flaurmont, 25, 85, 70, Moderate Rain (<3/4 inch), 89, 25, Prevailing Direction, 95, 75, Normal
53, Nytdain, Flaurmont, 26, 90, 70, No Precipitation, 85, 10, Prevailing Direction, 105, 80, Normal
54, Loshdain, Flaurmont, 27, 90, 75, Moderate Rain (<3/4 inch), 73, 0, Indescernable, 105, 85, Normal
55, Soladain, Flaurmont, 28, 95, 75, Moderate Rain (<3/4 inch), 72, 0, Indescernable, 115, 85, Normal
56, Lunadain, Yarthmont, 1, 90, 75, Trace Rain (<1/8 inch), 90, 10, Prevailing Direction, 105, 85, Normal
57, Gromdain, Yarthmont, 2, 95, 75, No Precipitation, 79, 0, Indescernable, 115, 85, Normal
58, Tserdain, Yarthmont, 3, 90, 75, Moderate Rain (<3/4 inch), 84, 10, Prevailing Direction, 105, 85, Normal
59, Moldain, Yarthmont, 4, 90, 75, No Precipitation, 85, 10, Prevailing Direction, 105, 85, Normal
60, Nytdain, Yarthmont, 5, 90, 70, No Precipitation, 87, 25, Prevailing Direction, 100, 75, Normal
61, Loshdain, Yarthmont, 6, 90, 70, No Precipitation, 88, 25, Prevailing Direction, 100, 75, Normal
62, Soladain, Yarthmont, 7, 90, 70, No Precipitation, 86, 25, Prevailing Direction, 100, 75, Normal
63, Lunadain, Yarthmont, 8, 85, 70, No Precipitation, 87, 40, Prevailing Direction, 90, 70, Normal
64, Gromdain, Yarthmont, 9, 90, 70, Trace Rain (<1/8 inch), 84, 30, Prevailing Direction, 100, 75, Normal
65, Tserdain, Yarthmont, 10, 85, 70, Light Rain (<1/2 inch), 84, 40, Prevailing Direction, 90, 70, Normal
66, Moldain, Yarthmont, 11, 90, 75, No Precipitation, 84, 25, From Tropics, 100, 80, Normal
67, Nytdain, Yarthmont, 12, 100, 80, No Precipitation, 88, 10, From Tropics, 120, 90, Normal
68, Loshdain, Yarthmont, 13, 90, 70, Moderate Rain (<3/4 inch), 74, 0, Indescernable, 105, 80, Normal
69, Soladain, Yarthmont, 14, 90, 75, No Precipitation, 79, 0, Indescernable, 105, 85, Normal
70, Lunadain, Yarthmont, 15, 85, 70, Trace Rain (<1/8 inch), 76, 10, From Arctic, 100, 80, Normal
71, Gromdain, Yarthmont, 16, 90, 70, No Precipitation, 82, 0, Indescernable, 105, 80, Normal
72, Tserdain, Yarthmont, 17, 85, 70, Trace Rain (<1/8 inch), 77, 10, Prevailing Direction, 100, 80, Normal
73, Moldain, Yarthmont, 18, 90, 70, No Precipitation, 87, 0, Indescernable, 105, 80, Normal
74, Nytdain, Yarthmont, 19, 85, 70, No Precipitation, 74, 15, Prevailing Direction, 100, 80, Normal
75, Loshdain, Yarthmont, 20, 90, 75, Trace Rain (<1/8 inch), 90, 5, From Tropics, 105, 85, Normal
76, Soladain, Yarthmont, 21, 90, 70, Light Rain (<1/2 inch), 76, 15, Prevailing Direction, 105, 80, Normal
77, Lunadain, Yarthmont, 22, 95, 75, No Precipitation, 74, 0, Indescernable, 115, 85, Normal
78, Gromdain, Yarthmont, 23, 100, 80, Trace Rain (<1/8 inch), 78, 0, Indescernable, 120, 90, Normal
79, Tserdain, Yarthmont, 24, 100, 80, Moderate Rain (<3/4 inch), 82, 0, Indescernable, 120, 90, Normal
80, Moldain, Yarthmont, 25, 100, 80, Trace Rain (<1/8 inch), 89, 0, Indescernable, 120, 90, Normal
81, Nytdain, Yarthmont, 26, 90, 75, Trace Rain (<1/8 inch), 89, 10, From Arctic, 105, 85, Normal
82, Loshdain, Yarthmont, 27, 85, 70, Light Rain (<1/2 inch), 80, 20, From Arctic, 95, 75, Normal
83, Soladain, Yarthmont, 28, 90, 75, Moderate Rain (<3/4 inch), 75, 10, From Tropics, 105, 85, Normal
84, Lunadain, Klairmont, 1, 90, 75, No Precipitation, 46, 10, Prevailing Direction, 100, 80, Normal
85, Gromdain, Klairmont, 2, 100, 80, No Precipitation, 69, 0, Indescernable, 115, 85, Normal
86, Tserdain, Klairmont, 3, 100, 80, No Precipitation, 58, 0, Indescernable, 115, 85, Normal
87, Moldain, Klairmont, 4, 100, 80, Trace Rain (<1/8 inch), 62, 0, Indescernable, 115, 85, Normal
88, Nytdain, Klairmont, 5, 95, 75, No Precipitation, 46, 0, Indescernable, 110, 80, Normal
89, Loshdain, Klairmont, 6, 90, 70, No Precipitation, 63, 15, From Arctic, 100, 75, Normal
90, Soladain, Klairmont, 7, 95, 75, No Precipitation, 49, 0, Indescernable, 110, 80, Normal
91, Lunadain, Klairmont, 8, 90, 70, Light Rain (<1/2 inch), 46, 10, From Arctic, 100, 75, Normal
92, Gromdain, Klairmont, 9, 100, 80, Light Rain (<1/2 inch), 53, 0, Indescernable, 115, 85, Normal
93, Tserdain, Klairmont, 10, 90, 75, No Precipitation, 70, 15, Prevailing Direction, 100, 80, Normal
94, Moldain, Klairmont, 11, 85, 70, Light Rain (<1/2 inch), 54, 25, From Arctic, 90, 70, Normal
95, Nytdain, Klairmont, 12, 95, 75, No Precipitation, 61, 0, Indescernable, 110, 80, Drought
96, Loshdain, Klairmont, 13, 95, 75, No Precipitation, 53, 0, Indescernable, 110, 80, Drought
97, Soladain, Klairmont, 14, 90, 75, No Precipitation, 68, 15, Prevailing Direction, 100, 80, Drought
98, Lunadain, Klairmont, 15, 95, 75, No Precipitation, 70, 5, Prevailing Direction, 110, 80, Drought
99, Gromdain, Klairmont, 16, 90, 70, No Precipitation, 41, 20, From Arctic, 95, 70, Drought
100, Tserdain, Klairmont, 17, 85, 65, No Precipitation, 67, 35, From Arctic, 90, 65, Drought
101, Moldain, Klairmont, 18, 80, 65, No Precipitation, 58, 45, Prevailing Direction, 80, 65, Drought
102, Nytdain, Klairmont, 19, 85, 65, No Precipitation, 65, 30, Prevailing Direction, 90, 65, Drought
103, Loshdain, Klairmont, 20, 85, 65, No Precipitation, 59, 30, Prevailing Direction, 90, 65, Drought
104, Soladain, Klairmont, 21, 90, 70, No Precipitation, 65, 15, From Tropics, 100, 75, Drought
105, Lunadain, Klairmont, 22, 95, 75, Light Rain (<1/2 inch), 69, 5, From Tropics, 110, 80, Normal
106, Gromdain, Klairmont, 23, 90, 75, No Precipitation, 45, 20, Prevailing Direction, 95, 80, Normal
107, Tserdain, Klairmont, 24, 90, 70, Light Rain (<1/2 inch), 70, 30, Prevailing Direction, 95, 70, Normal
108, Moldain, Klairmont, 25, 85, 65, Light Rain (<1/2 inch), 59, 40, From Arctic, 90, 65, Normal
109, Nytdain, Klairmont, 26, 80, 60, Light Rain (<1/2 inch), 50, 45, From Arctic, 80, 60, Normal
110, Loshdain, Klairmont, 27, 80, 65, Trace Rain (<1/8 inch), 42, 35, Prevailing Direction, 85, 65, Normal
111, Soladain, Klairmont, 28, 80, 60, No Precipitation, 60, 45, Prevailing Direction, 80, 60, Normal
112, Lunadain, Felmont, 1, 80, 60, No Precipitation, 85, 45, Prevailing Direction, 85, 60, Normal
113, Gromdain, Felmont, 2, 85, 65, No Precipitation, 75, 30, From Tropics, 95, 70, Normal
114, Tserdain, Felmont, 3, 90, 75, Heavy Rain (<1.5 inch), 88, 0, Indescernable, 105, 85, Normal
115, Moldain, Felmont, 4, 90, 70, No Precipitation, 82, 15, Prevailing Direction, 105, 80, Normal
116, Nytdain, Felmont, 5, 90, 70, No Precipitation, 84, 15, Prevailing Direction, 105, 80, Normal
117, Loshdain, Felmont, 6, 90, 70, No Precipitation, 85, 15, Prevailing Direction, 105, 80, Normal
118, Soladain, Felmont, 7, 85, 65, No Precipitation, 83, 30, From Arctic, 95, 70, Normal
119, Lunadain, Felmont, 8, 80, 60, Heavy Rain (<1.5 inch), 88, 40, From Arctic, 85, 60, Normal
120, Gromdain, Felmont, 9, 85, 70, Heavy Rain (<1.5 inch), 79, 0, Indescernable, 100, 80, Normal
121, Tserdain, Felmont, 10, 85, 65, No Precipitation, 80, 15, Prevailing Direction, 100, 75, Normal
122, Moldain, Felmont, 11, 80, 65, Moderate Rain (<3/4 inch), 72, 25, Prevailing Direction, 85, 70, Normal
123, Nytdain, Felmont, 12, 75, 55, Moderate Rain (<3/4 inch), 79, 35, From Arctic, 80, 60, Normal
124, Loshdain, Felmont, 13, 85, 65, No Precipitation, 72, 20, From Tropics, 95, 70, Normal
125, Soladain, Felmont, 14, 80, 65, No Precipitation, 72, 35, Prevailing Direction, 85, 70, Normal
126, Lunadain, Felmont, 15, 75, 55, Heavy Rain (<1.5 inch), 79, 45, From Arctic, 80, 55, Normal
127, Gromdain, Felmont, 16, 80, 60, No Precipitation, 87, 45, Prevailing Direction, 85, 60, Normal
128, Tserdain, Felmont, 17, 80, 60, No Precipitation, 86, 45, Prevailing Direction, 85, 60, Normal
129, Moldain, Felmont, 18, 75, 55, Moderate Rain (<3/4 inch), 83, 45, Prevailing Direction, 80, 55, Normal
130, Nytdain, Felmont, 19, 80, 60, No Precipitation, 71, 45, Prevailing Direction, 85, 60, Normal
131, Loshdain, Felmont, 20, 75, 55, No Precipitation, 83, 45, From Arctic, 80, 55, Normal
132, Soladain, Felmont, 21, 75, 55, No Precipitation, 74, 45, Prevailing Direction, 80, 55, Normal
133, Lunadain, Felmont, 22, 75, 55, No Precipitation, 71, 0, Indescernable, 85, 65, Extreme Precipitation
134, Gromdain, Felmont, 23, 75, 55, Light Rain (<1/2 inch), 75, 10, Prevailing Direction, 85, 65, Normal
135, Tserdain, Felmont, 24, 75, 55, No Precipitation, 83, 25, From Arctic, 80, 60, Normal
136, Moldain, Felmont, 25, 80, 60, Moderate Rain (<3/4 inch), 82, 15, Prevailing Direction, 90, 70, Normal
137, Nytdain, Felmont, 26, 75, 55, No Precipitation, 77, 30, From Arctic, 80, 60, Normal
138, Loshdain, Felmont, 27, 75, 55, No Precipitation, 85, 45, From Arctic, 80, 55, Normal
139, Soladain, Felmont, 28, 80, 65, Moderate Rain (<3/4 inch), 71, 35, From Tropics, 85, 70, Normal
140, Lunadain, Fyrmont, 1, 80, 60, No Precipitation, 87, 45, Prevailing Direction, 85, 60, Normal
141, Gromdain, Fyrmont, 2, 80, 65, Heavy Rain (<1.5 inch), 82, 35, Prevailing Direction, 85, 70, Normal
142, Tserdain, Fyrmont, 3, 90, 70, Heavy Rain (<1.5 inch), 89, 0, Indescernable, 105, 80, Normal
143, Moldain, Fyrmont, 4, 90, 75, No Precipitation, 84, 0, Indescernable, 105, 85, Normal
144, Nytdain, Fyrmont, 5, 90, 75, No Precipitation, 82, 0, Indescernable, 105, 85, Normal
145, Loshdain, Fyrmont, 6, 100, 80, No Precipitation, 88, 0, Indescernable, 120, 90, Normal
146, Soladain, Fyrmont, 7, 90, 75, Moderate Rain (<3/4 inch), 71, 10, From Arctic, 105, 85, Normal
147, Lunadain, Fyrmont, 8, 95, 75, No Precipitation, 79, 0, Indescernable, 115, 85, Normal
148, Gromdain, Fyrmont, 9, 90, 70, No Precipitation, 85, 15, From Arctic, 105, 80, Normal
149, Tserdain, Fyrmont, 10, 85, 70, Heavy Rain (<1.5 inch), 90, 25, Prevailing Direction, 95, 75, Normal
150, Moldain, Fyrmont, 11, 90, 70, Moderate Rain (<3/4 inch), 88, 15, Prevailing Direction, 105, 80, Normal
151, Nytdain, Fyrmont, 12, 85, 65, Light Rain (<1/2 inch), 88, 25, From Arctic, 95, 70, Normal
152, Loshdain, Fyrmont, 13, 80, 65, Moderate Rain (<3/4 inch), 80, 35, Prevailing Direction, 85, 70, Normal
153, Soladain, Fyrmont, 14, 85, 65, Moderate Rain (<3/4 inch), 74, 25, Prevailing Direction, 95, 70, Normal
154, Lunadain, Fyrmont, 15, 80, 65, No Precipitation, 71, 40, Prevailing Direction, 85, 65, Normal
155, Gromdain, Fyrmont, 16, 85, 65, No Precipitation, 71, 25, Prevailing Direction, 95, 70, Normal
156, Tserdain, Fyrmont, 17, 80, 65, Light Rain (<1/2 inch), 72, 35, Prevailing Direction, 85, 70, Normal
157, Moldain, Fyrmont, 18, 75, 55, No Precipitation, 79, 45, From Arctic, 80, 55, Normal
158, Nytdain, Fyrmont, 19, 75, 55, No Precipitation, 75, 45, Prevailing Direction, 80, 55, Normal
159, Loshdain, Fyrmont, 20, 80, 60, Light Rain (<1/2 inch), 87, 35, Prevailing Direction, 85, 65, Normal
160, Soladain, Fyrmont, 21, 80, 65, Light Rain (<1/2 inch), 74, 25, Prevailing Direction, 85, 70, Normal
161, Lunadain, Fyrmont, 22, 80, 60, No Precipitation, 79, 40, Prevailing Direction, 85, 60, Normal
162, Gromdain, Fyrmont, 23, 85, 70, No Precipitation, 80, 0, Indescernable, 100, 80, Drought
163, Tserdain, Fyrmont, 24, 95, 75, No Precipitation, 76, 0, Indescernable, 115, 85, Drought
164, Moldain, Fyrmont, 25, 90, 70, No Precipitation, 84, 15, From Arctic, 105, 80, Drought
165, Nytdain, Fyrmont, 26, 90, 75, No Precipitation, 76, 5, Prevailing Direction, 105, 85, Drought
166, Loshdain, Fyrmont, 27, 100, 80, No Precipitation, 72, 0, Indescernable, 120, 90, Drought
167, Soladain, Fyrmont, 28, 100, 80, No Precipitation, 90, 0, Indescernable, 120, 90, Drought
168, Lunadain, Ambyrmont, 1, 95, 75, Moderate Rain (<3/4 inch), 72, 0, Indescernable, 115, 85, Heatwave
169, Gromdain, Ambyrmont, 2, 95, 75, No Precipitation, 78, 0, Indescernable, 115, 85, Heatwave
170, Tserdain, Ambyrmont, 3, 85, 70, No Precipitation, 88, 15, Prevailing Direction, 100, 80, Normal
171, Moldain, Ambyrmont, 4, 85, 70, No Precipitation, 82, 15, Prevailing Direction, 100, 80, Normal
172, Nytdain, Ambyrmont, 5, 85, 65, Trace Rain (<1/8 inch), 72, 25, Prevailing Direction, 95, 70, Normal
173, Loshdain, Ambyrmont, 6, 90, 70, Trace Rain (<1/8 inch), 77, 15, From Tropics, 105, 80, Normal
174, Soladain, Ambyrmont, 7, 85, 65, No Precipitation, 71, 30, From Arctic, 95, 70, Normal
175, Lunadain, Ambyrmont, 8, 85, 70, Moderate Rain (<3/4 inch), 87, 20, Prevailing Direction, 95, 75, Normal
176, Gromdain, Ambyrmont, 9, 90, 70, No Precipitation, 82, 5, Prevailing Direction, 105, 80, Normal
177, Tserdain, Ambyrmont, 10, 90, 70, No Precipitation, 90, 5, Prevailing Direction, 105, 80, Normal
178, Moldain, Ambyrmont, 11, 85, 70, No Precipitation, 88, 20, Prevailing Direction, 95, 75, Normal
179, Nytdain, Ambyrmont, 12, 90, 75, No Precipitation, 72, 5, From Tropics, 105, 85, Normal
180, Loshdain, Ambyrmont, 13, 90, 70, No Precipitation, 79, 5, Prevailing Direction, 105, 80, Normal
181, Soladain, Ambyrmont, 14, 90, 75, Trace Rain (<1/8 inch), 90, 0, Indescernable, 105, 85, Normal
182, Lunadain, Ambyrmont, 15, 85, 70, Light Rain (<1/2 inch), 83, 10, From Arctic, 100, 80, Normal
183, Gromdain, Ambyrmont, 16, 90, 75, Trace Rain (<1/8 inch), 89, 0, Indescernable, 105, 85, Normal
184, Tserdain, Ambyrmont, 17, 90, 70, No Precipitation, 82, 0, Indescernable, 105, 80, Normal
185, Moldain, Ambyrmont, 18, 90, 75, Light Rain (<1/2 inch), 87, 0, Indescernable, 105, 85, Normal
186, Nytdain, Ambyrmont, 19, 85, 70, No Precipitation, 80, 15, Prevailing Direction, 100, 80, Normal
187, Loshdain, Ambyrmont, 20, 85, 65, No Precipitation, 88, 30, Prevailing Direction, 95, 70, Normal
188, Soladain, Ambyrmont, 21, 80, 65, Trace Rain (<1/8 inch), 76, 40, Prevailing Direction, 85, 65, Normal
189, Lunadain, Ambyrmont, 22, 75, 55, Moderate Rain (<3/4 inch), 74, 45, From Arctic, 80, 55, Normal
190, Gromdain, Ambyrmont, 23, 65, 45, Moderate Rain (<3/4 inch), 90, 0, Indescernable, 75, 45, Normal
191, Tserdain, Ambyrmont, 24, 70, 55, No Precipitation, 82, 0, Indescernable, 80, 65, Normal
192, Moldain, Ambyrmont, 25, 75, 55, No Precipitation, 81, 0, Indescernable, 85, 65, Normal
193, Nytdain, Ambyrmont, 26, 80, 65, No Precipitation, 74, 0, Indescernable, 90, 75, Normal
194, Loshdain, Ambyrmont, 27, 85, 65, Trace Rain (<1/8 inch), 84, 0, Indescernable, 100, 75, Normal
195, Soladain, Ambyrmont, 28, 90, 70, No Precipitation, 89, 0, Indescernable, 105, 80, Normal
196, Lunadain, Sviftmont, 1, 85, 65, No Precipitation, 63, 15, Prevailing Direction, 95, 70, Normal
197, Gromdain, Sviftmont, 2, 80, 65, Light Rain (<1/2 inch), 51, 25, Prevailing Direction, 85, 65, Normal
198, Tserdain, Sviftmont, 3, 80, 65, No Precipitation, 49, 25, Prevailing Direction, 85, 65, Normal
199, Moldain, Sviftmont, 4, 75, 55, No Precipitation, 58, 40, From Arctic, 75, 55, Normal
200, Nytdain, Sviftmont, 5, 70, 50, Light Rain (<1/2 inch), 65, 45, From Arctic, 70, 50, Normal
201, Loshdain, Sviftmont, 6, 75, 55, Light Rain (<1/2 inch), 41, 35, From Tropics, 80, 55, Normal
202, Soladain, Sviftmont, 7, 80, 60, No Precipitation, 45, 20, Prevailing Direction, 85, 60, Normal
203, Lunadain, Sviftmont, 8, 80, 65, No Precipitation, 59, 5, Prevailing Direction, 85, 70, Normal
204, Gromdain, Sviftmont, 9, 80, 65, No Precipitation, 52, 5, Prevailing Direction, 85, 70, Normal
205, Tserdain, Sviftmont, 10, 80, 65, No Precipitation, 54, 5, Prevailing Direction, 85, 70, Normal
206, Moldain, Sviftmont, 11, 80, 65, No Precipitation, 46, 5, Prevailing Direction, 85, 70, Normal
207, Nytdain, Sviftmont, 12, 85, 70, Light Rain (<1/2 inch), 42, 0, Indescernable, 95, 75, Heatwave
208, Loshdain, Sviftmont, 13, 85, 70, Light Rain (<1/2 inch), 47, 0, Indescernable, 95, 75, Heatwave
209, Soladain, Sviftmont, 14, 85, 70, No Precipitation, 51, 15, Prevailing Direction, 95, 75, Heatwave
210, Lunadain, Sviftmont, 15, 80, 65, No Precipitation, 64, 15, Prevailing Direction, 85, 70, Normal
211, Gromdain, Sviftmont, 16, 85, 65, Trace Rain (<1/8 inch), 70, 5, Prevailing Direction, 95, 70, Normal
212, Tserdain, Sviftmont, 17, 85, 70, Light Rain (<1/2 inch), 70, 0, Indescernable, 95, 75, Heatwave
213, Moldain, Sviftmont, 18, 85, 70, No Precipitation, 44, 0, Indescernable, 95, 75, Heatwave
214, Nytdain, Sviftmont, 19, 85, 70, Light Rain (<1/2 inch), 46, 10, Prevailing Direction, 95, 75, Heatwave
215, Loshdain, Sviftmont, 20, 85, 70, Light Rain (<1/2 inch), 59, 0, Indescernable, 95, 75, Heatwave
216, Soladain, Sviftmont, 21, 85, 70, No Precipitation, 49, 0, Indescernable, 95, 75, Heatwave
217, Lunadain, Sviftmont, 22, 85, 65, No Precipitation, 58, 0, Indescernable, 95, 70, Normal
218, Gromdain, Sviftmont, 23, 80, 60, Trace Rain (<1/8 inch), 55, 10, From Arctic, 85, 65, Normal
219, Tserdain, Sviftmont, 24, 80, 60, No Precipitation, 49, 10, Prevailing Direction, 85, 65, Normal
220, Moldain, Sviftmont, 25, 75, 55, No Precipitation, 55, 25, Prevailing Direction, 80, 55, Normal
221, Nytdain, Sviftmont, 26, 80, 65, Light Rain (<1/2 inch), 44, 15, From Tropics, 85, 70, Normal
222, Loshdain, Sviftmont, 27, 80, 65, No Precipitation, 65, 15, Prevailing Direction, 85, 70, Normal
223, Soladain, Sviftmont, 28, 85, 65, Light Rain (<1/2 inch), 51, 5, Prevailing Direction, 95, 70, Normal
224, Lunadain, Eirmont, 1, 80, 65, Heavy Rain (<1.5 inch), 87, 0, Indescernable, 90, 75, Normal
225, Gromdain, Eirmont, 2, 75, 55, No Precipitation, 89, 15, Prevailing Direction, 85, 65, Normal
226, Tserdain, Eirmont, 3, 80, 65, No Precipitation, 90, 0, Indescernable, 90, 75, Normal
227, Moldain, Eirmont, 4, 80, 65, No Precipitation, 73, 0, Indescernable, 90, 75, Normal
228, Nytdain, Eirmont, 5, 70, 55, No Precipitation, 79, 15, From Arctic, 80, 65, Normal
229, Loshdain, Eirmont, 6, 75, 55, Moderate Rain (<3/4 inch), 79, 5, Prevailing Direction, 85, 65, Normal
230, Soladain, Eirmont, 7, 80, 60, No Precipitation, 90, 0, Indescernable, 90, 70, Normal
231, Lunadain, Eirmont, 8, 80, 65, Moderate Rain (<3/4 inch), 77, 0, Indescernable, 90, 75, Normal
232, Gromdain, Eirmont, 9, 80, 60, Light Rain (<1/2 inch), 90, 10, Prevailing Direction, 90, 70, Normal
233, Tserdain, Eirmont, 10, 80, 60, No Precipitation, 82, 10, Prevailing Direction, 90, 70, Normal
234, Moldain, Eirmont, 11, 80, 65, No Precipitation, 88, 0, Indescernable, 90, 75, Normal
235, Nytdain, Eirmont, 12, 80, 65, Heavy Rain (<1.5 inch), 80, 0, Indescernable, 90, 75, Normal
236, Loshdain, Eirmont, 13, 80, 65, No Precipitation, 75, 0, Indescernable, 90, 75, Normal
237, Soladain, Eirmont, 14, 80, 65, Heavy Rain (<1.5 inch), 84, 0, Indescernable, 90, 75, Normal
238, Lunadain, Eirmont, 15, 80, 65, No Precipitation, 89, 0, Indescernable, 90, 75, Normal
239, Gromdain, Eirmont, 16, 80, 65, No Precipitation, 76, 0, Indescernable, 90, 75, Normal
240, Tserdain, Eirmont, 17, 80, 65, Heavy Rain (<1.5 inch), 80, 0, Indescernable, 90, 75, Normal
241, Moldain, Eirmont, 18, 75, 55, Moderate Rain (<3/4 inch), 83, 10, From Arctic, 85, 65, Normal
