day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
26, Loshdain, Thaumont, 27, 10, 0, No Precipitation, 46, 45, Prevailing Direction, -40, -55, Normal
27, Soladain, Thaumont, 28, 18, 10, No Precipitation, 58, 35, Prevailing Direction, -20, -35, Normal
28, Lunadain, Flaurmont, 1, 30, 15, Trace Snow (1/2 inch), 64, 25, Prevailing Direction, 0, -20, Normal
29, Gromdain, Flaurmont, 2, 30, 15, Trace Snow (1/2 inch), 67, 35, Prevailing Direction, -5, -30, Normal
30, Tserdain, Flaurmont, 3, 35, 15, No Precipitation, 54, 35, Prevailing Direction, 0, -30, Normal
31, Moldain, Flaurmont, 4, 35, 15, No Precipitation, 55, 35, Prevailing Direction, 0, -30, Normal
32, Nytdain, Flaurmont, 5, 50, 30, Trace Rain (<1/8 inch), 64, 25, From Tropics, 50, 0, Normal
33, Loshdain, Flaurmont, 6, 35, 15, No Precipitation, 52, 40, From Arctic, 0, -30, Normal
34, Soladain, Flaurmont, 7, 30, 15, Trace Snow (1/2 inch), 41, 45, Prevailing Direction, -5, -30, Normal
35, Lunadain, Flaurmont, 8, 40, 20, No Precipitation, 67, 30, Prevailing Direction, 40, -20, Normal
36, Gromdain, Flaurmont, 9, 35, 15, Trace Snow (1/2 inch), 56, 40, Prevailing Direction, 0, -30, Normal
37, Tserdain, Flaurmont, 10, 40, 20, Light Snow (1 inch), 52, 30, Prevailing Direction, 40, -20, Normal
38, Moldain, Flaurmont, 11, 40, 20, No Precipitation, 58, 30, Prevailing Direction, 40, -20, Normal
39, Nytdain, Flaurmont, 12, 50, 30, No Precipitation, 53, 15, Prevailing Direction, 50, 10, Normal
40, Loshdain, Flaurmont, 13, 65, 45, Trace Rain (<1/8 inch), 68, 5, From Tropics, 70, 45, Normal
41, Soladain, Flaurmont, 14, 70, 50, Light Rain (<1/2 inch), 43, 0, Indescernable, 75, 50, Normal
42, Lunadain, Flaurmont, 15, 70, 50, Trace Rain (<1/8 inch), 46, 0, Indescernable, 75, 50, Normal
43, Gromdain, Flaurmont, 16, 70, 50, Moderate Rain (<3/4 inch), 52, 0, Indescernable, 75, 50, Normal
44, Tserdain, Flaurmont, 17, 70, 50, No Precipitation, 51, 0, Indescernable, 75, 50, Normal
45, Moldain, Flaurmont, 18, 65, 45, Trace Rain (<1/8 inch), 51, 10, Prevailing Direction, 70, 45, Normal
46, Nytdain, Flaurmont, 19, 70, 50, Trace Rain (<1/8 inch), 52, 0, Indescernable, 75, 50, Normal
47, Loshdain, Flaurmont, 20, 60, 40, Light Rain (<1/2 inch), 57, 10, From Arctic, 65, 40, Normal
48, Soladain, Flaurmont, 21, 50, 30, Light Rain (<1/2 inch), 61, 20, Prevailing Direction, 50, 5, Normal
49, Lunadain, Flaurmont, 22, 60, 40, No Precipitation, 47, 5, Prevailing Direction, 65, 40, Normal
50, Gromdain, Flaurmont, 23, 50, 30, Light Rain (<1/2 inch), 63, 15, Prevailing Direction, 50, 10, Normal
51, Tserdain, Flaurmont, 24, 40, 20, Moderate Snow (2 inch), 43, 25, Prevailing Direction, 40, -15, Normal
52, Moldain, Flaurmont, 25, 50, 30, Trace Rain (<1/8 inch), 45, 15, Prevailing Direction, 50, 10, Normal
53, Nytdain, Flaurmont, 26, 60, 40, No Precipitation, 41, 0, Indescernable, 65, 40, Normal
54, Loshdain, Flaurmont, 27, 65, 45, Trace Rain (<1/8 inch), 59, 0, Indescernable, 70, 45, Normal
55, Soladain, Flaurmont, 28, 50, 30, No Precipitation, 50, 15, From Arctic, 50, 10, Normal
56, Lunadain, Yarthmont, 1, 50, 30, No Precipitation, 34, 15, Prevailing Direction, 50, 10, Normal
57, Gromdain, Yarthmont, 2, 65, 45, No Precipitation, 29, 5, From Tropics, 65, 45, Normal
58, Tserdain, Yarthmont, 3, 65, 45, No Precipitation, 23, 5, Prevailing Direction, 65, 45, Normal
59, Moldain, Yarthmont, 4, 60, 40, Light Rain (<1/2 inch), 26, 15, Prevailing Direction, 60, 40, Normal
60, Nytdain, Yarthmont, 5, 65, 45, Light Rain (<1/2 inch), 40, 5, Prevailing Direction, 65, 45, Normal
61, Loshdain, Yarthmont, 6, 65, 45, No Precipitation, 40, 5, Prevailing Direction, 65, 45, Normal
62, Soladain, Yarthmont, 7, 65, 45, No Precipitation, 29, 5, Prevailing Direction, 65, 45, Normal
63, Lunadain, Yarthmont, 8, 60, 40, Trace Rain (<1/8 inch), 21, 15, Prevailing Direction, 60, 40, Normal
64, Gromdain, Yarthmont, 9, 50, 30, No Precipitation, 36, 30, Prevailing Direction, 50, 0, Normal
65, Tserdain, Yarthmont, 10, 40, 20, No Precipitation, 40, 45, From Arctic, 40, -25, Normal
66, Moldain, Yarthmont, 11, 50, 30, Trace Rain (<1/8 inch), 27, 35, Prevailing Direction, 50, -5, Normal
67, Nytdain, Yarthmont, 12, 50, 30, No Precipitation, 21, 35, Prevailing Direction, 50, -5, Normal
68, Loshdain, Yarthmont, 13, 40, 20, No Precipitation, 28, 45, From Arctic, 40, -25, Normal
69, Soladain, Yarthmont, 14, 40, 20, Light Snow (1 inch), 36, 45, Prevailing Direction, 40, -25, Normal
70, Lunadain, Yarthmont, 15, 40, 20, No Precipitation, 29, 45, Prevailing Direction, 40, -25, Normal
71, Gromdain, Yarthmont, 16, 40, 20, No Precipitation, 24, 45, Prevailing Direction, 40, -25, Normal
72, Tserdain, Yarthmont, 17, 65, 45, No Precipitation, 33, 30, From Tropics, 65, 45, Normal
73, Moldain, Yarthmont, 18, 60, 40, No Precipitation, 27, 40, Prevailing Direction, 60, 40, Normal
74, Nytdain, Yarthmont, 19, 50, 30, No Precipitation, 26, 45, Prevailing Direction, 50, -5, Normal
75, Loshdain, Yarthmont, 20, 40, 20, Trace Snow (1/2 inch), 23, 45, From Arctic, 40, -25, Normal
76, Soladain, Yarthmont, 21, 50, 30, No Precipitation, 36, 35, Prevailing Direction, 50, -5, Normal
77, Lunadain, Yarthmont, 22, 50, 30, No Precipitation, 39, 35, Prevailing Direction, 50, -5, Normal
78, Gromdain, Yarthmont, 23, 65, 45, No Precipitation, 22, 25, From Tropics, 65, 45, Normal
79, Tserdain, Yarthmont, 24, 60, 40, Light Rain (<1/2 inch), 33, 35, Prevailing Direction, 60, 40, Normal
80, Moldain, Yarthmont, 25, 65, 45, No Precipitation, 36, 25, Prevailing Direction, 65, 45, Normal
81, Nytdain, Yarthmont, 26, 70, 50, Light Rain (<1/2 inch), 37, 15, Prevailing Direction, 70, 50, Normal
82, Loshdain, Yarthmont, 27, 70, 50, No Precipitation, 27, 15, Prevailing Direction, 70, 50, Normal
83, Soladain, Yarthmont, 28, 70, 55, No Precipitation, 38, 0, Indescernable, 70, 55, Normal
84, Lunadain, Klairmont, 1, 65, 45, No Precipitation, 27, 15, From Arctic, 65, 45, Normal
85, Gromdain, Klairmont, 2, 65, 45, No Precipitation, 21, 15, Prevailing Direction, 65, 45, Normal
86, Tserdain, Klairmont, 3, 70, 55, No Precipitation, 25, 0, Indescernable, 70, 55, Normal
87, Moldain, Klairmont, 4, 70, 50, No Precipitation, 32, 10, Prevailing Direction, 70, 50, Normal
88, Nytdain, Klairmont, 5, 70, 55, No Precipitation, 35, 0, Indescernable, 70, 55, Normal
89, Loshdain, Klairmont, 6, 70, 50, No Precipitation, 28, 15, Prevailing Direction, 70, 50, Normal
90, Soladain, Klairmont, 7, 80, 60, Trace Rain (<1/8 inch), 34, 0, Indescernable, 85, 60, Evening Mist/Fog: 6 hours
91, Lunadain, Klairmont, 8, 80, 60, No Precipitation, 37, 0, Indescernable, 85, 60, Normal
92, Gromdain, Klairmont, 9, 80, 60, No Precipitation, 39, 0, Indescernable, 85, 60, Normal
93, Tserdain, Klairmont, 10, 80, 60, No Precipitation, 33, 0, Indescernable, 85, 60, Normal
94, Moldain, Klairmont, 11, 80, 65, No Precipitation, 37, 0, Indescernable, 85, 65, Normal
95, Nytdain, Klairmont, 12, 80, 65, Trace Rain (<1/8 inch), 28, 0, Indescernable, 85, 65, Normal
96, Loshdain, Klairmont, 13, 80, 60, Trace Rain (<1/8 inch), 39, 10, Prevailing Direction, 85, 60, Normal
97, Soladain, Klairmont, 14, 75, 55, No Precipitation, 38, 25, Prevailing Direction, 75, 55, Normal
98, Lunadain, Klairmont, 15, 75, 55, No Precipitation, 34, 25, Prevailing Direction, 75, 55, Normal
99, Gromdain, Klairmont, 16, 75, 55, No Precipitation, 35, 25, Prevailing Direction, 75, 55, Normal
100, Tserdain, Klairmont, 17, 80, 60, Trace Rain (<1/8 inch), 27, 15, Prevailing Direction, 85, 60, Normal
101, Moldain, Klairmont, 18, 80, 65, No Precipitation, 34, 5, Prevailing Direction, 85, 65, Normal
102, Nytdain, Klairmont, 19, 80, 65, Trace Rain (<1/8 inch), 25, 0, Indescernable, 85, 65, Normal
103, Loshdain, Klairmont, 20, 80, 65, No Precipitation, 38, 0, Indescernable, 85, 65, Normal
104, Soladain, Klairmont, 21, 80, 60, No Precipitation, 25, 0, Indescernable, 85, 60, Normal
105, Lunadain, Klairmont, 22, 40, 20, Trace Rain (<1/8 inch), 33, 0, Indescernable, 40, 15, Coldwave
106, Gromdain, Klairmont, 23, 40, 20, Trace Rain (<1/8 inch), 40, 0, Indescernable, 40, 15, Coldwave
107, Tserdain, Klairmont, 24, 40, 20, No Precipitation, 37, 10, Prevailing Direction, 40, 0, Coldwave
108, Moldain, Klairmont, 25, 40, 20, No Precipitation, 39, 25, Prevailing Direction, 40, -15, Coldwave
109, Nytdain, Klairmont, 26, 40, 20, Trace Rain (<1/8 inch), 40, 15, Prevailing Direction, 40, -5, Coldwave
110, Loshdain, Klairmont, 27, 50, 30, No Precipitation, 34, 30, Prevailing Direction, 50, 0, Normal
111, Soladain, Klairmont, 28, 50, 30, No Precipitation, 31, 45, Prevailing Direction, 50, -5, Normal
112, Lunadain, Felmont, 1, 65, 45, No Precipitation, 61, 30, Prevailing Direction, 65, 45, Normal
113, Gromdain, Felmont, 2, 60, 40, Light Rain (<1/2 inch), 54, 40, Prevailing Direction, 60, 40, Normal
114, Tserdain, Felmont, 3, 50, 30, No Precipitation, 49, 45, Prevailing Direction, 50, -5, Normal
115, Moldain, Felmont, 4, 60, 40, Trace Rain (<1/8 inch), 50, 35, Prevailing Direction, 60, 40, Normal
116, Nytdain, Felmont, 5, 50, 30, No Precipitation, 42, 45, Prevailing Direction, 50, -5, Normal
117, Loshdain, Felmont, 6, 50, 30, No Precipitation, 48, 45, From Arctic, 50, -5, Normal
118, Soladain, Felmont, 7, 50, 30, No Precipitation, 44, 45, Prevailing Direction, 50, -5, Normal
119, Lunadain, Felmont, 8, 60, 40, Light Rain (<1/2 inch), 60, 35, Prevailing Direction, 60, 40, Normal
120, Gromdain, Felmont, 9, 50, 30, No Precipitation, 45, 45, Prevailing Direction, 50, -5, Normal
121, Tserdain, Felmont, 10, 70, 50, Light Rain (<1/2 inch), 60, 0, Indescernable, 75, 50, Morning Mist/Fog: 3 hours
122, Moldain, Felmont, 11, 70, 55, No Precipitation, 65, 0, Indescernable, 75, 60, Normal
123, Nytdain, Felmont, 12, 80, 60, Trace Rain (<1/8 inch), 53, 0, Indescernable, 85, 65, Normal
124, Loshdain, Felmont, 13, 75, 55, No Precipitation, 57, 15, Prevailing Direction, 80, 60, Normal
125, Soladain, Felmont, 14, 70, 55, No Precipitation, 69, 30, Prevailing Direction, 70, 55, Normal
126, Lunadain, Felmont, 15, 75, 55, No Precipitation, 65, 15, Prevailing Direction, 80, 60, Normal
127, Gromdain, Felmont, 16, 70, 55, No Precipitation, 55, 25, Prevailing Direction, 70, 55, Normal
128, Tserdain, Felmont, 17, 80, 60, Light Rain (<1/2 inch), 52, 15, From Tropics, 85, 65, Normal
129, Moldain, Felmont, 18, 75, 55, Trace Rain (<1/8 inch), 66, 25, Prevailing Direction, 80, 55, Normal
130, Nytdain, Felmont, 19, 70, 55, No Precipitation, 56, 40, Prevailing Direction, 70, 55, Normal
131, Loshdain, Felmont, 20, 65, 45, No Precipitation, 58, 45, From Arctic, 65, 45, Normal
132, Soladain, Felmont, 21, 60, 40, Trace Rain (<1/8 inch), 67, 45, Prevailing Direction, 60, 40, Normal
133, Lunadain, Felmont, 22, 65, 45, Trace Rain (<1/8 inch), 47, 35, Prevailing Direction, 65, 45, Normal
134, Gromdain, Felmont, 23, 75, 55, Light Rain (<1/2 inch), 63, 0, Indescernable, 80, 60, Normal
135, Tserdain, Felmont, 24, 70, 55, No Precipitation, 61, 15, Prevailing Direction, 75, 60, Normal
136, Moldain, Felmont, 25, 70, 50, Trace Rain (<1/8 inch), 58, 25, Prevailing Direction, 70, 50, Normal
137, Nytdain, Felmont, 26, 65, 45, Trace Rain (<1/8 inch), 55, 35, Prevailing Direction, 65, 45, Normal
138, Loshdain, Felmont, 27, 70, 50, Trace Rain (<1/8 inch), 56, 25, Prevailing Direction, 70, 50, Normal
139, Soladain, Felmont, 28, 70, 55, No Precipitation, 54, 15, Prevailing Direction, 75, 60, Normal
140, Lunadain, Fyrmont, 1, 70, 50, Light Rain (<1/2 inch), 69, 25, Prevailing Direction, 70, 50, Normal
141, Gromdain, Fyrmont, 2, 60, 40, Trace Rain (<1/8 inch), 41, 35, From Arctic, 60, 40, Normal
142, Tserdain, Fyrmont, 3, 40, 20, Light Snow (1 inch), 60, 45, From Arctic, 40, -25, Normal
143, Moldain, Fyrmont, 4, 40, 20, No Precipitation, 52, 45, Prevailing Direction, 40, -25, Normal
144, Nytdain, Fyrmont, 5, 60, 40, No Precipitation, 43, 30, Prevailing Direction, 60, 40, Normal
145, Loshdain, Fyrmont, 6, 65, 45, Light Rain (<1/2 inch), 60, 20, Prevailing Direction, 65, 45, Normal
146, Soladain, Fyrmont, 7, 65, 45, No Precipitation, 45, 20, Prevailing Direction, 65, 45, Normal
147, Lunadain, Fyrmont, 8, 60, 40, Light Rain (<1/2 inch), 54, 30, Prevailing Direction, 60, 40, Normal
148, Gromdain, Fyrmont, 9, 50, 30, No Precipitation, 46, 45, Prevailing Direction, 50, -5, Normal
149, Tserdain, Fyrmont, 10, 40, 20, No Precipitation, 62, 45, Prevailing Direction, 40, -25, Normal
150, Moldain, Fyrmont, 11, 50, 30, Light Rain (<1/2 inch), 67, 35, Prevailing Direction, 50, -5, Normal
151, Nytdain, Fyrmont, 12, 40, 20, No Precipitation, 67, 45, From Arctic, 40, -25, Normal
152, Loshdain, Fyrmont, 13, 40, 20, Severe Snowstorm, 67, 0, Indescernable, 40, 15, Extreme Precipitation
153, Soladain, Fyrmont, 14, 60, 40, Moderate Rain (<3/4 inch), 65, 0, Indescernable, 65, 40, Normal
154, Lunadain, Fyrmont, 15, 50, 30, No Precipitation, 55, 15, Prevailing Direction, 50, 10, Normal
155, Gromdain, Fyrmont, 16, 40, 20, No Precipitation, 64, 30, Prevailing Direction, 40, -20, Normal
156, Tserdain, Fyrmont, 17, 40, 20, Light Snow (1 inch), 45, 40, From Arctic, 40, -25, Normal
157, Moldain, Fyrmont, 18, 40, 20, Light Snow (1 inch), 55, 45, Prevailing Direction, 40, -25, Normal
158, Nytdain, Fyrmont, 19, 60, 40, No Precipitation, 69, 30, Prevailing Direction, 60, 40, Normal
159, Loshdain, Fyrmont, 20, 50, 30, Trace Rain (<1/8 inch), 60, 40, Prevailing Direction, 50, -5, Normal
160, Soladain, Fyrmont, 21, 40, 20, Trace Snow (1/2 inch), 44, 45, Prevailing Direction, 40, -25, Normal
161, Lunadain, Fyrmont, 22, 50, 30, Trace Rain (<1/8 inch), 59, 35, Prevailing Direction, 50, -5, Normal
162, Gromdain, Fyrmont, 23, 40, 20, Trace Snow (1/2 inch), 64, 45, Prevailing Direction, 40, -25, Normal
163, Tserdain, Fyrmont, 24, 40, 20, Trace Snow (1/2 inch), 43, 45, From Arctic, 40, -25, Normal
164, Moldain, Fyrmont, 25, 50, 30, No Precipitation, 59, 45, Prevailing Direction, 50, -5, Normal
165, Nytdain, Fyrmont, 26, 40, 20, No Precipitation, 56, 45, Prevailing Direction, 40, -25, Normal
166, Loshdain, Fyrmont, 27, 40, 20, Trace Snow (1/2 inch), 48, 45, From Arctic, 40, -25, Normal
167, Soladain, Fyrmont, 28, 40, 20, No Precipitation, 42, 45, Prevailing Direction, 40, -25, Normal
168, Lunadain, Ambyrmont, 1, 50, 30, No Precipitation, 35, 35, Prevailing Direction, 50, -5, Normal
169, Gromdain, Ambyrmont, 2, 50, 30, No Precipitation, 34, 35, Prevailing Direction, 50, -5, Normal
170, Tserdain, Ambyrmont, 3, 35, 15, Trace Snow (1/2 inch), 25, 45, From Arctic, 0, -30, Normal
171, Moldain, Ambyrmont, 4, 35, 15, No Precipitation, 32, 45, Prevailing Direction, 0, -30, Normal
172, Nytdain, Ambyrmont, 5, 35, 15, No Precipitation, 28, 45, Prevailing Direction, 0, -30, Normal
173, Loshdain, Ambyrmont, 6, 50, 30, No Precipitation, 40, 35, From Tropics, 50, -5, Normal
174, Soladain, Ambyrmont, 7, 40, 20, No Precipitation, 23, 45, Prevailing Direction, 40, -25, Normal
175, Lunadain, Ambyrmont, 8, 35, 15, No Precipitation, 30, 45, Prevailing Direction, 0, -30, Normal
176, Gromdain, Ambyrmont, 9, 40, 20, Trace Snow (1/2 inch), 31, 35, Prevailing Direction, 40, -20, Normal
177, Tserdain, Ambyrmont, 10, 35, 15, No Precipitation, 22, 45, Prevailing Direction, 0, -30, Normal
178, Moldain, Ambyrmont, 11, 25, 10, No Precipitation, 26, 45, From Arctic, -15, -40, Normal
179, Nytdain, Ambyrmont, 12, 18, 10, Trace Snow (1/2 inch), 29, 45, Prevailing Direction, -25, -40, Normal
180, Loshdain, Ambyrmont, 13, 10, 0, Light Snow (1 inch), 35, 45, From Arctic, -40, -55, Normal
181, Soladain, Ambyrmont, 14, 18, 10, No Precipitation, 22, 35, Prevailing Direction, -20, -35, Normal
182, Lunadain, Ambyrmont, 15, 25, 10, No Precipitation, 24, 20, Prevailing Direction, -5, -25, Normal
183, Gromdain, Ambyrmont, 16, 35, 15, Light Snow (1 inch), 30, 10, From Tropics, 20, -5, Normal
184, Tserdain, Ambyrmont, 17, 30, 15, No Precipitation, 28, 20, Prevailing Direction, 5, -15, Normal
185, Moldain, Ambyrmont, 18, 18, 10, Light Snow (1 inch), 37, 30, From Arctic, -20, -35, Normal
186, Nytdain, Ambyrmont, 19, 10, 0, No Precipitation, 38, 40, Prevailing Direction, -40, -55, Normal
187, Loshdain, Ambyrmont, 20, 25, 10, No Precipitation, 27, 25, Prevailing Direction, -5, -30, Normal
188, Soladain, Ambyrmont, 21, 30, 15, No Precipitation, 32, 10, Prevailing Direction, 15, -5, Normal
189, Lunadain, Ambyrmont, 22, 25, 10, Light Snow (1 inch), 27, 20, Prevailing Direction, -5, -25, Normal
190, Gromdain, Ambyrmont, 23, 30, 15, No Precipitation, 23, 5, Prevailing Direction, 25, 10, Normal
191, Tserdain, Ambyrmont, 24, 35, 15, No Precipitation, 28, 0, Indescernable, 35, 10, Normal
192, Moldain, Ambyrmont, 25, 40, 20, No Precipitation, 27, 0, Indescernable, 40, 15, Normal
193, Nytdain, Ambyrmont, 26, 30, 15, No Precipitation, 28, 10, From Arctic, 15, -5, Normal
194, Loshdain, Ambyrmont, 27, 25, 10, No Precipitation, 23, 25, Prevailing Direction, -5, -30, Normal
195, Soladain, Ambyrmont, 28, 35, 15, No Precipitation, 24, 10, From Tropics, 20, -5, Normal
196, Lunadain, Sviftmont, 1, 30, 15, No Precipitation, 26, 25, Prevailing Direction, 0, -20, Normal
197, Gromdain, Sviftmont, 2, 25, 10, No Precipitation, 40, 40, Prevailing Direction, -15, -40, Normal
198, Tserdain, Sviftmont, 3, 25, 10, No Precipitation, 28, 40, Prevailing Direction, -15, -40, Normal
199, Moldain, Sviftmont, 4, 25, 10, No Precipitation, 24, 40, Prevailing Direction, -15, -40, Normal
200, Nytdain, Sviftmont, 5, 18, 10, No Precipitation, 26, 45, Prevailing Direction, -25, -40, Normal
201, Loshdain, Sviftmont, 6, 10, 0, No Precipitation, 26, 45, Prevailing Direction, -40, -55, Normal
202, Soladain, Sviftmont, 7, -5, -20, Trace Snow (1/2 inch), 29, 45, From Arctic, -65, -90, Normal
203, Lunadain, Sviftmont, 8, 0, -10, No Precipitation, 30, 45, Prevailing Direction, -55, -70, Normal
204, Gromdain, Sviftmont, 9, 0, -10, No Precipitation, 34, 45, Prevailing Direction, -55, -70, Normal
205, Tserdain, Sviftmont, 10, 10, 0, Trace Snow (1/2 inch), 23, 35, Prevailing Direction, -35, -50, Normal
206, Moldain, Sviftmont, 11, 10, 0, No Precipitation, 38, 35, Prevailing Direction, -35, -50, Normal
207, Nytdain, Sviftmont, 12, 0, -10, Trace Snow (1/2 inch), 25, 45, Prevailing Direction, -55, -70, Normal
208, Loshdain, Sviftmont, 13, -5, -20, Trace Snow (1/2 inch), 36, 45, Prevailing Direction, -65, -90, Normal
209, Soladain, Sviftmont, 14, 0, -10, No Precipitation, 34, 35, Prevailing Direction, -50, -65, Normal
210, Lunadain, Sviftmont, 15, 10, 0, No Precipitation, 34, 20, Prevailing Direction, -25, -40, Normal
211, Gromdain, Sviftmont, 16, 18, 10, No Precipitation, 25, 5, Prevailing Direction, 15, 5, Normal
212, Tserdain, Sviftmont, 17, 25, 10, Trace Snow (1/2 inch), 37, 0, Indescernable, 20, 5, Normal
213, Moldain, Sviftmont, 18, 18, 10, Trace Snow (1/2 inch), 39, 10, Prevailing Direction, 0, -10, Normal
214, Nytdain, Sviftmont, 19, 10, 0, No Precipitation, 29, 20, Prevailing Direction, -25, -40, Normal
215, Loshdain, Sviftmont, 20, -5, -20, Trace Snow (1/2 inch), 34, 30, From Arctic, -55, -80, Normal
216, Soladain, Sviftmont, 21, -5, -20, No Precipitation, 30, 40, Prevailing Direction, -65, -90, Normal
217, Lunadain, Sviftmont, 22, -5, -20, Trace Snow (1/2 inch), 35, 45, Prevailing Direction, -65, -90, Normal
218, Gromdain, Sviftmont, 23, 0, -10, No Precipitation, 34, 35, Prevailing Direction, -50, -65, Normal
219, Tserdain, Sviftmont, 24, 18, 10, No Precipitation, 33, 20, From Tropics, -10, -25, Normal
220, Moldain, Sviftmont, 25, 10, 0, Trace Snow (1/2 inch), 24, 30, Prevailing Direction, -35, -50, Normal
221, Nytdain, Sviftmont, 26, 25, 10, No Precipitation, 30, 20, From Tropics, -5, -25, Normal
222, Loshdain, Sviftmont, 27, 18, 10, No Precipitation, 32, 35, Prevailing Direction, -20, -35, Normal
223, Soladain, Sviftmont, 28, 0, -10, No Precipitation, 32, 45, From Arctic, -55, -70, Normal
224, Lunadain, Eirmont, 1, -15, -30, No Precipitation, 43, 45, From Arctic, -80, -100, Normal
225, Gromdain, Eirmont, 2, 0, -10, No Precipitation, 49, 30, From Tropics, -50, -60, Normal
226, Tserdain, Eirmont, 3, 10, 0, No Precipitation, 51, 15, Prevailing Direction, -20, -35, Normal
227, Moldain, Eirmont, 4, 25, 10, No Precipitation, 42, 5, From Tropics, 20, 5, Normal
228, Nytdain, Eirmont, 5, 10, 0, No Precipitation, 70, 20, From Arctic, -25, -40, Normal
229, Loshdain, Eirmont, 6, 10, 0, No Precipitation, 48, 20, Prevailing Direction, -25, -40, Normal
230, Soladain, Eirmont, 7, 0, -10, No Precipitation, 61, 35, Prevailing Direction, -50, -65, Normal
231, Lunadain, Eirmont, 8, -15, -30, No Precipitation, 42, 45, From Arctic, -80, -100, Normal
232, Gromdain, Eirmont, 9, -20, -40, Light Snow (1 inch), 59, 45, From Arctic, -90, -115, Normal
233, Tserdain, Eirmont, 10, -15, -30, No Precipitation, 68, 45, Prevailing Direction, -80, -100, Normal
234, Moldain, Eirmont, 11, -20, -40, Trace Snow (1/2 inch), 55, 45, From Arctic, -90, -115, Normal
235, Nytdain, Eirmont, 12, -20, -40, No Precipitation, 54, 45, Prevailing Direction, -90, -115, Normal
236, Loshdain, Eirmont, 13, -15, -30, Light Snow (1 inch), 44, 35, Prevailing Direction, -80, -100, Normal
237, Soladain, Eirmont, 14, -20, -40, Trace Snow (1/2 inch), 64, 45, Prevailing Direction, -90, -115, Normal
238, Lunadain, Eirmont, 15, -20, -40, Trace Snow (1/2 inch), 41, 45, From Arctic, -90, -115, Normal
239, Gromdain, Eirmont, 16, -15, -30, No Precipitation, 63, 45, Prevailing Direction, -80, -100, Normal
240, Tserdain, Eirmont, 17, -5, -20, Light Snow (1 inch), 51, 35, Prevailing Direction, -60, -85, Normal
241, Moldain, Eirmont, 18, -20, -40, Trace Snow (1/2 inch), 69, 45, From Arctic, -90, -115, Normal
242, Nytdain, Eirmont, 19, -5, -20, No Precipitation, 45, 30, Prevailing Direction, -55, -80, Normal
