day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
52, Moldain, Flaurmont, 25, 95, 75, No Precipitation, 33, 10, Prevailing Direction, 105, 80, Normal
53, Nytdain, Flaurmont, 26, 100, 80, No Precipitation, 40, 0, Indescernable, 110, 85, Normal
54, Loshdain, Flaurmont, 27, 100, 80, Trace Rain (<1/8 inch), 30, 0, Indescernable, 110, 85, Normal
55, Soladain, Flaurmont, 28, 100, 80, No Precipitation, 39, 0, Indescernable, 110, 85, Normal
56, Lunadain, Yarthmont, 1, 100, 80, No Precipitation, 29, 0, Indescernable, 110, 85, Normal
57, Gromdain, Yarthmont, 2, 100, 80, No Precipitation, 24, 0, Indescernable, 110, 85, Normal
58, Tserdain, Yarthmont, 3, 95, 75, No Precipitation, 36, 15, Prevailing Direction, 105, 80, Normal
59, Moldain, Yarthmont, 4, 90, 70, No Precipitation, 33, 25, From Arctic, 95, 70, Normal
60, Nytdain, Yarthmont, 5, 95, 75, No Precipitation, 31, 10, From Tropics, 105, 80, Normal
61, Loshdain, Yarthmont, 6, 105, 80, No Precipitation, 35, 0, Indescernable, 115, 85, Normal
62, Soladain, Yarthmont, 7, 105, 80, No Precipitation, 29, 0, Indescernable, 115, 85, Normal
63, Lunadain, Yarthmont, 8, 115, 85, No Precipitation, 25, 0, Indescernable, 125, 90, Normal
64, Gromdain, Yarthmont, 9, 105, 80, No Precipitation, 38, 10, Prevailing Direction, 115, 85, Normal
65, Tserdain, Yarthmont, 10, 105, 80, No Precipitation, 26, 10, Prevailing Direction, 115, 85, Normal
66, Moldain, Yarthmont, 11, 95, 75, No Precipitation, 40, 20, From Arctic, 100, 75, Normal
67, Nytdain, Yarthmont, 12, 105, 80, No Precipitation, 32, 10, From Tropics, 115, 85, Normal
68, Loshdain, Yarthmont, 13, 115, 85, No Precipitation, 37, 0, Indescernable, 125, 90, Normal
69, Soladain, Yarthmont, 14, 115, 85, No Precipitation, 30, 0, Indescernable, 125, 90, Normal
70, Lunadain, Yarthmont, 15, 95, 75, No Precipitation, 32, 15, From Arctic, 105, 80, Normal
71, Gromdain, Yarthmont, 16, 90, 70, No Precipitation, 26, 30, From Arctic, 95, 70, Normal
72, Tserdain, Yarthmont, 17, 80, 65, No Precipitation, 30, 0, Indescernable, 85, 65, Normal
73, Moldain, Yarthmont, 18, 85, 65, No Precipitation, 35, 0, Indescernable, 90, 65, Normal
74, Nytdain, Yarthmont, 19, 85, 70, No Precipitation, 24, 0, Indescernable, 90, 70, Normal
75, Loshdain, Yarthmont, 20, 85, 65, No Precipitation, 25, 15, Prevailing Direction, 90, 65, Normal
76, Soladain, Yarthmont, 21, 85, 65, No Precipitation, 29, 15, Prevailing Direction, 90, 65, Normal
77, Lunadain, Yarthmont, 22, 85, 65, No Precipitation, 37, 15, Prevailing Direction, 90, 65, Normal
78, Gromdain, Yarthmont, 23, 80, 65, No Precipitation, 35, 25, Prevailing Direction, 80, 65, Normal
79, Tserdain, Yarthmont, 24, 80, 65, No Precipitation, 29, 25, Prevailing Direction, 80, 65, Normal
80, Moldain, Yarthmont, 25, 90, 70, No Precipitation, 35, 0, Indescernable, 95, 70, Drought
81, Nytdain, Yarthmont, 26, 90, 75, No Precipitation, 36, 0, Indescernable, 95, 80, Drought
82, Loshdain, Yarthmont, 27, 90, 75, No Precipitation, 29, 0, Indescernable, 95, 80, Drought
83, Soladain, Yarthmont, 28, 90, 70, No Precipitation, 38, 10, Prevailing Direction, 95, 70, Drought
84, Lunadain, Klairmont, 1, 90, 75, No Precipitation, 28, 10, Prevailing Direction, 95, 80, Drought
85, Gromdain, Klairmont, 2, 90, 70, No Precipitation, 22, 20, From Arctic, 95, 70, Drought
86, Tserdain, Klairmont, 3, 90, 75, No Precipitation, 22, 20, Prevailing Direction, 95, 75, Drought
87, Moldain, Klairmont, 4, 90, 70, No Precipitation, 26, 35, From Arctic, 95, 70, Drought
88, Nytdain, Klairmont, 5, 95, 75, No Precipitation, 39, 20, Prevailing Direction, 100, 75, Normal
89, Loshdain, Klairmont, 6, 95, 75, No Precipitation, 39, 20, Prevailing Direction, 100, 75, Normal
90, Soladain, Klairmont, 7, 90, 75, No Precipitation, 35, 30, Prevailing Direction, 95, 75, Normal
91, Lunadain, Klairmont, 8, 90, 70, No Precipitation, 29, 45, From Arctic, 90, 70, Normal
92, Gromdain, Klairmont, 9, 90, 70, No Precipitation, 21, 45, Prevailing Direction, 90, 70, Normal
93, Tserdain, Klairmont, 10, 95, 75, Trace Rain (<1/8 inch), 29, 35, From Tropics, 100, 75, Normal
94, Moldain, Klairmont, 11, 100, 80, No Precipitation, 30, 25, Prevailing Direction, 105, 80, Normal
95, Nytdain, Klairmont, 12, 95, 75, No Precipitation, 24, 35, Prevailing Direction, 100, 75, Normal
96, Loshdain, Klairmont, 13, 115, 85, Trace Rain (<1/8 inch), 31, 0, Indescernable, 125, 90, Normal
97, Soladain, Klairmont, 14, 105, 80, No Precipitation, 38, 10, Prevailing Direction, 115, 85, Normal
98, Lunadain, Klairmont, 15, 115, 85, No Precipitation, 24, 0, Indescernable, 125, 90, Normal
99, Gromdain, Klairmont, 16, 100, 80, Trace Rain (<1/8 inch), 24, 10, From Arctic, 110, 85, Normal
100, Tserdain, Klairmont, 17, 105, 80, No Precipitation, 25, 0, Indescernable, 115, 85, Normal
101, Moldain, Klairmont, 18, 100, 80, No Precipitation, 27, 10, Prevailing Direction, 110, 85, Normal
102, Nytdain, Klairmont, 19, 105, 80, No Precipitation, 38, 0, Indescernable, 115, 85, Normal
103, Loshdain, Klairmont, 20, 95, 75, No Precipitation, 32, 15, From Arctic, 105, 80, Normal
104, Soladain, Klairmont, 21, 105, 80, No Precipitation, 22, 5, From Tropics, 115, 85, Normal
105, Lunadain, Klairmont, 22, 100, 80, No Precipitation, 22, 20, Prevailing Direction, 105, 80, Normal
106, Gromdain, Klairmont, 23, 95, 75, No Precipitation, 25, 30, Prevailing Direction, 100, 75, Normal
107, Tserdain, Klairmont, 24, 90, 70, No Precipitation, 40, 40, From Arctic, 90, 70, Normal
108, Moldain, Klairmont, 25, 95, 75, No Precipitation, 40, 30, From Tropics, 100, 75, Normal
109, Nytdain, Klairmont, 26, 105, 80, No Precipitation, 34, 20, From Tropics, 110, 80, Normal
110, Loshdain, Klairmont, 27, 115, 85, No Precipitation, 32, 5, Prevailing Direction, 125, 90, Normal
111, Soladain, Klairmont, 28, 115, 85, No Precipitation, 36, 0, Indescernable, 125, 90, Normal
112, Lunadain, Felmont, 1, 115, 85, No Precipitation, 27, 0, Indescernable, 125, 90, Normal
113, Gromdain, Felmont, 2, 100, 80, No Precipitation, 32, 15, Prevailing Direction, 110, 85, Normal
114, Tserdain, Felmont, 3, 90, 75, No Precipitation, 35, 25, From Arctic, 95, 75, Normal
115, Moldain, Felmont, 4, 95, 75, No Precipitation, 21, 10, Prevailing Direction, 105, 80, Normal
116, Nytdain, Felmont, 5, 105, 80, Trace Rain (<1/8 inch), 33, 0, Indescernable, 115, 85, Normal
117, Loshdain, Felmont, 6, 115, 85, Trace Rain (<1/8 inch), 27, 0, Indescernable, 125, 90, Normal
118, Soladain, Felmont, 7, 100, 80, No Precipitation, 30, 15, Prevailing Direction, 110, 85, Normal
119, Lunadain, Felmont, 8, 105, 80, Trace Rain (<1/8 inch), 23, 5, Prevailing Direction, 115, 85, Normal
120, Gromdain, Felmont, 9, 100, 80, No Precipitation, 27, 20, Prevailing Direction, 105, 80, Normal
121, Tserdain, Felmont, 10, 90, 70, Trace Rain (<1/8 inch), 38, 0, Indescernable, 95, 70, Normal
122, Moldain, Felmont, 11, 100, 80, No Precipitation, 22, 0, Indescernable, 110, 85, Normal
123, Nytdain, Felmont, 12, 115, 85, No Precipitation, 25, 0, Indescernable, 125, 90, Drought
124, Loshdain, Felmont, 13, 105, 80, No Precipitation, 27, 10, Prevailing Direction, 115, 85, Drought
125, Soladain, Felmont, 14, 100, 80, No Precipitation, 38, 20, Prevailing Direction, 105, 80, Drought
126, Lunadain, Felmont, 15, 90, 75, No Precipitation, 40, 35, From Arctic, 95, 75, Drought
127, Gromdain, Felmont, 16, 90, 75, No Precipitation, 26, 35, Prevailing Direction, 95, 75, Drought
128, Tserdain, Felmont, 17, 95, 75, No Precipitation, 24, 20, Prevailing Direction, 100, 75, Drought
129, Moldain, Felmont, 18, 105, 80, No Precipitation, 39, 10, From Tropics, 115, 85, Normal
130, Nytdain, Felmont, 19, 115, 85, No Precipitation, 28, 0, Indescernable, 125, 90, Normal
131, Loshdain, Felmont, 20, 115, 85, No Precipitation, 29, 0, Indescernable, 125, 90, Normal
132, Soladain, Felmont, 21, 115, 85, No Precipitation, 27, 0, Indescernable, 125, 90, Normal
133, Lunadain, Felmont, 22, 115, 85, No Precipitation, 40, 0, Indescernable, 125, 90, Normal
134, Gromdain, Felmont, 23, 105, 80, No Precipitation, 21, 0, Indescernable, 115, 85, Normal
135, Tserdain, Felmont, 24, 100, 80, No Precipitation, 36, 10, Prevailing Direction, 110, 85, Normal
136, Moldain, Felmont, 25, 100, 80, No Precipitation, 34, 10, Prevailing Direction, 110, 85, Normal
137, Nytdain, Felmont, 26, 95, 75, No Precipitation, 38, 20, Prevailing Direction, 100, 75, Normal
138, Loshdain, Felmont, 27, 90, 75, No Precipitation, 37, 35, Prevailing Direction, 95, 75, Normal
139, Soladain, Felmont, 28, 100, 80, Trace Rain (<1/8 inch), 37, 25, From Tropics, 105, 80, Normal
140, Lunadain, Fyrmont, 1, 105, 80, No Precipitation, 39, 15, Prevailing Direction, 115, 85, Normal
141, Gromdain, Fyrmont, 2, 105, 80, No Precipitation, 35, 5, Prevailing Direction, 115, 85, Normal
142, Tserdain, Fyrmont, 3, 105, 80, No Precipitation, 35, 0, Indescernable, 115, 85, Normal
143, Moldain, Fyrmont, 4, 100, 80, No Precipitation, 27, 10, Prevailing Direction, 110, 85, Normal
144, Nytdain, Fyrmont, 5, 105, 80, No Precipitation, 30, 0, Indescernable, 115, 85, Drought
145, Loshdain, Fyrmont, 6, 105, 80, No Precipitation, 31, 0, Indescernable, 115, 85, Drought
146, Soladain, Fyrmont, 7, 90, 75, No Precipitation, 25, 15, From Arctic, 95, 80, Drought
147, Lunadain, Fyrmont, 8, 95, 75, No Precipitation, 21, 5, Prevailing Direction, 105, 80, Drought
148, Gromdain, Fyrmont, 9, 90, 70, No Precipitation, 27, 20, From Arctic, 95, 70, Drought
149, Tserdain, Fyrmont, 10, 95, 75, No Precipitation, 24, 5, From Tropics, 105, 80, Drought
150, Moldain, Fyrmont, 11, 90, 75, No Precipitation, 22, 15, Prevailing Direction, 95, 80, Drought
151, Nytdain, Fyrmont, 12, 85, 70, No Precipitation, 23, 25, From Arctic, 90, 70, Drought
152, Loshdain, Fyrmont, 13, 85, 65, No Precipitation, 36, 40, Prevailing Direction, 85, 65, Drought
153, Soladain, Fyrmont, 14, 85, 70, No Precipitation, 36, 30, Prevailing Direction, 90, 70, Drought
154, Lunadain, Fyrmont, 15, 90, 70, No Precipitation, 28, 20, Prevailing Direction, 95, 70, Normal
155, Gromdain, Fyrmont, 16, 85, 70, No Precipitation, 34, 30, Prevailing Direction, 90, 70, Normal
156, Tserdain, Fyrmont, 17, 90, 70, No Precipitation, 33, 15, Prevailing Direction, 95, 70, Normal
157, Moldain, Fyrmont, 18, 95, 75, No Precipitation, 31, 0, Indescernable, 105, 80, Normal
158, Nytdain, Fyrmont, 19, 90, 70, No Precipitation, 28, 15, From Arctic, 95, 70, Normal
159, Loshdain, Fyrmont, 20, 85, 70, No Precipitation, 28, 30, Prevailing Direction, 90, 70, Normal
160, Soladain, Fyrmont, 21, 90, 75, No Precipitation, 30, 20, From Tropics, 95, 75, Normal
161, Lunadain, Fyrmont, 22, 90, 75, No Precipitation, 39, 20, Prevailing Direction, 95, 75, Normal
162, Gromdain, Fyrmont, 23, 90, 70, No Precipitation, 25, 30, Prevailing Direction, 95, 70, Normal
163, Tserdain, Fyrmont, 24, 95, 75, No Precipitation, 24, 20, From Tropics, 100, 75, Normal
164, Moldain, Fyrmont, 25, 95, 75, No Precipitation, 30, 20, Prevailing Direction, 100, 75, Normal
165, Nytdain, Fyrmont, 26, 90, 70, No Precipitation, 27, 35, From Arctic, 95, 70, Normal
166, Loshdain, Fyrmont, 27, 90, 75, No Precipitation, 21, 25, Prevailing Direction, 95, 75, Normal
167, Soladain, Fyrmont, 28, 90, 70, No Precipitation, 21, 40, Prevailing Direction, 90, 70, Normal
168, Lunadain, Ambyrmont, 1, 85, 70, No Precipitation, 29, 45, Prevailing Direction, 85, 70, Normal
169, Gromdain, Ambyrmont, 2, 85, 65, No Precipitation, 28, 45, Prevailing Direction, 85, 65, Normal
170, Tserdain, Ambyrmont, 3, 80, 60, No Precipitation, 33, 45, From Arctic, 80, 60, Normal
171, Moldain, Ambyrmont, 4, 80, 65, No Precipitation, 28, 35, Prevailing Direction, 80, 65, Normal
172, Nytdain, Ambyrmont, 5, 85, 65, No Precipitation, 25, 20, Prevailing Direction, 90, 65, Normal
173, Loshdain, Ambyrmont, 6, 80, 65, No Precipitation, 38, 35, Prevailing Direction, 80, 65, Normal
174, Soladain, Ambyrmont, 7, 85, 65, No Precipitation, 27, 20, Prevailing Direction, 90, 65, Normal
175, Lunadain, Ambyrmont, 8, 80, 60, No Precipitation, 21, 30, From Arctic, 80, 60, Normal
176, Gromdain, Ambyrmont, 9, 85, 65, No Precipitation, 25, 15, From Tropics, 90, 65, Normal
177, Tserdain, Ambyrmont, 10, 85, 65, No Precipitation, 24, 15, Prevailing Direction, 90, 65, Normal
178, Moldain, Ambyrmont, 11, 85, 70, No Precipitation, 34, 5, Prevailing Direction, 90, 70, Normal
179, Nytdain, Ambyrmont, 12, 90, 75, No Precipitation, 29, 0, Indescernable, 95, 80, Normal
180, Loshdain, Ambyrmont, 13, 95, 75, No Precipitation, 29, 0, Indescernable, 105, 80, Normal
181, Soladain, Ambyrmont, 14, 90, 70, No Precipitation, 32, 10, From Arctic, 95, 70, Normal
182, Lunadain, Ambyrmont, 15, 90, 70, No Precipitation, 33, 10, Prevailing Direction, 95, 70, Normal
183, Gromdain, Ambyrmont, 16, 85, 65, No Precipitation, 25, 25, From Arctic, 90, 65, Normal
184, Tserdain, Ambyrmont, 17, 90, 70, No Precipitation, 35, 15, From Tropics, 95, 70, Normal
185, Moldain, Ambyrmont, 18, 80, 65, No Precipitation, 35, 60, Prevailing, 80, 65, Gale
186, Nytdain, Ambyrmont, 19, 80, 65, No Precipitation, 24, 45, Prevailing Direction, 80, 65, Normal
187, Loshdain, Ambyrmont, 20, 80, 60, No Precipitation, 30, 45, Prevailing Direction, 80, 60, Normal
188, Soladain, Ambyrmont, 21, 80, 65, No Precipitation, 21, 35, Prevailing Direction, 80, 65, Normal
189, Lunadain, Ambyrmont, 22, 85, 70, No Precipitation, 29, 20, From Tropics, 90, 70, Normal
190, Gromdain, Ambyrmont, 23, 80, 65, No Precipitation, 30, 35, From Arctic, 80, 65, Normal
191, Tserdain, Ambyrmont, 24, 80, 65, No Precipitation, 38, 35, Prevailing Direction, 80, 65, Normal
192, Moldain, Ambyrmont, 25, 80, 60, No Precipitation, 38, 45, Prevailing Direction, 80, 60, Normal
193, Nytdain, Ambyrmont, 26, 80, 65, No Precipitation, 40, 35, Prevailing Direction, 80, 65, Normal
194, Loshdain, Ambyrmont, 27, 80, 60, No Precipitation, 39, 45, Prevailing Direction, 80, 60, Normal
195, Soladain, Ambyrmont, 28, 75, 55, No Precipitation, 25, 45, Prevailing Direction, 75, 55, Normal
196, Lunadain, Sviftmont, 1, 70, 55, No Precipitation, 22, 45, Prevailing Direction, 70, 55, Normal
197, Gromdain, Sviftmont, 2, 75, 55, No Precipitation, 29, 35, Prevailing Direction, 75, 55, Normal
198, Tserdain, Sviftmont, 3, 70, 55, No Precipitation, 33, 45, Prevailing Direction, 70, 55, Normal
199, Moldain, Sviftmont, 4, 70, 50, No Precipitation, 30, 45, Prevailing Direction, 70, 50, Normal
200, Nytdain, Sviftmont, 5, 70, 50, No Precipitation, 31, 45, Prevailing Direction, 70, 50, Normal
201, Loshdain, Sviftmont, 6, 60, 40, No Precipitation, 40, 45, From Arctic, 60, 40, Normal
202, Soladain, Sviftmont, 7, 60, 40, No Precipitation, 39, 45, Prevailing Direction, 60, 40, Normal
203, Lunadain, Sviftmont, 8, 70, 50, No Precipitation, 31, 30, Prevailing Direction, 70, 50, Normal
204, Gromdain, Sviftmont, 9, 75, 55, No Precipitation, 36, 15, From Tropics, 80, 55, Normal
205, Tserdain, Sviftmont, 10, 70, 55, Trace Rain (<1/8 inch), 27, 25, Prevailing Direction, 70, 55, Normal
206, Moldain, Sviftmont, 11, 75, 55, No Precipitation, 25, 10, Prevailing Direction, 80, 55, Normal
207, Nytdain, Sviftmont, 12, 75, 55, No Precipitation, 33, 10, Prevailing Direction, 80, 55, Normal
208, Loshdain, Sviftmont, 13, 75, 55, No Precipitation, 31, 10, Prevailing Direction, 80, 55, Normal
209, Soladain, Sviftmont, 14, 75, 55, No Precipitation, 33, 10, Prevailing Direction, 80, 55, Normal
210, Lunadain, Sviftmont, 15, 80, 60, Trace Rain (<1/8 inch), 34, 0, Indescernable, 85, 60, Normal
211, Gromdain, Sviftmont, 16, 75, 55, No Precipitation, 37, 10, Prevailing Direction, 80, 55, Normal
212, Tserdain, Sviftmont, 17, 70, 55, No Precipitation, 38, 25, Prevailing Direction, 70, 55, Normal
213, Moldain, Sviftmont, 18, 70, 50, No Precipitation, 27, 35, Prevailing Direction, 70, 50, Normal
214, Nytdain, Sviftmont, 19, 60, 40, No Precipitation, 26, 45, From Arctic, 60, 40, Normal
215, Loshdain, Sviftmont, 20, 70, 55, No Precipitation, 33, 30, From Tropics, 70, 55, Normal
216, Soladain, Sviftmont, 21, 80, 60, Trace Rain (<1/8 inch), 22, 20, From Tropics, 80, 60, Normal
217, Lunadain, Sviftmont, 22, 85, 65, Trace Rain (<1/8 inch), 39, 10, From Tropics, 90, 65, Normal
218, Gromdain, Sviftmont, 23, 80, 65, No Precipitation, 40, 25, Prevailing Direction, 80, 65, Normal
219, Tserdain, Sviftmont, 24, 85, 65, No Precipitation, 35, 15, Prevailing Direction, 90, 65, Normal
220, Moldain, Sviftmont, 25, 80, 60, No Precipitation, 24, 25, From Arctic, 80, 60, Normal
221, Nytdain, Sviftmont, 26, 80, 60, No Precipitation, 32, 25, Prevailing Direction, 80, 60, Normal
222, Loshdain, Sviftmont, 27, 70, 55, No Precipitation, 36, 35, From Arctic, 70, 55, Normal
223, Soladain, Sviftmont, 28, 70, 50, No Precipitation, 22, 45, Prevailing Direction, 70, 50, Normal
224, Lunadain, Eirmont, 1, 65, 45, No Precipitation, 28, 45, Prevailing Direction, 65, 45, Normal
225, Gromdain, Eirmont, 2, 65, 45, No Precipitation, 33, 45, Prevailing Direction, 65, 45, Normal
226, Tserdain, Eirmont, 3, 70, 55, No Precipitation, 23, 30, From Tropics, 70, 55, Normal
227, Moldain, Eirmont, 4, 80, 60, Trace Rain (<1/8 inch), 35, 20, From Tropics, 80, 60, Normal
228, Nytdain, Eirmont, 5, 80, 65, No Precipitation, 23, 10, Prevailing Direction, 85, 65, Normal
229, Loshdain, Eirmont, 6, 80, 65, No Precipitation, 27, 0, Indescernable, 85, 65, Normal
230, Soladain, Eirmont, 7, 80, 65, No Precipitation, 34, 0, Indescernable, 85, 65, Normal
231, Lunadain, Eirmont, 8, 75, 55, No Precipitation, 38, 15, Prevailing Direction, 80, 55, Normal
232, Gromdain, Eirmont, 9, 70, 55, No Precipitation, 31, 25, Prevailing Direction, 70, 55, Normal
233, Tserdain, Eirmont, 10, 75, 55, No Precipitation, 40, 10, Prevailing Direction, 80, 55, Normal
234, Moldain, Eirmont, 11, 70, 55, No Precipitation, 33, 20, Prevailing Direction, 70, 55, Normal
235, Nytdain, Eirmont, 12, 80, 60, No Precipitation, 29, 5, From Tropics, 85, 60, Normal
236, Loshdain, Eirmont, 13, 75, 55, No Precipitation, 40, 20, Prevailing Direction, 75, 55, Normal
237, Soladain, Eirmont, 14, 70, 55, No Precipitation, 37, 35, Prevailing Direction, 70, 55, Normal
238, Lunadain, Eirmont, 15, 65, 45, No Precipitation, 23, 45, From Arctic, 65, 45, Normal
239, Gromdain, Eirmont, 16, 50, 30, Trace Rain (<1/8 inch), 30, 45, From Arctic, 50, -75, Normal
240, Tserdain, Eirmont, 17, 70, 50, Trace Rain (<1/8 inch), 21, 0, Indescernable, 70, 50, Normal
241, Moldain, Eirmont, 18, 70, 55, No Precipitation, 38, 0, Indescernable, 70, 55, Normal
242, Nytdain, Eirmont, 19, 70, 55, No Precipitation, 28, 0, Indescernable, 70, 55, Normal
243, Loshdain, Eirmont, 20, 70, 55, No Precipitation, 27, 0, Indescernable, 70, 55, Normal
244, Soladain, Eirmont, 21, 65, 45, No Precipitation, 26, 15, From Arctic, 65, 45, Normal
245, Lunadain, Eirmont, 22, 60, 40, No Precipitation, 28, 25, Prevailing Direction, 60, 40, Normal
246, Gromdain, Eirmont, 23, 60, 40, No Precipitation, 26, 25, Prevailing Direction, 60, 40, Normal
247, Tserdain, Eirmont, 24, 60, 40, No Precipitation, 32, 25, Prevailing Direction, 60, 40, Normal
248, Moldain, Eirmont, 25, 50, 30, No Precipitation, 38, 35, Prevailing Direction, 50, -75, Normal
249, Nytdain, Eirmont, 26, 65, 45, No Precipitation, 39, 25, From Tropics, 65, 45, Normal
250, Loshdain, Eirmont, 27, 65, 45, No Precipitation, 21, 25, Prevailing Direction, 65, 45, Normal
251, Soladain, Eirmont, 28, 70, 50, No Precipitation, 27, 10, Prevailing Direction, 70, 50, Normal
252, Lunadain, Kaldmont, 1, 75, 55, No Precipitation, 24, 0, Indescernable, 80, 55, Normal
253, Gromdain, Kaldmont, 2, 80, 65, No Precipitation, 28, 0, Indescernable, 85, 65, Normal
254, Tserdain, Kaldmont, 3, 85, 65, No Precipitation, 22, 0, Indescernable, 90, 65, Normal
