day, weekday, month, monthday, hi, lo, precip, humiditymod, wind, windir, eff_high, eff_low, spec
27, Soladain, Thaumont, 28, 65, 45, Moderate Rain (<3/4 inch), 84, 25, From Arctic, 70, 45, Normal
28, Lunadain, Flaurmont, 1, 60, 40, Light Rain (<1/2 inch), 89, 35, Prevailing Direction, 65, 40, Normal
29, Gromdain, Flaurmont, 2, 60, 40, No Precipitation, 71, 35, Prevailing Direction, 65, 40, Normal
30, Tserdain, Flaurmont, 3, 65, 45, Light Rain (<1/2 inch), 84, 25, Prevailing Direction, 70, 45, Normal
31, Moldain, Flaurmont, 4, 70, 50, No Precipitation, 89, 10, Prevailing Direction, 80, 50, Normal
32, Nytdain, Flaurmont, 5, 60, 40, Moderate Rain (<3/4 inch), 79, 20, From Arctic, 65, 40, Normal
33, Loshdain, Flaurmont, 6, 50, 30, No Precipitation, 75, 35, From Arctic, 50, -75, Normal
34, Soladain, Flaurmont, 7, 60, 40, Moderate Rain (<3/4 inch), 74, 25, Prevailing Direction, 65, 40, Normal
35, Lunadain, Flaurmont, 8, 65, 45, Light Rain (<1/2 inch), 90, 15, Prevailing Direction, 75, 45, Normal
36, Gromdain, Flaurmont, 9, 50, 30, Heavy Rain (<1.5 inch), 79, 25, From Arctic, 50, -65, Normal
37, Tserdain, Flaurmont, 10, 50, 30, Light Rain (<1/2 inch), 71, 35, From Arctic, 50, -75, Normal
38, Moldain, Flaurmont, 11, 50, 30, No Precipitation, 85, 45, Prevailing Direction, 50, -75, Normal
39, Nytdain, Flaurmont, 12, 65, 45, Light Rain (<1/2 inch), 86, 35, From Tropics, 70, 45, Normal
40, Loshdain, Flaurmont, 13, 70, 50, No Precipitation, 74, 20, Prevailing Direction, 75, 50, Normal
41, Soladain, Flaurmont, 14, 75, 55, No Precipitation, 90, 5, From Tropics, 85, 65, Normal
42, Lunadain, Flaurmont, 15, 70, 55, Light Rain (<1/2 inch), 80, 15, Prevailing Direction, 80, 65, Normal
43, Gromdain, Flaurmont, 16, 80, 60, Moderate Rain (<3/4 inch), 77, 5, From Tropics, 90, 70, Normal
44, Tserdain, Flaurmont, 17, 80, 65, No Precipitation, 77, 0, Indescernable, 90, 75, Normal
45, Moldain, Flaurmont, 18, 75, 55, Heavy Rain (<1.5 inch), 79, 10, From Arctic, 85, 65, Normal
46, Nytdain, Flaurmont, 19, 70, 55, Light Rain (<1/2 inch), 85, 20, Prevailing Direction, 75, 60, Normal
47, Loshdain, Flaurmont, 20, 70, 50, Moderate Rain (<3/4 inch), 89, 30, Prevailing Direction, 75, 50, Normal
48, Soladain, Flaurmont, 21, 70, 55, Moderate Rain (<3/4 inch), 80, 20, Prevailing Direction, 75, 60, Normal
49, Lunadain, Flaurmont, 22, 75, 55, Moderate Rain (<3/4 inch), 78, 10, Prevailing Direction, 85, 65, Normal
50, Gromdain, Flaurmont, 23, 70, 50, Heavy Rain (<1.5 inch), 78, 20, From Arctic, 75, 50, Normal
51, Tserdain, Flaurmont, 24, 75, 55, Light Rain (<1/2 inch), 78, 10, From Tropics, 85, 65, Normal
52, Moldain, Flaurmont, 25, 80, 65, Light Rain (<1/2 inch), 89, 0, Indescernable, 90, 75, Normal
53, Nytdain, Flaurmont, 26, 75, 55, No Precipitation, 75, 15, From Arctic, 85, 65, Normal
54, Loshdain, Flaurmont, 27, 70, 55, Moderate Rain (<3/4 inch), 78, 25, Prevailing Direction, 75, 60, Normal
55, Soladain, Flaurmont, 28, 70, 50, Heavy Rain (<1.5 inch), 80, 35, Prevailing Direction, 75, 50, Normal
56, Lunadain, Yarthmont, 1, 75, 55, No Precipitation, 43, 20, From Tropics, 80, 55, Normal
57, Gromdain, Yarthmont, 2, 70, 55, Trace Rain (<1/8 inch), 45, 30, Prevailing Direction, 70, 55, Normal
58, Tserdain, Yarthmont, 3, 70, 50, No Precipitation, 52, 45, Prevailing Direction, 70, 50, Normal
59, Moldain, Yarthmont, 4, 70, 50, No Precipitation, 57, 45, Prevailing Direction, 70, 50, Normal
60, Nytdain, Yarthmont, 5, 70, 55, Moderate Rain (<3/4 inch), 57, 35, Prevailing Direction, 70, 55, Normal
61, Loshdain, Yarthmont, 6, 60, 40, Moderate Rain (<3/4 inch), 42, 0, Indescernable, 65, 40, Normal
62, Soladain, Yarthmont, 7, 70, 50, No Precipitation, 59, 0, Indescernable, 75, 50, Normal
63, Lunadain, Yarthmont, 8, 70, 55, Light Rain (<1/2 inch), 45, 0, Indescernable, 75, 60, Normal
64, Gromdain, Yarthmont, 9, 70, 50, Trace Rain (<1/8 inch), 69, 10, Prevailing Direction, 75, 50, Normal
65, Tserdain, Yarthmont, 10, 70, 55, No Precipitation, 53, 0, Indescernable, 75, 60, Normal
66, Moldain, Yarthmont, 11, 75, 55, No Precipitation, 51, 0, Indescernable, 80, 60, Normal
67, Nytdain, Yarthmont, 12, 75, 55, No Precipitation, 65, 0, Indescernable, 80, 60, Normal
68, Loshdain, Yarthmont, 13, 80, 60, No Precipitation, 60, 0, Indescernable, 85, 65, Normal
69, Soladain, Yarthmont, 14, 80, 60, No Precipitation, 50, 0, Indescernable, 85, 65, Normal
70, Lunadain, Yarthmont, 15, 80, 65, Trace Rain (<1/8 inch), 64, 0, Indescernable, 85, 70, Normal
71, Gromdain, Yarthmont, 16, 80, 65, No Precipitation, 45, 0, Indescernable, 85, 70, Normal
72, Tserdain, Yarthmont, 17, 80, 65, No Precipitation, 59, 0, Indescernable, 85, 70, Normal
73, Moldain, Yarthmont, 18, 80, 60, No Precipitation, 67, 15, Prevailing Direction, 85, 65, Normal
74, Nytdain, Yarthmont, 19, 85, 65, Light Rain (<1/2 inch), 67, 5, From Tropics, 95, 70, Normal
75, Loshdain, Yarthmont, 20, 80, 65, Light Rain (<1/2 inch), 50, 15, Prevailing Direction, 85, 70, Normal
76, Soladain, Yarthmont, 21, 75, 55, Moderate Rain (<3/4 inch), 66, 25, From Arctic, 80, 55, Normal
77, Lunadain, Yarthmont, 22, 80, 60, Light Rain (<1/2 inch), 56, 15, Prevailing Direction, 85, 65, Normal
78, Gromdain, Yarthmont, 23, 75, 55, No Precipitation, 64, 30, Prevailing Direction, 80, 55, Normal
79, Tserdain, Yarthmont, 24, 70, 55, No Precipitation, 66, 45, Prevailing Direction, 70, 55, Normal
80, Moldain, Yarthmont, 25, 70, 50, No Precipitation, 57, 45, Prevailing Direction, 70, 50, Normal
81, Nytdain, Yarthmont, 26, 70, 55, No Precipitation, 48, 30, Prevailing Direction, 70, 55, Normal
82, Loshdain, Yarthmont, 27, 75, 55, Light Rain (<1/2 inch), 52, 20, Prevailing Direction, 80, 55, Normal
83, Soladain, Yarthmont, 28, 75, 55, No Precipitation, 44, 20, Prevailing Direction, 80, 55, Normal
84, Lunadain, Klairmont, 1, 80, 60, Trace Rain (<1/8 inch), 60, 10, Prevailing Direction, 85, 65, Normal
85, Gromdain, Klairmont, 2, 75, 55, Trace Rain (<1/8 inch), 61, 20, Prevailing Direction, 80, 55, Normal
86, Tserdain, Klairmont, 3, 70, 55, No Precipitation, 60, 35, Prevailing Direction, 70, 55, Normal
87, Moldain, Klairmont, 4, 75, 55, No Precipitation, 64, 20, Prevailing Direction, 80, 55, Normal
88, Nytdain, Klairmont, 5, 70, 55, No Precipitation, 62, 35, Prevailing Direction, 70, 55, Normal
89, Loshdain, Klairmont, 6, 75, 55, No Precipitation, 48, 20, Prevailing Direction, 80, 55, Normal
90, Soladain, Klairmont, 7, 80, 60, No Precipitation, 42, 10, Prevailing Direction, 85, 65, Normal
91, Lunadain, Klairmont, 8, 80, 60, No Precipitation, 67, 10, Prevailing Direction, 85, 65, Normal
92, Gromdain, Klairmont, 9, 80, 65, No Precipitation, 64, 0, Indescernable, 85, 70, Normal
93, Tserdain, Klairmont, 10, 75, 55, No Precipitation, 47, 15, From Arctic, 80, 60, Normal
94, Moldain, Klairmont, 11, 80, 60, Light Rain (<1/2 inch), 65, 5, Prevailing Direction, 85, 65, Normal
95, Nytdain, Klairmont, 12, 80, 65, Trace Rain (<1/8 inch), 50, 0, Indescernable, 85, 70, Normal
96, Loshdain, Klairmont, 13, 80, 60, No Precipitation, 55, 15, Prevailing Direction, 85, 65, Normal
97, Soladain, Klairmont, 14, 85, 70, No Precipitation, 58, 0, Indescernable, 95, 75, Drought
98, Lunadain, Klairmont, 15, 90, 70, No Precipitation, 66, 0, Indescernable, 100, 75, Drought
99, Gromdain, Klairmont, 16, 85, 65, No Precipitation, 64, 10, From Arctic, 95, 70, Drought
100, Tserdain, Klairmont, 17, 85, 70, No Precipitation, 51, 0, Indescernable, 95, 75, Drought
101, Moldain, Klairmont, 18, 90, 70, No Precipitation, 66, 0, Indescernable, 100, 75, Drought
102, Nytdain, Klairmont, 19, 90, 75, No Precipitation, 62, 0, Indescernable, 100, 80, Drought
103, Loshdain, Klairmont, 20, 95, 75, No Precipitation, 59, 0, Indescernable, 110, 80, Drought
104, Soladain, Klairmont, 21, 95, 75, No Precipitation, 42, 0, Indescernable, 110, 80, Drought
105, Lunadain, Klairmont, 22, 100, 80, No Precipitation, 56, 0, Indescernable, 115, 85, Drought
106, Gromdain, Klairmont, 23, 100, 80, No Precipitation, 60, 0, Indescernable, 115, 85, Drought
107, Tserdain, Klairmont, 24, 90, 75, Trace Rain (<1/8 inch), 54, 10, From Arctic, 100, 80, Normal
108, Moldain, Klairmont, 25, 90, 70, No Precipitation, 56, 20, Prevailing Direction, 95, 70, Normal
109, Nytdain, Klairmont, 26, 90, 75, Trace Rain (<1/8 inch), 69, 10, Prevailing Direction, 100, 80, Normal
110, Loshdain, Klairmont, 27, 90, 70, No Precipitation, 41, 20, Prevailing Direction, 95, 70, Normal
111, Soladain, Klairmont, 28, 85, 65, Light Rain (<1/2 inch), 67, 30, From Arctic, 90, 65, Normal
112, Lunadain, Felmont, 1, 80, 65, Light Rain (<1/2 inch), 76, 40, Prevailing Direction, 85, 65, Normal
113, Gromdain, Felmont, 2, 80, 65, No Precipitation, 83, 40, Prevailing Direction, 85, 65, Normal
114, Tserdain, Felmont, 3, 85, 65, Moderate Rain (<3/4 inch), 74, 30, Prevailing Direction, 95, 70, Normal
115, Moldain, Felmont, 4, 90, 70, Moderate Rain (<3/4 inch), 71, 20, From Tropics, 100, 75, Normal
116, Nytdain, Felmont, 5, 90, 70, No Precipitation, 78, 20, Prevailing Direction, 100, 75, Normal
117, Loshdain, Felmont, 6, 85, 70, Moderate Rain (<3/4 inch), 74, 30, Prevailing Direction, 95, 75, Normal
118, Soladain, Felmont, 7, 80, 60, Heavy Rain (<1.5 inch), 79, 0, Indescernable, 90, 70, Normal
119, Lunadain, Felmont, 8, 85, 65, No Precipitation, 85, 0, Indescernable, 100, 75, Normal
120, Gromdain, Felmont, 9, 80, 65, No Precipitation, 74, 15, Prevailing Direction, 90, 75, Normal
121, Tserdain, Felmont, 10, 75, 55, No Precipitation, 86, 30, From Arctic, 80, 60, Normal
122, Moldain, Felmont, 11, 80, 65, Heavy Rain (<1.5 inch), 77, 20, From Tropics, 85, 70, Normal
123, Nytdain, Felmont, 12, 80, 60, No Precipitation, 84, 35, Prevailing Direction, 85, 65, Normal
124, Loshdain, Felmont, 13, 85, 65, Light Rain (<1/2 inch), 81, 25, From Tropics, 95, 70, Normal
125, Soladain, Felmont, 14, 90, 70, Moderate Rain (<3/4 inch), 82, 15, From Tropics, 105, 80, Normal
126, Lunadain, Felmont, 15, 85, 70, No Precipitation, 89, 30, Prevailing Direction, 95, 75, Normal
127, Gromdain, Felmont, 16, 85, 65, Light Rain (<1/2 inch), 72, 40, Prevailing Direction, 90, 65, Normal
128, Tserdain, Felmont, 17, 85, 65, No Precipitation, 78, 40, Prevailing Direction, 90, 65, Normal
129, Moldain, Felmont, 18, 85, 70, No Precipitation, 81, 25, Prevailing Direction, 95, 75, Normal
130, Nytdain, Felmont, 19, 80, 60, Heavy Rain (<1.5 inch), 89, 0, Indescernable, 90, 70, Normal
131, Loshdain, Felmont, 20, 80, 65, Moderate Rain (<3/4 inch), 85, 0, Indescernable, 90, 75, Normal
132, Soladain, Felmont, 21, 80, 60, Light Rain (<1/2 inch), 88, 10, Prevailing Direction, 90, 70, Normal
133, Lunadain, Felmont, 22, 80, 65, No Precipitation, 72, 0, Indescernable, 90, 75, Normal
134, Gromdain, Felmont, 23, 85, 65, Heavy Rain (<1.5 inch), 74, 0, Indescernable, 100, 75, Normal
135, Tserdain, Felmont, 24, 90, 70, Light Rain (<1/2 inch), 79, 0, Indescernable, 105, 80, Normal
136, Moldain, Felmont, 25, 85, 70, Light Rain (<1/2 inch), 81, 10, Prevailing Direction, 100, 80, Normal
137, Nytdain, Felmont, 26, 85, 65, No Precipitation, 77, 25, Prevailing Direction, 95, 70, Normal
138, Loshdain, Felmont, 27, 90, 75, Heavy Rain (<1.5 inch), 89, 0, Indescernable, 105, 85, Normal
139, Soladain, Felmont, 28, 95, 75, No Precipitation, 78, 0, Indescernable, 115, 85, Normal
140, Lunadain, Fyrmont, 1, 90, 70, No Precipitation, 82, 15, Prevailing Direction, 105, 80, Normal
141, Gromdain, Fyrmont, 2, 90, 70, No Precipitation, 79, 15, Prevailing Direction, 105, 80, Normal
142, Tserdain, Fyrmont, 3, 85, 70, Light Rain (<1/2 inch), 88, 25, Prevailing Direction, 95, 75, Normal
143, Moldain, Fyrmont, 4, 80, 65, Moderate Rain (<3/4 inch), 87, 35, From Arctic, 85, 70, Normal
144, Nytdain, Fyrmont, 5, 75, 55, No Precipitation, 84, 45, From Arctic, 80, 55, Normal
145, Loshdain, Fyrmont, 6, 80, 60, Moderate Rain (<3/4 inch), 74, 35, Prevailing Direction, 85, 65, Normal
146, Soladain, Fyrmont, 7, 75, 55, Moderate Rain (<3/4 inch), 79, 45, Prevailing Direction, 80, 55, Normal
147, Lunadain, Fyrmont, 8, 70, 55, No Precipitation, 84, 45, Prevailing Direction, 70, 55, Normal
148, Gromdain, Fyrmont, 9, 75, 55, Light Rain (<1/2 inch), 78, 35, Prevailing Direction, 80, 60, Normal
149, Tserdain, Fyrmont, 10, 75, 55, No Precipitation, 81, 35, Prevailing Direction, 80, 60, Normal
150, Moldain, Fyrmont, 11, 75, 55, No Precipitation, 72, 35, Prevailing Direction, 80, 60, Normal
151, Nytdain, Fyrmont, 12, 80, 60, No Precipitation, 82, 20, Prevailing Direction, 85, 65, Normal
152, Loshdain, Fyrmont, 13, 70, 55, Heavy Rain (<1.5 inch), 72, 30, From Arctic, 75, 60, Normal
153, Soladain, Fyrmont, 14, 70, 55, No Precipitation, 71, 30, Prevailing Direction, 75, 60, Normal
154, Lunadain, Fyrmont, 15, 80, 60, Heavy Rain (<1.5 inch), 76, 20, From Tropics, 85, 65, Normal
155, Gromdain, Fyrmont, 16, 85, 65, No Precipitation, 90, 5, From Tropics, 100, 75, Normal
156, Tserdain, Fyrmont, 17, 80, 65, Light Rain (<1/2 inch), 72, 15, Prevailing Direction, 90, 75, Normal
157, Moldain, Fyrmont, 18, 80, 60, Moderate Rain (<3/4 inch), 81, 25, Prevailing Direction, 85, 65, Normal
158, Nytdain, Fyrmont, 19, 85, 65, Moderate Rain (<3/4 inch), 84, 15, From Tropics, 100, 75, Normal
159, Loshdain, Fyrmont, 20, 85, 70, No Precipitation, 88, 0, Indescernable, 100, 80, Normal
160, Soladain, Fyrmont, 21, 80, 65, Heavy Rain (<1.5 inch), 76, 10, From Arctic, 90, 75, Normal
161, Lunadain, Fyrmont, 22, 85, 65, Light Rain (<1/2 inch), 85, 0, Indescernable, 100, 75, Normal
162, Gromdain, Fyrmont, 23, 85, 65, No Precipitation, 81, 0, Indescernable, 100, 75, Normal
163, Tserdain, Fyrmont, 24, 80, 65, Moderate Rain (<3/4 inch), 72, 10, Prevailing Direction, 90, 75, Normal
164, Moldain, Fyrmont, 25, 80, 60, Light Rain (<1/2 inch), 86, 20, Prevailing Direction, 85, 65, Normal
165, Nytdain, Fyrmont, 26, 80, 65, Heavy Rain (<1.5 inch), 77, 10, Prevailing Direction, 90, 75, Normal
166, Loshdain, Fyrmont, 27, 80, 60, Moderate Rain (<3/4 inch), 86, 20, Prevailing Direction, 85, 65, Normal
167, Soladain, Fyrmont, 28, 85, 65, No Precipitation, 83, 5, From Tropics, 100, 75, Normal
168, Lunadain, Ambyrmont, 1, 80, 60, Trace Rain (<1/8 inch), 69, 15, From Arctic, 85, 65, Normal
169, Gromdain, Ambyrmont, 2, 75, 55, Moderate Rain (<3/4 inch), 61, 25, Prevailing Direction, 80, 55, Normal
170, Tserdain, Ambyrmont, 3, 80, 65, Light Rain (<1/2 inch), 56, 15, From Tropics, 85, 70, Normal
171, Moldain, Ambyrmont, 4, 85, 65, No Precipitation, 59, 0, Indescernable, 95, 70, Normal
172, Nytdain, Ambyrmont, 5, 75, 55, No Precipitation, 47, 15, From Arctic, 80, 60, Normal
173, Loshdain, Ambyrmont, 6, 75, 55, No Precipitation, 69, 15, Prevailing Direction, 80, 60, Normal
174, Soladain, Ambyrmont, 7, 70, 50, No Precipitation, 43, 30, From Arctic, 70, 50, Normal
175, Lunadain, Ambyrmont, 8, 50, 30, Severe Snowstorm, 67, 0, Indescernable, 50, -5, Extreme Precipitation
176, Gromdain, Ambyrmont, 9, 30, 15, Moderate Snow (2 inch), 53, 0, Indescernable, -5, -5, Normal
177, Tserdain, Ambyrmont, 10, 40, 20, No Precipitation, 57, 0, Indescernable, 40, -5, Normal
178, Moldain, Ambyrmont, 11, 40, 20, No Precipitation, 47, 0, Indescernable, 40, -5, Normal
179, Nytdain, Ambyrmont, 12, 50, 30, Trace Rain (<1/8 inch), 50, 0, Indescernable, 50, -5, Normal
180, Loshdain, Ambyrmont, 13, 50, 30, No Precipitation, 58, 0, Indescernable, 50, -5, Normal
181, Soladain, Ambyrmont, 14, 65, 45, Light Rain (<1/2 inch), 55, 0, Indescernable, 70, 45, Normal
182, Lunadain, Ambyrmont, 15, 60, 40, No Precipitation, 66, 15, Prevailing Direction, 65, 40, Normal
183, Gromdain, Ambyrmont, 16, 40, 20, Moderate Snow (2 inch), 46, 25, From Arctic, 40, -65, Normal
184, Tserdain, Ambyrmont, 17, 50, 30, Light Rain (<1/2 inch), 43, 15, Prevailing Direction, 50, -45, Normal
185, Moldain, Ambyrmont, 18, 30, 15, Moderate Snow (2 inch), 63, 0, Indescernable, -5, -5, Normal
186, Nytdain, Ambyrmont, 19, 25, 10, Moderate Snow (2 inch), 60, 10, From Arctic, -15, -30, Normal
187, Loshdain, Ambyrmont, 20, 25, 10, Moderate Snow (2 inch), 69, 20, From Arctic, -30, -55, Normal
188, Soladain, Ambyrmont, 21, 30, 15, Light Snow (1 inch), 45, 10, Prevailing Direction, -15, -30, Normal
189, Lunadain, Ambyrmont, 22, 40, 20, Light Snow (1 inch), 47, 0, Indescernable, 40, -5, Normal
190, Gromdain, Ambyrmont, 23, 40, 20, No Precipitation, 55, 0, Indescernable, 40, -5, Normal
191, Tserdain, Ambyrmont, 24, 50, 30, Trace Rain (<1/8 inch), 64, 0, Indescernable, 50, -5, Normal
192, Moldain, Ambyrmont, 25, 40, 20, Light Snow (1 inch), 45, 10, Prevailing Direction, 40, -30, Normal
193, Nytdain, Ambyrmont, 26, 50, 30, No Precipitation, 63, 0, Indescernable, 50, -5, Normal
194, Loshdain, Ambyrmont, 27, 65, 45, No Precipitation, 56, 0, Indescernable, 70, 45, Normal
195, Soladain, Ambyrmont, 28, 60, 40, No Precipitation, 70, 15, Prevailing Direction, 65, 40, Normal
196, Lunadain, Sviftmont, 1, 60, 40, No Precipitation, 41, 15, Prevailing Direction, 65, 40, Normal
197, Gromdain, Sviftmont, 2, 65, 45, No Precipitation, 56, 0, Indescernable, 70, 45, Normal
198, Tserdain, Sviftmont, 3, 65, 45, No Precipitation, 65, 0, Indescernable, 70, 45, Normal
199, Moldain, Sviftmont, 4, 60, 40, No Precipitation, 47, 15, Prevailing Direction, 65, 40, Normal
200, Nytdain, Sviftmont, 5, 60, 40, No Precipitation, 59, 15, Prevailing Direction, 65, 40, Normal
201, Loshdain, Sviftmont, 6, 50, 30, No Precipitation, 46, 30, Prevailing Direction, 50, -70, Normal
202, Soladain, Sviftmont, 7, 40, 20, No Precipitation, 67, 45, Prevailing Direction, 40, -75, Normal
203, Lunadain, Sviftmont, 8, 40, 20, No Precipitation, 59, 45, Prevailing Direction, 40, -75, Normal
204, Gromdain, Sviftmont, 9, 40, 20, No Precipitation, 55, 45, Prevailing Direction, 40, -75, Normal
205, Tserdain, Sviftmont, 10, 30, 15, No Precipitation, 47, 45, From Arctic, -35, -75, Normal
206, Moldain, Sviftmont, 11, 30, 15, No Precipitation, 41, 45, Prevailing Direction, -35, -75, Normal
207, Nytdain, Sviftmont, 12, 25, 10, No Precipitation, 63, 45, Prevailing Direction, -40, -75, Normal
208, Loshdain, Sviftmont, 13, 18, 10, No Precipitation, 48, 45, Prevailing Direction, -45, -75, Normal
209, Soladain, Sviftmont, 14, 10, 0, Light Snow (1 inch), 47, 45, From Arctic, -50, -75, Normal
210, Lunadain, Sviftmont, 15, 25, 10, Light Snow (1 inch), 45, 35, From Tropics, -40, -75, Normal
211, Gromdain, Sviftmont, 16, 10, 0, No Precipitation, 56, 45, From Arctic, -50, -75, Normal
212, Tserdain, Sviftmont, 17, 18, 10, No Precipitation, 45, 45, Prevailing Direction, -45, -75, Normal
213, Moldain, Sviftmont, 18, 25, 10, No Precipitation, 60, 30, Prevailing Direction, -35, -70, Normal
214, Nytdain, Sviftmont, 19, 18, 10, No Precipitation, 47, 40, Prevailing Direction, -45, -75, Normal
215, Loshdain, Sviftmont, 20, 18, 10, No Precipitation, 55, 40, Prevailing Direction, -45, -75, Normal
216, Soladain, Sviftmont, 21, 30, 15, No Precipitation, 63, 25, From Tropics, -30, -65, Normal
217, Lunadain, Sviftmont, 22, 25, 10, No Precipitation, 55, 40, Prevailing Direction, -40, -75, Normal
218, Gromdain, Sviftmont, 23, 35, 15, Trace Snow (1/2 inch), 42, 30, From Tropics, -30, -70, Normal
219, Tserdain, Sviftmont, 24, 18, 10, Light Snow (1 inch), 55, 60, Prevailing, -45, -75, Gale
220, Moldain, Sviftmont, 25, 10, 0, No Precipitation, 56, 45, From Arctic, -50, -75, Normal
221, Nytdain, Sviftmont, 26, 18, 10, No Precipitation, 52, 45, Prevailing Direction, -45, -75, Normal
222, Loshdain, Sviftmont, 27, 18, 10, No Precipitation, 49, 45, Prevailing Direction, -45, -75, Normal
223, Soladain, Sviftmont, 28, 10, 0, Trace Snow (1/2 inch), 52, 45, From Arctic, -50, -75, Normal
224, Lunadain, Eirmont, 1, 18, 10, Moderate Snow (2 inch), 82, 35, Prevailing Direction, -40, -75, Normal
225, Gromdain, Eirmont, 2, 0, -10, Light Snow (1 inch), 72, 45, From Arctic, -50, -75, Normal
226, Tserdain, Eirmont, 3, 10, 0, No Precipitation, 82, 30, Prevailing Direction, -40, -70, Normal
227, Moldain, Eirmont, 4, 30, 15, Heavy Snow (4 inch), 78, 200, Prevailing Direction, -35, -75, Tornado
228, Nytdain, Eirmont, 5, 35, 15, No Precipitation, 71, 45, Prevailing Direction, -35, -75, Normal
229, Loshdain, Eirmont, 6, 25, 10, Moderate Snow (2 inch), 87, 45, From Arctic, -40, -75, Normal
230, Soladain, Eirmont, 7, 25, 10, No Precipitation, 87, 45, Prevailing Direction, -40, -75, Normal
231, Lunadain, Eirmont, 8, 18, 10, No Precipitation, 82, 45, Prevailing Direction, -45, -75, Normal
232, Gromdain, Eirmont, 9, 10, 0, No Precipitation, 85, 45, Prevailing Direction, -50, -75, Normal
233, Tserdain, Eirmont, 10, 18, 10, Moderate Snow (2 inch), 71, 35, Prevailing Direction, -40, -75, Normal
234, Moldain, Eirmont, 11, 10, 0, No Precipitation, 85, 45, Prevailing Direction, -50, -75, Normal
235, Nytdain, Eirmont, 12, 0, -10, Moderate Snow (2 inch), 82, 45, Prevailing Direction, -50, -75, Normal
236, Loshdain, Eirmont, 13, 0, -10, No Precipitation, 81, 45, Prevailing Direction, -50, -75, Normal
237, Soladain, Eirmont, 14, -5, -20, Heavy Snow (4 inch), 74, 45, From Arctic, -60, -75, Normal
238, Lunadain, Eirmont, 15, 0, -10, Moderate Snow (2 inch), 90, 35, Prevailing Direction, -50, -75, Normal
239, Gromdain, Eirmont, 16, -5, -20, Moderate Snow (2 inch), 71, 45, Prevailing Direction, -60, -75, Normal
240, Tserdain, Eirmont, 17, 0, -10, Heavy Snow (4 inch), 85, 35, Prevailing Direction, -50, -75, Normal
241, Moldain, Eirmont, 18, 0, -10, No Precipitation, 81, 35, Prevailing Direction, -50, -75, Normal
